time_sec,ue_id,from_cell,to_cell,event,executed_ok
2.24173,10,4,3,START,0
2.24352,10,4,3,SUCCESS,1
2.73823,6,3,8,START,0
2.74002,6,3,8,SUCCESS,1
2.74748,7,4,2,START,0
2.74927,7,4,2,SUCCESS,1
2.83548,15,6,7,START,0
2.83727,15,6,7,SUCCESS,1
2.93523,11,5,2,START,0
2.93702,11,5,2,SUCCESS,1
2.93875,5,3,4,START,0
2.94052,5,3,4,SUCCESS,1
3.14275,3,2,6,START,0
3.14452,3,2,6,SUCCESS,1
3.15173,17,7,8,START,0
3.15352,17,7,8,SUCCESS,1
3.74877,9,4,2,START,0
3.75052,9,4,2,SUCCESS,1
3.757,1,5,6,START,0
3.75877,1,5,6,SUCCESS,1
17.0415,7,2,7,START,0
17.0433,7,2,7,SUCCESS,1
