ho_number,sim_time_sec,ue_id,from_cell,to_cell,event,executed_ok,trigger_type,serving_SINR_dB,target_SINR_dB,f_gamma_Eq5,serving_NUEs,target_NUEs,PRBs_per_UE_serving,PRBs_per_UE_target,TOTAL_PRB,f_PRB_Eq6,RRU_PrbUsedDl_serving_pct,RRU_PrbUsedDl_target_pct,PRB_source,RSRP_serving_dBm,RSRP_target_dBm,RSRPpilot_serving,RSRPpilot_target,Omega_gamma_Eq2,Omega_PRB_Eq3,fWF_Eq1,delta_HOM_Eq8,delta_HOM_case,Algo1_threshold,Algo1_HO_decision,NCL_target_load_pct,NCL_gate_result,serving_cell_load_pct,load_balance_result,load_diff_ues,latency_sec,ho_success,data_source
62,1777356044,9,2,4,LB_COMMAND_SENT,1,LB,1.0000,0.0000,-0.0333,4,2,7.00,14.00,28,0.2500,0.0,0.0,NUE_fallback,0.0000,0.0000,7.0000,14.0000,0.5794,0.4206,0.0858,0.8583,Case1_both_same_side_gth__DHOM=HOM_x_fWF,7.8583,HO_APPROVED__RSRPpilot_T_wins,10.0,NCL_PASSED__load_below_50pct,20.0,LOAD_REDUCED__good_LB,2,0.00,0,APPROX_post_hoc
63,1777356060,9,2,4,COMPLETED,1,LB,1.0000,0.0000,-0.0333,4,2,7.00,14.00,28,0.2500,0.0,0.0,NUE_fallback,0.0000,0.0000,7.0000,14.0000,0.5794,0.4206,0.0858,0.8583,Case1_both_same_side_gth__DHOM=HOM_x_fWF,7.8583,HO_APPROVED__RSRPpilot_T_wins,10.0,NCL_PASSED__load_below_50pct,20.0,LOAD_REDUCED__good_LB,2,16.00,1,APPROX_post_hoc
64,1777356062,19,4,3,COMMAND_SENT,0,SINR,9.0000,9.0000,0.0000,3,3,9.33,9.33,28,0.0000,0.0,0.0,NUE_fallback,-21.0000,-21.0000,0.0741,0.0741,0.3164,0.3164,-0.0591,-0.5910,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-0.5169,HO_APPROVED__RSRPpilot_T_wins,15.0,NCL_PASSED__load_below_50pct,15.0,EQUAL_LOAD__neutral,0,0.00,0,REAL_from_getTargetCellID
65,1777356074,19,4,3,COMPLETED,1,SINR,9.0000,9.0000,0.0000,3,3,9.33,9.33,28,0.0000,0.0,0.0,NUE_fallback,-21.0000,-21.0000,0.0741,0.0741,0.3164,0.3164,-0.0591,-0.5910,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-0.5169,HO_APPROVED__RSRPpilot_T_wins,15.0,NCL_PASSED__load_below_50pct,15.0,EQUAL_LOAD__neutral,0,12.00,1,REAL_from_getTargetCellID
66,1777356074,5,3,7,COMMAND_SENT,0,LB,22.0000,0.0000,-0.7333,4,2,7.00,14.00,28,0.2500,0.0,0.0,NUE_fallback,0.0000,0.0000,154.0000,308.0000,0.6980,0.3020,-0.4364,-4.3635,Case1_both_same_side_gth__DHOM=HOM_x_fWF,149.6365,HO_APPROVED__RSRPpilot_T_wins,10.0,NCL_PASSED__load_below_50pct,20.0,LOAD_REDUCED__good_LB,2,0.00,0,APPROX_post_hoc
67,1777356074,5,3,7,LB_COMMAND_SENT,1,LB,22.0000,0.0000,-0.7333,4,2,7.00,14.00,28,0.2500,0.0,0.0,NUE_fallback,0.0000,0.0000,154.0000,308.0000,0.6980,0.3020,-0.4364,-4.3635,Case1_both_same_side_gth__DHOM=HOM_x_fWF,149.6365,HO_APPROVED__RSRPpilot_T_wins,10.0,NCL_PASSED__load_below_50pct,20.0,LOAD_REDUCED__good_LB,2,0.00,0,APPROX_post_hoc
68,1777356088,5,3,7,COMPLETED,1,LB,22.0000,0.0000,-0.7333,4,2,7.00,14.00,28,0.2500,0.0,0.0,NUE_fallback,0.0000,0.0000,154.0000,308.0000,0.6980,0.3020,-0.4364,-4.3635,Case1_both_same_side_gth__DHOM=HOM_x_fWF,149.6365,HO_APPROVED__RSRPpilot_T_wins,10.0,NCL_PASSED__load_below_50pct,20.0,LOAD_REDUCED__good_LB,2,14.00,1,APPROX_post_hoc
69,1777356136,5,7,2,COMMAND_SENT,0,LB,1.0000,20.0000,0.6333,3,3,9.33,9.33,28,0.0000,0.0,0.0,NUE_fallback,-29.0000,-10.0000,0.0117,0.9333,0.1132,0.3087,-0.4330,-4.3304,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-4.3186,HO_APPROVED__RSRPpilot_T_wins,15.0,NCL_PASSED__load_below_50pct,15.0,EQUAL_LOAD__neutral,0,0.00,0,REAL_from_getTargetCellID
70,1777356143,5,7,2,COMPLETED,1,SINR,1.0000,20.0000,0.6333,3,3,9.33,9.33,28,0.0000,0.0,0.0,NUE_fallback,-29.0000,-10.0000,0.0117,0.9333,0.1132,0.3087,-0.4330,-4.3304,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-4.3186,HO_APPROVED__RSRPpilot_T_wins,15.0,NCL_PASSED__load_below_50pct,15.0,EQUAL_LOAD__neutral,0,7.00,1,REAL_from_getTargetCellID
71,1777356144,1,2,7,COMMAND_SENT,0,SINR,4.0000,50.0000,1.0000,3,3,9.33,9.33,28,0.0000,0.0,0.0,NUE_fallback,-26.0000,20.0000,0.0234,933.3333,0.0034,0.3409,-0.6018,-6.0185,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-5.9950,HO_APPROVED__RSRPpilot_T_wins,15.0,NCL_PASSED__load_below_50pct,20.0,EQUAL_LOAD__neutral,0,0.00,0,REAL_from_getTargetCellID
72,1777356144,1,2,7,LB_COMMAND_SENT,1,LB,4.0000,50.0000,1.0000,3,3,9.33,9.33,28,0.0000,0.0,0.0,NUE_fallback,-26.0000,20.0000,0.0234,933.3333,0.0034,0.3409,-0.6018,-6.0185,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-5.9950,HO_APPROVED__RSRPpilot_T_wins,15.0,NCL_PASSED__load_below_50pct,20.0,EQUAL_LOAD__neutral,0,0.00,0,REAL_from_getTargetCellID
73,1777356157,1,2,7,COMPLETED,1,LB,4.0000,50.0000,1.0000,3,3,9.33,9.33,28,0.0000,0.0,0.0,NUE_fallback,-26.0000,20.0000,0.0234,933.3333,0.0034,0.3409,-0.6018,-6.0185,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-5.9950,HO_APPROVED__RSRPpilot_T_wins,15.0,NCL_PASSED__load_below_50pct,20.0,EQUAL_LOAD__neutral,0,13.00,1,REAL_from_getTargetCellID
74,1777356160,13,2,6,COMMAND_SENT,0,SINR,13.0000,16.0000,0.1000,3,3,9.33,9.33,28,0.0000,0.0,0.0,NUE_fallback,-17.0000,-14.0000,0.1862,0.3716,0.2803,0.3115,-0.0986,-0.9864,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-0.8001,HO_APPROVED__RSRPpilot_T_wins,15.0,NCL_PASSED__load_below_50pct,15.0,EQUAL_LOAD__neutral,0,0.00,0,REAL_from_getTargetCellID
75,1777356171,13,2,6,COMPLETED,1,SINR,13.0000,16.0000,0.1000,3,3,9.33,9.33,28,0.0000,0.0,0.0,NUE_fallback,-17.0000,-14.0000,0.1862,0.3716,0.2803,0.3115,-0.0986,-0.9864,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-0.8001,HO_APPROVED__RSRPpilot_T_wins,15.0,NCL_PASSED__load_below_50pct,15.0,EQUAL_LOAD__neutral,0,11.00,1,REAL_from_getTargetCellID
76,1777356172,4,6,2,COMMAND_SENT,0,SINR,24.0000,20.0000,-0.1333,3,3,9.33,9.33,28,0.0000,0.0,0.0,NUE_fallback,-6.0000,-10.0000,2.3444,0.9333,0.2785,0.2458,-0.4823,-4.8232,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-2.4788,HO_APPROVED__RSRPpilot_T_wins,15.0,NCL_PASSED__load_below_50pct,20.0,EQUAL_LOAD__neutral,0,0.00,0,REAL_from_getTargetCellID
77,1777356172,4,6,2,LB_COMMAND_SENT,1,LB,24.0000,20.0000,-0.1333,3,3,9.33,9.33,28,0.0000,0.0,0.0,NUE_fallback,-6.0000,-10.0000,2.3444,0.9333,0.2785,0.2458,-0.4823,-4.8232,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-2.4788,HO_APPROVED__RSRPpilot_T_wins,15.0,NCL_PASSED__load_below_50pct,20.0,EQUAL_LOAD__neutral,0,0.00,0,REAL_from_getTargetCellID
78,1777356185,4,6,2,COMPLETED,1,LB,24.0000,20.0000,-0.1333,3,3,9.33,9.33,28,0.0000,0.0,0.0,NUE_fallback,-6.0000,-10.0000,2.3444,0.9333,0.2785,0.2458,-0.4823,-4.8232,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-2.4788,HO_APPROVED__RSRPpilot_T_wins,15.0,NCL_PASSED__load_below_50pct,20.0,EQUAL_LOAD__neutral,0,13.00,1,REAL_from_getTargetCellID
79,1777356216,5,2,4,COMMAND_SENT,0,SINR,20.0000,17.0000,-0.1000,3,2,9.33,14.00,28,0.1667,0.0,0.0,NUE_fallback,-10.0000,-13.0000,0.9333,0.7017,0.2890,0.2189,-0.4220,-4.2199,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-3.2865,HO_APPROVED__RSRPpilot_T_wins,10.0,NCL_PASSED__load_below_50pct,15.0,LOAD_REDUCED__good_LB,1,0.00,0,REAL_from_getTargetCellID
80,1777356227,5,2,4,COMPLETED,1,SINR,20.0000,17.0000,-0.1000,3,2,9.33,14.00,28,0.1667,0.0,0.0,NUE_fallback,-10.0000,-13.0000,0.9333,0.7017,0.2890,0.2189,-0.4220,-4.2199,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-3.2865,HO_APPROVED__RSRPpilot_T_wins,10.0,NCL_PASSED__load_below_50pct,15.0,LOAD_REDUCED__good_LB,1,11.00,1,REAL_from_getTargetCellID
81,1777356230,9,4,5,COMMAND_SENT,0,LB,2.0000,25.0000,0.7667,3,3,9.33,9.33,28,0.0000,0.0,0.0,NUE_fallback,-28.0000,-5.0000,0.0148,2.9515,0.0774,0.3317,-0.4023,-4.0230,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-4.0082,HO_APPROVED__RSRPpilot_T_wins,15.0,NCL_PASSED__load_below_50pct,15.0,EQUAL_LOAD__neutral,0,0.00,0,REAL_from_getTargetCellID
82,1777356241,9,4,5,COMPLETED,1,SINR,2.0000,25.0000,0.7667,3,3,9.33,9.33,28,0.0000,0.0,0.0,NUE_fallback,-28.0000,-5.0000,0.0148,2.9515,0.0774,0.3317,-0.4023,-4.0230,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-4.0082,HO_APPROVED__RSRPpilot_T_wins,15.0,NCL_PASSED__load_below_50pct,15.0,EQUAL_LOAD__neutral,0,11.00,1,REAL_from_getTargetCellID
83,1777356242,10,5,4,COMMAND_SENT,0,SINR,34.0000,0.0000,-1.0000,4,2,7.00,14.00,28,0.2500,0.0,0.0,NUE_fallback,0.0000,0.0000,238.0000,476.0000,0.7273,0.2727,-0.6591,-6.5909,Case1_both_same_side_gth__DHOM=HOM_x_fWF,231.4091,HO_APPROVED__RSRPpilot_T_wins,10.0,NCL_PASSED__load_below_50pct,20.0,LOAD_REDUCED__good_LB,2,0.00,0,APPROX_post_hoc
84,1777356242,10,5,4,LB_COMMAND_SENT,1,LB,34.0000,0.0000,-1.0000,4,2,7.00,14.00,28,0.2500,0.0,0.0,NUE_fallback,0.0000,0.0000,238.0000,476.0000,0.7273,0.2727,-0.6591,-6.5909,Case1_both_same_side_gth__DHOM=HOM_x_fWF,231.4091,HO_APPROVED__RSRPpilot_T_wins,10.0,NCL_PASSED__load_below_50pct,20.0,LOAD_REDUCED__good_LB,2,0.00,0,APPROX_post_hoc
85,1777356255,10,5,4,COMPLETED,1,LB,34.0000,0.0000,-1.0000,4,2,7.00,14.00,28,0.2500,0.0,0.0,NUE_fallback,0.0000,0.0000,238.0000,476.0000,0.7273,0.2727,-0.6591,-6.5909,Case1_both_same_side_gth__DHOM=HOM_x_fWF,231.4091,HO_APPROVED__RSRPpilot_T_wins,10.0,NCL_PASSED__load_below_50pct,20.0,LOAD_REDUCED__good_LB,2,13.00,1,APPROX_post_hoc
86,1777356328,15,5,2,COMMAND_SENT,0,SINR,22.0000,19.0000,-0.1000,3,2,9.33,14.00,28,0.1667,0.0,0.0,NUE_fallback,-8.0000,-11.0000,1.4792,1.1121,0.3010,0.2280,-0.3321,-3.3206,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-1.8414,HO_APPROVED__RSRPpilot_T_wins,10.0,NCL_PASSED__load_below_50pct,15.0,LOAD_REDUCED__good_LB,1,0.00,0,REAL_from_getTargetCellID
87,1777356340,15,5,2,COMPLETED,1,SINR,22.0000,19.0000,-0.1000,3,2,9.33,14.00,28,0.1667,0.0,0.0,NUE_fallback,-8.0000,-11.0000,1.4792,1.1121,0.3010,0.2280,-0.3321,-3.3206,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-1.8414,HO_APPROVED__RSRPpilot_T_wins,10.0,NCL_PASSED__load_below_50pct,15.0,LOAD_REDUCED__good_LB,1,12.00,1,REAL_from_getTargetCellID
88,1777356342,13,6,7,COMMAND_SENT,0,SINR,5.0000,26.0000,0.7000,3,3,9.33,9.33,28,0.0000,0.0,0.0,NUE_fallback,-25.0000,-4.0000,0.0295,3.7157,0.1149,0.3831,-0.0753,-0.7534,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-0.7239,HO_APPROVED__RSRPpilot_T_wins,15.0,NCL_PASSED__load_below_50pct,15.0,EQUAL_LOAD__neutral,0,0.00,0,REAL_from_getTargetCellID
89,1777356355,13,6,7,COMPLETED,1,SINR,5.0000,26.0000,0.7000,3,3,9.33,9.33,28,0.0000,0.0,0.0,NUE_fallback,-25.0000,-4.0000,0.0295,3.7157,0.1149,0.3831,-0.0753,-0.7534,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-0.7239,HO_APPROVED__RSRPpilot_T_wins,15.0,NCL_PASSED__load_below_50pct,15.0,EQUAL_LOAD__neutral,0,13.00,1,REAL_from_getTargetCellID
90,1777356356,1,7,5,COMMAND_SENT,0,LB,4.0000,50.0000,1.0000,3,3,9.33,9.33,28,0.0000,0.0,0.0,NUE_fallback,-26.0000,20.0000,0.0234,933.3333,0.0034,0.3409,-0.6018,-6.0185,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-5.9950,HO_APPROVED__RSRPpilot_T_wins,15.0,NCL_PASSED__load_below_50pct,20.0,EQUAL_LOAD__neutral,0,0.00,0,REAL_from_getTargetCellID
91,1777356356,1,7,5,LB_COMMAND_SENT,1,LB,4.0000,50.0000,1.0000,3,3,9.33,9.33,28,0.0000,0.0,0.0,NUE_fallback,-26.0000,20.0000,0.0234,933.3333,0.0034,0.3409,-0.6018,-6.0185,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-5.9950,HO_APPROVED__RSRPpilot_T_wins,15.0,NCL_PASSED__load_below_50pct,20.0,EQUAL_LOAD__neutral,0,0.00,0,REAL_from_getTargetCellID
92,1777356370,1,7,5,COMPLETED,1,LB,4.0000,50.0000,1.0000,3,3,9.33,9.33,28,0.0000,0.0,0.0,NUE_fallback,-26.0000,20.0000,0.0234,933.3333,0.0034,0.3409,-0.6018,-6.0185,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-5.9950,HO_APPROVED__RSRPpilot_T_wins,15.0,NCL_PASSED__load_below_50pct,20.0,EQUAL_LOAD__neutral,0,14.00,1,REAL_from_getTargetCellID
93,1777356402,13,7,2,COMMAND_SENT,0,SINR,14.0000,15.0000,0.0333,3,3,9.33,9.33,28,0.0000,0.0,0.0,NUE_fallback,-16.0000,-15.0000,0.2344,0.2951,0.2950,0.3052,-0.1143,-1.1426,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-0.9082,HO_APPROVED__RSRPpilot_T_wins,15.0,NCL_PASSED__load_below_50pct,15.0,EQUAL_LOAD__neutral,0,0.00,0,REAL_from_getTargetCellID
94,1777356417,13,7,2,COMPLETED,1,SINR,14.0000,15.0000,0.0333,3,3,9.33,9.33,28,0.0000,0.0,0.0,NUE_fallback,-16.0000,-15.0000,0.2344,0.2951,0.2950,0.3052,-0.1143,-1.1426,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-0.9082,HO_APPROVED__RSRPpilot_T_wins,15.0,NCL_PASSED__load_below_50pct,15.0,EQUAL_LOAD__neutral,0,15.00,1,REAL_from_getTargetCellID
95,1777356418,2,2,6,COMMAND_SENT,0,SINR,15.0000,52.0000,1.0000,3,3,9.33,9.33,28,0.0000,0.0,0.0,NUE_fallback,-15.0000,22.0000,0.2951,1479.2336,0.0034,0.3431,-0.5874,-5.8741,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-5.5790,HO_APPROVED__RSRPpilot_T_wins,15.0,NCL_PASSED__load_below_50pct,20.0,EQUAL_LOAD__neutral,0,0.00,0,REAL_from_getTargetCellID
96,1777356418,2,2,6,LB_COMMAND_SENT,1,LB,15.0000,52.0000,1.0000,3,3,9.33,9.33,28,0.0000,0.0,0.0,NUE_fallback,-15.0000,22.0000,0.2951,1479.2336,0.0034,0.3431,-0.5874,-5.8741,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-5.5790,HO_APPROVED__RSRPpilot_T_wins,15.0,NCL_PASSED__load_below_50pct,20.0,EQUAL_LOAD__neutral,0,0.00,0,REAL_from_getTargetCellID
97,1777356431,2,2,6,COMPLETED,1,LB,15.0000,52.0000,1.0000,3,3,9.33,9.33,28,0.0000,0.0,0.0,NUE_fallback,-15.0000,22.0000,0.2951,1479.2336,0.0034,0.3431,-0.5874,-5.8741,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-5.5790,HO_APPROVED__RSRPpilot_T_wins,15.0,NCL_PASSED__load_below_50pct,20.0,EQUAL_LOAD__neutral,0,13.00,1,REAL_from_getTargetCellID
98,1777356434,1,5,2,COMMAND_SENT,0,LB,3.0000,51.0000,1.0000,3,3,9.33,9.33,28,0.0000,0.0,0.0,NUE_fallback,-27.0000,21.0000,0.0186,1174.9971,0.0034,0.3409,-0.6018,-6.0185,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-5.9998,HO_APPROVED__RSRPpilot_T_wins,15.0,NCL_PASSED__load_below_50pct,15.0,EQUAL_LOAD__neutral,0,0.00,0,REAL_from_getTargetCellID
99,1777356445,1,5,2,COMPLETED,1,SINR,3.0000,51.0000,1.0000,3,3,9.33,9.33,28,0.0000,0.0,0.0,NUE_fallback,-27.0000,21.0000,0.0186,1174.9971,0.0034,0.3409,-0.6018,-6.0185,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-5.9998,HO_APPROVED__RSRPpilot_T_wins,15.0,NCL_PASSED__load_below_50pct,15.0,EQUAL_LOAD__neutral,0,11.00,1,REAL_from_getTargetCellID
100,1777356446,4,2,7,COMMAND_SENT,0,LB,24.0000,20.0000,-0.1333,3,3,9.33,9.33,28,0.0000,0.0,0.0,NUE_fallback,-6.0000,-10.0000,2.3444,0.9333,0.2785,0.2458,-0.4823,-4.8232,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-2.4788,HO_APPROVED__RSRPpilot_T_wins,15.0,NCL_PASSED__load_below_50pct,20.0,EQUAL_LOAD__neutral,0,0.00,0,REAL_from_getTargetCellID
101,1777356446,4,2,7,LB_COMMAND_SENT,1,LB,24.0000,20.0000,-0.1333,3,3,9.33,9.33,28,0.0000,0.0,0.0,NUE_fallback,-6.0000,-10.0000,2.3444,0.9333,0.2785,0.2458,-0.4823,-4.8232,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-2.4788,HO_APPROVED__RSRPpilot_T_wins,15.0,NCL_PASSED__load_below_50pct,20.0,EQUAL_LOAD__neutral,0,0.00,0,REAL_from_getTargetCellID
102,1777356460,4,2,7,COMPLETED,1,LB,24.0000,20.0000,-0.1333,3,3,9.33,9.33,28,0.0000,0.0,0.0,NUE_fallback,-6.0000,-10.0000,2.3444,0.9333,0.2785,0.2458,-0.4823,-4.8232,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-2.4788,HO_APPROVED__RSRPpilot_T_wins,15.0,NCL_PASSED__load_below_50pct,20.0,EQUAL_LOAD__neutral,0,14.00,1,REAL_from_getTargetCellID
103,1777356464,13,2,8,COMMAND_SENT,0,SINR,16.0000,18.0000,0.0667,3,3,9.33,9.33,28,0.0000,0.0,0.0,NUE_fallback,-14.0000,-12.0000,0.3716,0.5889,0.2877,0.3083,-0.1062,-1.0619,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-0.6903,HO_APPROVED__RSRPpilot_T_wins,15.0,NCL_PASSED__load_below_50pct,15.0,EQUAL_LOAD__neutral,0,0.00,0,REAL_from_getTargetCellID
104,1777356475,13,2,8,COMPLETED,1,SINR,16.0000,18.0000,0.0667,3,3,9.33,9.33,28,0.0000,0.0,0.0,NUE_fallback,-14.0000,-12.0000,0.3716,0.5889,0.2877,0.3083,-0.1062,-1.0619,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-0.6903,HO_APPROVED__RSRPpilot_T_wins,15.0,NCL_PASSED__load_below_50pct,15.0,EQUAL_LOAD__neutral,0,11.00,1,REAL_from_getTargetCellID
105,1777356476,6,8,2,COMMAND_SENT,0,LB,5.0000,24.0000,0.6333,3,2,9.33,14.00,28,0.1667,0.0,0.0,NUE_fallback,-25.0000,-6.0000,0.0295,3.5166,0.1176,0.2674,-0.4448,-4.4476,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-4.4181,HO_APPROVED__RSRPpilot_T_wins,10.0,NCL_PASSED__load_below_50pct,20.0,LOAD_REDUCED__good_LB,1,0.00,0,REAL_from_getTargetCellID
106,1777356476,6,8,2,LB_COMMAND_SENT,1,LB,5.0000,24.0000,0.6333,3,2,9.33,14.00,28,0.1667,0.0,0.0,NUE_fallback,-25.0000,-6.0000,0.0295,3.5166,0.1176,0.2674,-0.4448,-4.4476,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-4.4181,HO_APPROVED__RSRPpilot_T_wins,10.0,NCL_PASSED__load_below_50pct,20.0,LOAD_REDUCED__good_LB,1,0.00,0,REAL_from_getTargetCellID
107,1777356490,6,8,2,COMPLETED,1,LB,5.0000,24.0000,0.6333,3,2,9.33,14.00,28,0.1667,0.0,0.0,NUE_fallback,-25.0000,-6.0000,0.0295,3.5166,0.1176,0.2674,-0.4448,-4.4476,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-4.4181,HO_APPROVED__RSRPpilot_T_wins,10.0,NCL_PASSED__load_below_50pct,20.0,LOAD_REDUCED__good_LB,1,14.00,1,REAL_from_getTargetCellID
108,1777356522,5,4,3,COMMAND_SENT,0,SINR,6.0000,22.0000,0.5333,3,3,9.33,9.33,28,0.0000,0.0,0.0,NUE_fallback,-24.0000,-8.0000,0.0372,1.4792,0.1397,0.2994,-0.4151,-4.1508,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-4.1136,HO_APPROVED__RSRPpilot_T_wins,15.0,NCL_PASSED__load_below_50pct,15.0,EQUAL_LOAD__neutral,0,0.00,0,REAL_from_getTargetCellID
109,1777356533,5,4,3,COMPLETED,1,SINR,6.0000,22.0000,0.5333,3,3,9.33,9.33,28,0.0000,0.0,0.0,NUE_fallback,-24.0000,-8.0000,0.0372,1.4792,0.1397,0.2994,-0.4151,-4.1508,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-4.1136,HO_APPROVED__RSRPpilot_T_wins,15.0,NCL_PASSED__load_below_50pct,15.0,EQUAL_LOAD__neutral,0,11.00,1,REAL_from_getTargetCellID
110,1777356534,17,3,4,COMMAND_SENT,0,SINR,44.0000,0.0000,-1.0000,4,2,7.00,14.00,28,0.2500,0.0,0.0,NUE_fallback,0.0000,0.0000,308.0000,616.0000,0.7273,0.2727,-0.6591,-6.5909,Case1_both_same_side_gth__DHOM=HOM_x_fWF,301.4091,HO_APPROVED__RSRPpilot_T_wins,10.0,NCL_PASSED__load_below_50pct,20.0,LOAD_REDUCED__good_LB,2,0.00,0,APPROX_post_hoc
111,1777356534,17,3,4,LB_COMMAND_SENT,1,LB,44.0000,0.0000,-1.0000,4,2,7.00,14.00,28,0.2500,0.0,0.0,NUE_fallback,0.0000,0.0000,308.0000,616.0000,0.7273,0.2727,-0.6591,-6.5909,Case1_both_same_side_gth__DHOM=HOM_x_fWF,301.4091,HO_APPROVED__RSRPpilot_T_wins,10.0,NCL_PASSED__load_below_50pct,20.0,LOAD_REDUCED__good_LB,2,0.00,0,APPROX_post_hoc
112,1777356548,17,3,4,COMPLETED,1,LB,44.0000,0.0000,-1.0000,4,2,7.00,14.00,28,0.2500,0.0,0.0,NUE_fallback,0.0000,0.0000,308.0000,616.0000,0.7273,0.2727,-0.6591,-6.5909,Case1_both_same_side_gth__DHOM=HOM_x_fWF,301.4091,HO_APPROVED__RSRPpilot_T_wins,10.0,NCL_PASSED__load_below_50pct,20.0,LOAD_REDUCED__good_LB,2,14.00,1,APPROX_post_hoc
113,1777356566,6,2,5,COMMAND_SENT,0,LB,23.0000,20.0000,-0.1000,3,2,9.33,14.00,28,0.1667,0.0,0.0,NUE_fallback,-7.0000,-10.0000,1.8622,1.4000,0.2857,0.2164,-0.4489,-4.4894,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-2.6271,HO_APPROVED__RSRPpilot_T_wins,10.0,NCL_PASSED__load_below_50pct,15.0,LOAD_REDUCED__good_LB,1,0.00,0,REAL_from_getTargetCellID
114,1777356577,6,2,5,COMPLETED,1,SINR,23.0000,20.0000,-0.1000,3,2,9.33,14.00,28,0.1667,0.0,0.0,NUE_fallback,-7.0000,-10.0000,1.8622,1.4000,0.2857,0.2164,-0.4489,-4.4894,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-2.6271,HO_APPROVED__RSRPpilot_T_wins,10.0,NCL_PASSED__load_below_50pct,15.0,LOAD_REDUCED__good_LB,1,11.00,1,REAL_from_getTargetCellID
115,1777356580,5,3,2,COMMAND_SENT,0,SINR,11.0000,33.0000,0.7333,3,2,9.33,14.00,28,0.1667,0.0,0.0,NUE_fallback,-19.0000,3.0000,0.1175,27.9337,0.0897,0.2803,-0.4375,-4.3749,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-4.2574,HO_APPROVED__RSRPpilot_T_wins,10.0,NCL_PASSED__load_below_50pct,15.0,LOAD_REDUCED__good_LB,1,0.00,0,REAL_from_getTargetCellID
116,1777356591,5,3,2,COMPLETED,1,SINR,11.0000,33.0000,0.7333,3,2,9.33,14.00,28,0.1667,0.0,0.0,NUE_fallback,-19.0000,3.0000,0.1175,27.9337,0.0897,0.2803,-0.4375,-4.3749,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-4.2574,HO_APPROVED__RSRPpilot_T_wins,10.0,NCL_PASSED__load_below_50pct,15.0,LOAD_REDUCED__good_LB,1,11.00,1,REAL_from_getTargetCellID
117,1777356610,13,8,7,COMMAND_SENT,0,SINR,7.0000,24.0000,0.5667,3,3,9.33,9.33,28,0.0000,0.0,0.0,NUE_fallback,-23.0000,-6.0000,0.0468,2.3444,0.1579,0.3645,-0.0587,-0.5872,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-0.5404,HO_APPROVED__RSRPpilot_T_wins,15.0,NCL_PASSED__load_below_50pct,15.0,EQUAL_LOAD__neutral,0,0.00,0,REAL_from_getTargetCellID
118,1777356621,13,8,7,COMPLETED,1,SINR,7.0000,24.0000,0.5667,3,3,9.33,9.33,28,0.0000,0.0,0.0,NUE_fallback,-23.0000,-6.0000,0.0468,2.3444,0.1579,0.3645,-0.0587,-0.5872,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-0.5404,HO_APPROVED__RSRPpilot_T_wins,15.0,NCL_PASSED__load_below_50pct,15.0,EQUAL_LOAD__neutral,0,11.00,1,REAL_from_getTargetCellID
