time_sec,ue_id,from_cell,to_cell,event,executed_ok
27.7273,5,2,4,SUCCESS,1
27.8022,8,4,2,START,0
27.804,8,4,2,SUCCESS,1
29.8213,5,4,3,START,0
29.823,5,4,3,SUCCESS,1
30.2432,5,3,2,START,0
30.2448,5,3,2,SUCCESS,1
30.307,8,2,4,START,0
30.3088,8,2,4,SUCCESS,1
30.7217,5,2,4,START,0
30.7235,5,2,4,SUCCESS,1
30.798,8,4,2,START,0
30.7998,8,4,2,SUCCESS,1
30.8955,13,2,3,START,0
30.8973,13,2,3,SUCCESS,1
31.2087,5,4,3,START,0
31.2105,5,4,3,SUCCESS,1
31.3047,1,3,2,START,0
31.3065,1,3,2,SUCCESS,1
31.4275,13,3,8,START,0
31.4293,13,3,8,SUCCESS,1
31.5015,7,8,3,START,0
31.5033,7,8,3,SUCCESS,1
31.7152,5,3,2,START,0
31.717,5,3,2,SUCCESS,1
31.807,1,2,3,START,0
31.8088,1,2,3,SUCCESS,1
31.9385,7,3,2,START,0
31.9403,7,3,2,SUCCESS,1
32.0012,8,2,4,START,0
32.003,8,2,4,SUCCESS,1
32.2138,13,8,2,START,0
32.2155,13,8,2,SUCCESS,1
32.2932,5,2,3,START,0
32.2948,5,2,3,SUCCESS,1
32.7262,13,2,3,START,0
32.728,13,2,3,SUCCESS,1
32.8037,1,3,2,START,0
32.8055,1,3,2,SUCCESS,1
33.1392,13,3,8,START,0
33.141,13,3,8,SUCCESS,1
34.0185,13,8,2,START,0
34.0203,13,8,2,SUCCESS,1
34.093,1,2,3,START,0
34.0948,1,2,3,SUCCESS,1
34.5277,13,2,3,START,0
34.5295,13,2,3,SUCCESS,1
34.6046,1,3,2,START,0
34.6063,1,3,2,SUCCESS,1
35.8915,5,3,8,START,0
35.8933,5,3,8,SUCCESS,1
36.2925,5,8,2,START,0
36.2943,5,8,2,SUCCESS,1
36.3928,1,2,3,START,0
36.3945,1,2,3,SUCCESS,1
36.6935,5,2,3,START,0
36.6953,5,2,3,SUCCESS,1
36.793,1,3,2,START,0
36.7948,1,3,2,SUCCESS,1
37.0945,5,3,4,START,0
37.0963,5,3,4,SUCCESS,1
37.1948,8,4,3,START,0
37.1965,8,4,3,SUCCESS,1
37.4955,5,4,8,START,0
37.4973,5,4,8,SUCCESS,1
37.5958,8,3,2,START,0
37.5975,8,3,2,SUCCESS,1
37.696,1,2,3,START,0
37.6978,1,2,3,SUCCESS,1
37.887,5,8,2,START,0
37.8888,5,8,2,SUCCESS,1
37.8965,7,2,8,START,0
37.8983,7,2,8,SUCCESS,1
38.1797,5,2,3,START,0
38.1815,5,2,3,SUCCESS,1
38.1965,1,3,2,START,0
38.1983,1,3,2,SUCCESS,1
38.3978,13,3,4,START,0
38.3995,13,3,4,SUCCESS,1
38.5983,19,8,4,START,0
38.6,19,8,4,SUCCESS,1
38.6985,10,4,8,START,0
38.7003,10,4,8,SUCCESS,1
38.7988,13,4,2,START,0
38.8005,13,4,2,SUCCESS,1
38.8988,1,2,3,START,0
38.9005,1,2,3,SUCCESS,1
38.9993,5,3,4,START,0
39.001,5,3,4,SUCCESS,1
39.0995,19,4,3,START,0
39.1013,19,4,3,SUCCESS,1
39.1957,10,8,5,START,0
39.1975,10,8,5,SUCCESS,1
39.3,6,5,8,START,0
