time_sec,ue_id,from_cell,to_cell,event,executed_ok
47.7093,12,7,8,SUCCESS,1
47.717,19,7,3,START,0
47.7188,19,7,3,SUCCESS,1
47.721,6,8,6,START,0
47.721,15,8,4,START,0
47.7228,6,8,6,SUCCESS,1
47.7228,15,8,4,SUCCESS,1
47.7598,1,5,6,START,0
47.7615,1,5,6,SUCCESS,1
48.1568,7,8,7,START,0
48.1585,7,8,7,SUCCESS,1
48.3125,17,7,2,START,0
48.3143,17,7,2,SUCCESS,1
48.357,18,2,6,START,0
48.3588,18,2,6,SUCCESS,1
49.5585,2,2,8,START,0
49.5603,2,2,8,SUCCESS,1
50.109,5,3,4,START,0
50.1108,5,3,4,SUCCESS,1
50.3148,16,3,2,START,0
50.3165,16,3,2,SUCCESS,1
51.3548,14,5,6,START,0
51.3565,14,5,6,SUCCESS,1
51.457,11,2,8,START,0
51.4588,11,2,8,SUCCESS,1
51.9173,4,4,5,START,0
51.919,4,4,5,SUCCESS,1
52.0128,3,2,4,START,0
52.0145,3,2,4,SUCCESS,1
52.309,8,5,4,START,0
52.3108,8,5,4,SUCCESS,1
54.4642,17,2,7,START,0
54.466,17,2,7,SUCCESS,1
55.0648,19,3,2,START,0
55.0665,19,3,2,SUCCESS,1
55.5653,16,2,5,START,0
55.567,16,2,5,SUCCESS,1
56.009,12,8,7,START,0
56.0108,12,8,7,SUCCESS,1
57.0218,3,4,2,START,0
57.0235,3,4,2,SUCCESS,1
58.3205,8,4,5,START,0
58.3223,8,4,5,SUCCESS,1
59.3453,10,5,8,START,0
59.347,10,5,8,SUCCESS,1
