time_sec,ue_id,from_cell,to_cell,event,executed_ok
99.0065,20,7,6,START,0
99.0083,20,7,6,SUCCESS,1
101.518,8,2,8,START,0
101.52,8,2,8,SUCCESS,1
101.525,15,4,2,START,0
101.526,15,4,2,SUCCESS,1
101.604,2,5,2,START,0
101.606,2,5,2,SUCCESS,1
101.615,12,5,4,START,0
101.617,12,5,4,SUCCESS,1
101.653,11,6,2,START,0
101.655,11,6,2,SUCCESS,1
101.756,5,8,3,START,0
101.758,5,8,3,SUCCESS,1
102.257,7,6,5,START,0
102.259,7,6,5,SUCCESS,1
102.758,14,6,5,START,0
102.76,14,6,5,SUCCESS,1
103.017,10,5,2,START,0
103.019,10,5,2,SUCCESS,1
104.563,20,6,7,START,0
104.565,20,6,7,SUCCESS,1
105.265,4,7,6,START,0
105.266,4,7,6,SUCCESS,1
105.357,13,7,6,START,0
105.359,13,7,6,SUCCESS,1
105.452,17,7,6,START,0
105.454,17,7,6,SUCCESS,1
105.461,19,7,8,START,0
105.462,19,7,8,SUCCESS,1
105.659,18,2,8,START,0
105.66,18,2,8,SUCCESS,1
106.201,16,6,5,START,0
106.203,16,6,5,SUCCESS,1
106.453,15,2,7,START,0
106.455,15,2,7,SUCCESS,1
106.462,8,8,5,START,0
106.464,8,8,5,SUCCESS,1
106.601,11,2,3,START,0
106.603,11,2,3,SUCCESS,1
106.611,12,4,2,START,0
106.613,12,4,2,SUCCESS,1
108.065,10,2,3,START,0
108.067,10,2,3,SUCCESS,1
109.86,7,5,4,START,0
109.861,7,5,4,SUCCESS,1
110.339,4,6,5,START,0
110.341,4,6,5,SUCCESS,1
110.45,17,6,7,START,0
110.452,17,6,7,SUCCESS,1
110.46,19,8,7,START,0
110.462,19,8,7,SUCCESS,1
110.7,18,8,7,START,0
110.702,18,8,7,SUCCESS,1
111.158,1,5,4,START,0
111.16,1,5,4,SUCCESS,1
111.303,16,5,4,START,0
111.305,16,5,4,SUCCESS,1
111.553,8,5,3,START,0
111.554,15,7,4,START,0
111.555,8,5,3,SUCCESS,1
111.556,15,7,4,SUCCESS,1
111.655,11,3,2,START,0
111.657,11,3,2,SUCCESS,1
111.756,12,2,7,START,0
111.758,12,2,7,SUCCESS,1
112.354,14,5,6,START,0
112.356,14,5,6,SUCCESS,1
113.112,10,3,4,START,0
113.114,10,3,4,SUCCESS,1
114.054,9,4,2,START,0
114.055,9,4,2,SUCCESS,1
114.71,5,3,4,START,0
114.712,5,3,4,SUCCESS,1
114.912,7,4,2,START,0
114.914,7,4,2,SUCCESS,1
115.413,4,5,6,START,0
115.415,4,5,6,SUCCESS,1
116.512,19,7,8,START,0
116.514,19,7,8,SUCCESS,1
116.565,16,4,5,START,0
116.567,16,4,5,SUCCESS,1
116.619,8,3,5,START,0
116.621,8,3,5,SUCCESS,1
117.574,2,2,6,START,0
117.576,2,2,6,SUCCESS,1
117.937,11,2,4,START,0
117.938,11,2,4,SUCCESS,1
117.939,15,4,5,START,0
117.941,15,4,5,SUCCESS,1
118.156,10,4,8,START,0
118.157,10,4,8,SUCCESS,1
118.257,3,4,5,START,0
118.259,3,4,5,SUCCESS,1
118.303,1,4,3,START,0
118.305,1,4,3,SUCCESS,1
118.313,17,7,6,START,0
118.315,17,7,6,SUCCESS,1
119.013,9,2,8,START,0
119.015,9,2,8,SUCCESS,1
119.361,12,7,2,START,0
119.363,12,7,2,SUCCESS,1
119.533,13,6,7,START,0
119.535,13,6,7,SUCCESS,1
119.536,18,7,2,START,0
119.538,18,7,2,SUCCESS,1
119.659,20,7,6,START,0
119.661,20,7,6,SUCCESS,1
119.955,7,2,3,START,0
119.956,7,2,3,SUCCESS,1
