SessionID,ElapsedTime,Node,CellID,Level,SNR,Qual,CQI,SecondCell_RSRP,SecondCell_SNR,NRxLev1,NQual1,Speed,DL_bitrate,UL_bitrate,BANDWIDTH,Bearing,RSRQ,Event
2,14.1,10,4,-118.347,13,-131.347,11,-128.347,8,21.6525,-88.3475,65,0.408,0,100,270,-131.347
8,14.1072,7,4,-90.9989,12,-102.999,11,-100.999,7,49.0011,-59.9989,65,0,0,100,0,-102.999,SECONDARY_CHANGE
10,14.1072,9,4,-87.0307,19,-101.031,13,-97.0307,14,52.9693,-58.0307,60,0,0,100,0,-101.031,SECONDARY_CHANGE
3,14.2,11,4,-111.337,13,-123.337,11,-121.337,8,28.6626,-80.3374,70,0.392,0,100,90,-123.337
4,14.3,12,4,-98.0601,5,-115.06,7,-108.06,0,41.9399,-72.0601,60,0.408,0,100,90,-115.06
5,14.4,13,4,-111.462,8,-124.462,9,-121.462,3,28.5385,-81.4615,65,0.384,0,100,90,-124.462
6,14.5,14,4,-94.1899,7,-111.19,9,-104.19,2,45.8101,-68.1899,70,0.36,0,100,270,-111.19
7,14.6,15,4,-79.1145,17,-94.1145,13,-89.1145,12,60.8855,-51.1145,60,0.392,0,100,90,-94.1145
8,14.7,16,4,-86.5337,18,-99.5337,13,-96.5337,13,53.4663,-56.5337,65,0.288,0,100,270,-99.5337
9,14.8,17,6,-111.702,11,-126.702,11,-121.702,6,28.2979,-83.7021,70,0.376,0,100,270,-126.702
10,14.9,18,4,-93.3074,6,-107.307,9,-103.307,1,46.6926,-64.3074,60,0.36,0,100,270,-107.307
5,14.9072,4,5,-92.8493,13,-106.849,11,-102.849,8,47.1507,-63.8493,65,0,0,100,0,-106.849,SECONDARY_CHANGE
9,14.9072,8,5,-87.4799,18,-101.48,13,-97.4799,13,52.5201,-58.4799,70,0,0,100,0,-101.48,SECONDARY_CHANGE
1,15,9,4,-90.6992,9,-104.699,9,-100.699,4,49.3008,-61.6992,60,0.408,0,100,90,-104.699
2,15.1,10,4,-112.99,8,-125.99,9,-122.99,3,27.0097,-82.9903,65,0.392,0,100,90,-125.99
3,15.2,11,4,-82.191,18,-96.191,13,-92.191,13,57.809,-53.191,70,0.4,0,100,90,-96.191
4,15.3,12,4,-73.6081,16,-87.6081,13,-83.6081,11,66.3919,-44.6081,60,0.392,0,100,90,-87.6081
5,15.4,13,5,-79.0269,24,-91.0269,15,-89.0269,19,60.9731,-48.0269,65,0.296,0,100,90,-91.0269
6,15.5,14,4,-115.012,9,-132.012,9,-125.012,4,24.9875,-89.0125,70,0.4,0,100,270,-132.012
7,15.6,15,4,-94.1965,10,-108.197,9,-104.197,5,45.8035,-65.1965,60,0.4,0,100,90,-108.197
8,15.7,16,4,-100.32,14,-112.32,11,-110.32,9,39.6802,-69.3198,65,0.4,0,100,90,-112.32
9,15.8,17,5,-95.5124,10,-107.512,9,-105.512,5,44.4876,-64.5124,70,0.392,0,100,270,-107.512
10,15.9,18,4,-103.35,10,-120.35,9,-113.35,5,36.6502,-77.3498,60,0.4,0,100,270,-120.35
1,16,9,4,-89.6992,18,-105.699,13,-99.6992,13,50.3008,-62.6992,60,0.392,0,100,90,-105.699
2,16.1,10,4,-109.459,14,-126.459,11,-119.459,9,30.5405,-83.4595,65,0.408,0,100,90,-126.459
3,16.2,11,4,-101.924,7,-117.924,9,-111.924,2,38.0755,-74.9245,70,0.4,0,100,90,-117.924
4,16.3,12,4,-104.138,9,-121.138,9,-114.138,4,35.8622,-78.1378,60,0.408,0,100,90,-121.138
5,16.4,13,5,-101.959,7,-117.959,9,-111.959,2,38.0411,-74.9589,65,0.4,0,100,90,-117.959
6,16.5,14,4,-120,14,-135,11,-130,9,20,-92,70,0.4,0,100,90,-135
7,16.6,15,4,-109.886,6,-123.886,9,-119.886,1,30.1143,-80.8857,60,0.384,0,100,90,-123.886
8,16.7,16,4,-80.0086,17,-92.0086,13,-90.0086,12,59.9914,-49.0086,65,0.4,0,100,90,-92.0086
9,16.8,17,5,-114.479,6,-131.479,9,-124.479,1,25.5213,-88.4787,70,0.304,0,100,270,-131.479
10,16.9,18,4,-105.379,10,-117.379,9,-115.379,5,34.6205,-74.3795,60,0.4,0,100,90,-117.379
7,16.9072,6,5,-88.2689,17,-103.269,13,-98.2689,12,51.7311,-60.2689,60,0,0,100,0,-103.269,SECONDARY_CHANGE
1,17,9,4,-109.398,11,-121.398,11,-119.398,6,30.6015,-78.3985,60,0.4,0,100,90,-121.398
2,17.1,10,4,-80.1328,14,-97.1328,11,-90.1328,9,59.8672,-54.1328,65,0.4,0,100,90,-97.1328
9,17.1072,8,4,-85.0405,18,-100.041,13,-95.0405,13,54.9595,-57.0405,70,0,0,100,0,-100.041,SECONDARY_CHANGE
3,17.1072,2,5,-94.75,5,-110.75,7,-104.75,0,45.25,-67.75,70,0,0,100,0,-110.75,SECONDARY_CHANGE
3,17.2,11,5,-88.2958,14,-100.296,11,-98.2958,9,51.7042,-57.2958,70,0.304,0,100,90,-100.296
4,17.3,12,4,-85.9848,18,-99.9848,13,-95.9848,13,54.0152,-56.9848,60,0.28,0,100,90,-99.9848
4,17.3072,3,5,-82.6827,10,-94.6827,7,-92.6827,5,57.3173,-51.6827,60,0,0,100,0,-94.6827,SECONDARY_CHANGE
5,17.3072,4,6,-81.9797,11,-97.9797,11,-91.9797,6,58.0203,-54.9797,65,0,0,100,0,-97.9797,SECONDARY_CHANGE
5,17.4,13,6,-84.5094,13,-101.509,11,-94.5094,8,55.4906,-58.5094,65,0.248,0,100,90,-101.509
6,17.5,14,4,-109.012,7,-122.012,9,-119.012,2,30.9875,-79.0125,70,0.4,0,100,90,-122.012
1,17.5072,0,5,-90.4783,10,-102.478,7,-100.478,5,49.5217,-59.4783,60,0,0,100,0,-102.478,SECONDARY_CHANGE
7,17.6,15,5,-85.1442,12,-99.1442,11,-95.1442,7,54.8558,-56.1442,60,0.344,0,100,90,-99.1442
8,17.7,16,4,-100.838,14,-114.838,11,-110.838,9,39.162,-71.838,65,0.392,0,100,90,-114.838
9,17.8,17,4,-92.515,10,-106.515,9,-102.515,5,47.485,-63.515,70,0.312,0,100,270,-106.515
10,17.9,18,4,-98.4706,8,-112.471,9,-108.471,3,41.5294,-69.4706,60,0.392,0,100,90,-112.471
1,18,9,5,-38,28,-54,15,-48,23,102,-11,60,0.304,0,100,90,-54
2,18.1,10,4,-100.556,9,-116.556,9,-110.556,4,39.4439,-73.5561,65,0.392,0,100,90,-116.556
3,18.2,11,5,-100.611,11,-115.611,11,-110.611,6,39.3892,-72.6108,70,0.4,0,100,90,-115.611
4,18.3,12,5,-100.292,12,-113.292,11,-110.292,7,39.7076,-70.2924,60,0.4,0,100,90,-113.292
5,18.4,13,6,-101.425,12,-114.425,11,-111.425,7,38.5749,-71.4251,65,0.4,0,100,90,-114.425
6,18.5,14,4,-93.1899,8,-110.19,9,-103.19,3,46.8101,-67.1899,70,0.4,0,100,90,-110.19
7,18.6,15,5,-107.828,8,-121.828,9,-117.828,3,32.1715,-78.8285,60,0.4,0,100,90,-121.828
8,18.7,16,4,-81.605,13,-96.605,11,-91.605,8,58.395,-53.605,65,0.184,0,100,90,-96.605
8,18.7072,7,5,-81.2699,17,-93.2699,13,-91.2699,12,58.7301,-50.2699,65,0,0,100,0,-93.2699,SECONDARY_CHANGE
9,18.8,17,4,-87.191,19,-102.191,13,-97.191,14,52.809,-59.191,70,0.4,0,100,90,-102.191
10,18.9,18,4,-93.3074,13,-106.307,11,-103.307,8,46.6926,-63.3074,60,0.4,0,100,90,-106.307
1,19,9,5,-99.2353,13,-116.235,11,-109.235,8,40.7647,-73.2353,60,0.392,0,100,90,-116.235
2,19.1,10,4,-114.011,12,-131.011,11,-124.011,7,25.9885,-88.0115,65,0.256,0,100,90,-131.011
3,19.2,11,5,-117.465,13,-132.465,11,-127.465,8,22.5351,-89.4649,70,0.296,0,100,90,-132.465
4,19.3,12,5,-114.693,12,-127.693,11,-124.693,7,25.3071,-84.6929,60,0.408,0,100,90,-127.693
2,19.3072,1,5,-79.9797,18,-96.9797,13,-89.9797,13,60.0203,-53.9797,65,0,0,100,0,-96.9797,SECONDARY_CHANGE
3,19.3072,2,6,-93.2327,8,-109.233,7,-103.233,3,46.7673,-66.2327,70,0,0,100,0,-109.233,SECONDARY_CHANGE
5,19.4,13,6,-110.949,7,-125.949,9,-120.949,2,29.0508,-82.9492,65,0.4,0,100,90,-125.949
6,19.5,14,4,-99.1899,7,-113.19,9,-109.19,2,40.8101,-70.1899,70,0.392,0,100,90,-113.19
7,19.5072,6,6,-89.2035,15,-106.203,11,-99.2035,10,50.7965,-63.2035,60,0,0,100,0,-106.203,SECONDARY_CHANGE
7,19.6,15,6,-84.1145,14,-101.114,11,-94.1145,9,55.8855,-58.1145,60,0.28,0,100,90,-101.114
8,19.7,16,5,-103.908,6,-116.908,9,-113.908,1,36.0925,-73.9075,65,0.4,0,100,90,-116.908
4,19.7072,3,6,-94.4137,12,-107.414,11,-104.414,7,45.5863,-64.4137,60,0,0,100,0,-107.414,SECONDARY_CHANGE
9,19.8,17,4,-111.337,5,-123.337,7,-121.337,0,28.6626,-80.3374,70,0.4,0,100,90,-123.337
10,19.9,18,4,-104.35,6,-121.35,9,-114.35,1,35.6502,-78.3498,60,0.4,0,100,90,-121.35
