SessionID,ElapsedTime,Node,CellID,Level,SNR,Qual,CQI,SecondCell_RSRP,SecondCell_SNR,NRxLev1,NQual1,Speed,DL_bitrate,UL_bitrate,BANDWIDTH,Bearing,RSRQ
5,44.4,13,3,-82.268,12,-99.268,11,-92.268,7,57.732,-56.268,25,0.4,0,100,270,-99.268
6,44.5,14,2,-90.6877,8,-107.688,9,-100.688,3,49.3123,-64.6877,30,0.4,0,100,270,-107.688
7,44.6,15,1,-102.983,9,-118.983,9,-112.983,4,37.0165,-75.9835,20,0.4,0,100,90,-118.983
8,44.7,16,3,-89.6964,19,-103.696,13,-99.6964,14,50.3036,-60.6964,25,0.392,0,100,270,-103.696
9,44.8,17,3,-101.959,13,-114.959,11,-111.959,8,38.0411,-71.9589,30,0.392,0,100,270,-114.959
10,44.9,18,2,-98.8137,14,-110.814,11,-108.814,9,41.1863,-67.8137,20,0.384,0,100,90,-110.814
1,45,9,2,-85.536,13,-101.536,11,-95.536,8,54.464,-58.536,20,0.4,0,100,90,-101.536
2,45.1,10,2,-89.6034,19,-103.603,13,-99.6034,14,50.3966,-60.6034,25,0.4,0,100,90,-103.603
3,45.2,11,3,-86.191,17,-103.191,13,-96.191,12,53.809,-60.191,30,0.4,0,100,90,-103.191
4,45.3,12,1,-107.828,5,-120.828,7,-117.828,0,32.1715,-77.8285,20,0.4,0,100,90,-120.828
5,45.4,13,3,-92.6388,12,-108.639,11,-102.639,7,47.3612,-65.6388,25,0.4,0,100,270,-108.639
6,45.5,14,2,-104.857,5,-117.857,7,-114.857,0,35.1434,-74.8566,30,0.4,0,100,270,-117.857
7,45.6,15,2,-98.8434,9,-112.843,9,-108.843,4,41.1566,-69.8434,20,0.376,0,100,90,-112.843
8,45.7,16,3,-103.014,14,-116.014,11,-113.014,9,36.9861,-73.0139,25,0.4,0,100,270,-116.014
9,45.8,17,3,-112.872,7,-128.872,9,-122.872,2,27.1278,-85.8722,30,0.344,0,100,270,-128.872
10,45.9,18,2,-90.9848,10,-104.985,9,-100.985,5,49.0152,-61.9848,20,0.4,0,100,90,-104.985
1,46,9,2,-42,21,-59,15,-52,16,98,-16,20,0.408,0,100,90,-59
2,46.1,10,2,-98.8148,12,-112.815,11,-108.815,7,41.1852,-69.8148,25,0.408,0,100,90,-112.815
3,46.2,11,3,-101.515,7,-118.515,9,-111.515,2,38.485,-75.515,30,0.4,0,100,90,-118.515
4,46.3,12,2,-98.6338,6,-113.634,9,-108.634,1,41.3662,-70.6338,20,0.36,0,100,90,-113.634
5,46.4,13,3,-98.4435,8,-112.444,9,-108.444,3,41.5565,-69.4435,25,0.4,0,100,270,-112.444
6,46.5,14,2,-106.939,9,-120.939,9,-116.939,4,33.0608,-77.9392,30,0.408,0,100,270,-120.939
7,46.6,15,2,-89.6505,17,-101.651,13,-99.6505,12,50.3495,-58.6505,20,0.4,0,100,90,-101.651
8,46.7,16,3,-108.255,9,-121.255,9,-118.255,4,31.7449,-78.2551,25,0.4,0,100,270,-121.255
9,46.8,17,2,-93.2958,5,-107.296,7,-103.296,0,46.7042,-64.2958,30,0.392,0,100,270,-107.296
10,46.9,18,2,-49.536,24,-61.536,15,-59.536,19,90.464,-18.536,20,0.408,0,100,90,-61.536
1,47,9,2,-87.536,13,-104.536,11,-97.536,8,52.464,-61.536,20,0.4,0,100,90,-104.536
2,47.1,10,2,-108.187,7,-123.187,9,-118.187,2,31.8133,-80.1867,25,0.4,0,100,90,-123.187
3,47.2,11,3,-105.611,14,-120.611,11,-115.611,9,34.3892,-77.6108,30,0.4,0,100,270,-120.611
4,47.3,12,2,-93.6018,13,-107.602,11,-103.602,8,46.3982,-64.6018,20,0.4,0,100,90,-107.602
5,47.4,13,3,-103.634,10,-118.634,9,-113.634,5,36.3659,-75.6341,25,0.392,0,100,270,-118.634
6,47.5,14,1,-99.1899,10,-116.19,9,-109.19,5,40.8101,-73.1899,30,0.392,0,100,270,-116.19
7,47.6,15,2,-67.6081,21,-84.6081,15,-77.6081,16,72.3919,-41.6081,20,0.408,0,100,90,-84.6081
8,47.7,16,3,-108.695,6,-122.695,9,-118.695,1,31.3053,-79.6947,25,0.384,0,100,270,-122.695
9,47.8,17,2,-93.5668,8,-106.567,9,-103.567,3,46.4332,-63.5668,30,0.4,0,100,270,-106.567
10,47.9,18,2,-86.9345,19,-99.9345,13,-96.9345,14,53.0655,-56.9345,20,0.4,0,100,90,-99.9345
1,48,9,2,-94.0721,13,-110.072,11,-104.072,8,45.9279,-67.0721,20,0.4,0,100,90,-110.072
2,48.1,10,3,-100.403,11,-112.403,11,-110.403,6,39.5969,-69.4031,25,0.36,0,100,90,-112.403
3,48.2,11,3,-93.3154,8,-108.315,9,-103.315,3,46.6846,-65.3154,30,0.4,0,100,270,-108.315
4,48.3,12,2,-79.1145,15,-94.1145,11,-89.1145,10,60.8855,-51.1145,20,0.408,0,100,90,-94.1145
5,48.4,13,2,-97.5329,10,-113.533,9,-107.533,5,42.4671,-70.5329,25,0.352,0,100,270,-113.533
6,48.5,14,1,-89.9968,19,-105.997,13,-99.9968,14,50.0032,-62.9968,30,0.4,0,100,270,-105.997
7,48.6,15,2,-75.7713,23,-90.7713,15,-85.7713,18,64.2287,-47.7713,20,0.4,0,100,90,-90.7713
8,48.7,16,2,-96.3205,7,-113.321,9,-106.321,2,43.6795,-70.3205,25,0.392,0,100,270,-113.321
9,48.8,17,2,-100.948,13,-113.948,11,-110.948,8,39.0517,-70.9483,30,0.408,0,100,270,-113.948
10,48.9,18,2,-93.2924,6,-109.292,9,-103.292,1,46.7076,-66.2924,20,0.4,0,100,90,-109.292
1,49,9,2,-101.235,13,-118.235,11,-111.235,8,38.7647,-75.2353,20,0.392,0,100,90,-118.235
2,49.1,10,3,-85.6539,10,-102.654,9,-95.6539,5,54.3461,-59.6539,25,0.4,0,100,90,-102.654
3,49.2,11,3,-90.191,11,-102.191,11,-100.191,6,49.809,-59.191,30,0.4,0,100,270,-102.191
4,49.3,12,2,-68.2353,25,-80.2353,15,-78.2353,20,71.7647,-37.2353,20,0.4,0,100,90,-80.2353
5,49.4,13,2,-82.958,15,-96.958,11,-92.958,10,57.042,-53.958,25,0.4,0,100,270,-96.958
6,49.5,14,1,-95.6877,14,-107.688,11,-105.688,9,44.3123,-64.6877,30,0.4,0,100,270,-107.688
7,49.6,15,2,-96.6802,8,-113.68,9,-106.68,3,43.3198,-70.6802,20,0.4,0,100,90,-113.68
8,49.7,16,2,-79.4608,17,-96.4608,13,-89.4608,12,60.5392,-53.4608,25,0.408,0,100,270,-96.4608
9,49.8,17,2,-104.959,9,-121.959,9,-114.959,4,35.0411,-78.9589,30,0.4,0,100,270,-121.959
10,49.9,18,2,-102.72,5,-118.72,7,-112.72,0,37.28,-75.72,20,0.4,0,100,90,-118.72
1,50,9,2,-104.608,8,-120.608,9,-114.608,3,35.3919,-77.6081,20,0.4,0,100,90,-120.608
2,50.1,10,3,-73.4608,15,-86.4608,11,-83.4608,10,66.5392,-43.4608,25,0.408,0,100,270,-86.4608
3,50.2,11,3,-101.515,7,-113.515,9,-111.515,2,38.485,-70.515,30,0.4,0,100,270,-113.515
4,50.3,12,2,-79.1145,15,-92.1145,11,-89.1145,10,60.8855,-49.1145,20,0.4,0,100,270,-92.1145
5,50.4,13,2,-82.268,15,-99.268,11,-92.268,10,57.732,-56.268,25,0.4,0,100,270,-99.268
6,50.5,14,1,-98.8566,6,-115.857,9,-108.857,1,41.1434,-72.8566,30,0.4,0,100,90,-115.857
7,50.6,15,2,-98.0601,11,-112.06,11,-108.06,6,41.9399,-69.0601,20,0.4,0,100,90,-112.06
8,50.7,16,2,-93.6964,6,-107.696,9,-103.696,1,46.3036,-64.6964,25,0.392,0,100,270,-107.696
9,50.8,17,2,-112.872,7,-124.872,9,-122.872,2,27.1278,-81.8722,30,0.392,0,100,270,-124.872
10,50.9,18,2,-102.223,5,-116.223,7,-112.223,0,37.7767,-73.2233,20,0.4,0,100,90,-116.223
1,51,9,3,-95.464,10,-110.464,9,-105.464,5,44.536,-67.464,20,0.392,0,100,90,-110.464
2,51.1,10,3,-89.6964,16,-106.696,13,-99.6964,11,50.3036,-63.6964,25,0.392,0,100,270,-106.696
3,51.2,11,3,-105.352,6,-120.352,9,-115.352,1,34.6483,-77.3517,30,0.4,0,100,270,-120.352
4,51.3,12,2,-63.2353,20,-78.2353,13,-73.2353,15,76.7647,-35.2353,20,0.4,0,100,270,-78.2353
5,51.4,13,2,-90.6388,10,-106.639,9,-100.639,5,49.3612,-63.6388,25,0.4,0,100,270,-106.639
6,51.5,14,1,-91.6877,10,-105.688,9,-101.688,5,48.3123,-62.6877,30,0.4,0,100,90,-105.688
7,51.6,15,2,-101.007,12,-116.007,11,-111.007,7,38.9934,-73.0066,20,0.4,0,100,90,-116.007
8,51.7,16,2,-97.0139,6,-111.014,9,-107.014,1,42.9861,-68.0139,25,0.4,0,100,270,-111.014
9,51.8,17,1,-93.2958,6,-108.296,9,-103.296,1,46.7042,-65.2958,30,0.392,0,100,270,-108.296
10,51.9,18,3,-102.06,12,-116.06,11,-112.06,7,37.9399,-73.0601,20,0.376,0,100,90,-116.06
1,52,9,3,-92.6992,8,-109.699,9,-102.699,3,47.3008,-66.6992,20,0.4,0,100,90,-109.699
2,52.1,10,3,-103.014,13,-116.014,11,-113.014,8,36.9861,-73.0139,25,0.4,0,100,270,-116.014
3,52.2,11,3,-107.702,8,-122.702,9,-117.702,3,32.2976,-79.7024,30,0.376,0,100,270,-122.702
4,52.3,12,2,-86.5241,14,-100.524,11,-96.5241,9,53.4759,-57.5241,20,0.392,0,100,270,-100.524
5,52.4,13,2,-107.444,13,-121.444,11,-117.444,8,32.5565,-78.4435,25,0.4,0,100,270,-121.444
6,52.5,14,1,-84.9968,12,-98.9968,11,-94.9968,7,55.0032,-55.9968,30,0.4,0,100,90,-98.9968
7,52.6,15,2,-110.733,10,-122.733,9,-120.733,5,29.2674,-79.7326,20,0.4,0,100,90,-122.733
8,52.7,16,2,-110.255,14,-123.255,11,-120.255,9,29.7449,-80.2551,25,0.4,0,100,270,-123.255
9,52.8,17,1,-91.5668,13,-103.567,11,-101.567,8,48.4332,-60.5668,30,0.4,0,100,270,-103.567
10,52.9,18,3,-92.6802,13,-104.68,11,-102.68,8,47.3198,-61.6802,20,0.4,0,100,90,-104.68
1,53,9,3,-77,22,-89,15,-87,17,63,-46,20,0.408,0,100,90,-89
2,53.1,10,3,-102.255,7,-115.255,9,-112.255,2,37.7449,-72.2551,25,0.4,0,100,270,-115.255
3,53.2,11,2,-91.3154,7,-105.315,9,-101.315,2,48.6846,-62.3154,30,0.368,0,100,270,-105.315
4,53.3,12,2,-94.1965,5,-111.197,7,-104.197,0,45.8035,-68.1965,20,0.4,0,100,270,-111.197
5,53.4,13,2,-109.634,7,-124.634,9,-119.634,2,30.3659,-81.6341,25,0.4,0,100,270,-124.634
6,53.5,14,1,-98.1899,6,-111.19,9,-108.19,1,41.8101,-68.1899,30,0.4,0,100,90,-111.19
7,53.6,15,3,-93.2924,14,-109.292,11,-103.292,9,46.7076,-66.2924,20,0.392,0,100,90,-109.292
8,53.7,16,2,-110.695,11,-127.695,11,-120.695,6,29.3053,-84.6947,25,0.376,0,100,270,-127.695
9,53.8,17,1,-99.9483,10,-114.948,9,-109.948,5,40.0517,-71.9483,30,0.4,0,100,270,-114.948
10,53.9,18,3,-78.7713,22,-90.7713,15,-88.7713,17,61.2287,-47.7713,20,0.4,0,100,90,-90.7713
1,54,9,3,-77,20,-94,13,-87,15,63,-51,20,0.4,0,100,90,-94
2,54.1,10,3,-114.695,9,-129.695,9,-124.695,4,25.3053,-86.6947,25,0.4,0,100,270,-129.695
3,54.2,11,2,-86.191,10,-101.191,9,-96.191,5,53.809,-58.191,30,0.4,0,100,270,-101.191
4,54.3,12,2,-101.684,14,-117.684,11,-111.684,9,38.316,-74.684,20,0.4,0,100,270,-117.684
5,54.4,13,1,-92.5329,14,-109.533,11,-102.533,9,47.4671,-66.5329,25,0.352,0,100,270,-109.533
6,54.5,14,1,-105.139,9,-121.139,9,-115.139,4,34.8605,-78.1395,30,0.408,0,100,90,-121.139
7,54.6,15,3,-83.9345,15,-98.9345,11,-93.9345,10,56.0655,-55.9345,20,0.4,0,100,90,-98.9345
8,54.7,16,1,-90.3205,11,-104.321,11,-100.321,6,49.6795,-61.3205,25,0.36,0,100,270,-104.321
9,54.8,17,1,-96.0567,14,-108.057,11,-106.057,9,43.9433,-65.0567,30,0.4,0,100,90,-108.057
10,54.9,18,3,-67.6081,29,-79.6081,15,-77.6081,24,72.3919,-36.6081,20,0.408,0,100,90,-79.6081
1,55,9,3,-90.6992,10,-103.699,9,-100.699,5,49.3008,-60.6992,20,0.392,0,100,90,-103.699
2,55.1,10,2,-93.3205,11,-109.321,11,-103.321,6,46.6795,-66.3205,25,0.392,0,100,270,-109.321
3,55.2,11,2,-94.515,11,-109.515,11,-104.515,6,45.485,-66.515,30,0.4,0,100,270,-109.515
4,55.3,12,2,-112.707,11,-124.707,11,-122.707,6,27.2926,-81.7074,20,0.4,0,100,270,-124.707
5,55.4,13,1,-79.958,15,-94.958,11,-89.958,10,60.042,-51.958,25,0.4,0,100,270,-94.958
6,55.5,14,1,-106.55,11,-121.55,11,-116.55,6,33.4501,-78.5499,30,0.4,0,100,90,-121.55
7,55.6,15,3,-50.536,24,-64.536,15,-60.536,19,89.464,-21.536,20,0.408,0,100,90,-64.536
8,55.7,16,1,-80.4608,16,-94.4608,13,-90.4608,11,59.5392,-51.4608,25,0.408,0,100,270,-94.4608
9,55.8,17,1,-82.8341,14,-95.8341,11,-92.8341,9,57.1659,-52.8341,30,0.4,0,100,90,-95.8341
10,55.9,18,3,-86.6505,16,-100.651,13,-96.6505,11,53.3495,-57.6505,20,0.392,0,100,90,-100.651
1,56,9,3,-96.464,7,-113.464,9,-106.464,2,43.536,-70.464,20,0.4,0,100,90,-113.464
2,56.1,10,2,-77.4608,17,-91.4608,13,-87.4608,12,62.5392,-48.4608,25,0.4,0,100,270,-91.4608
3,56.2,11,2,-107.352,12,-119.352,11,-117.352,7,32.6483,-76.3517,30,0.4,0,100,270,-119.352
4,56.3,12,1,-102.521,14,-118.521,11,-112.521,9,37.4792,-75.5208,20,0.376,0,100,270,-118.521
5,56.4,13,1,-79.268,19,-96.268,13,-89.268,14,60.732,-53.268,25,0.4,0,100,270,-96.268
6,56.5,14,2,-91.6877,7,-107.688,9,-101.688,2,48.3123,-64.6877,30,0.376,0,100,90,-107.688
7,56.6,15,3,-86.9848,16,-99.9848,13,-96.9848,11,53.0152,-56.9848,20,0.392,0,100,90,-99.9848
8,56.7,16,1,-92.6964,12,-107.696,11,-102.696,7,47.3036,-64.6964,25,0.392,0,100,270,-107.696
9,56.8,17,1,-93.8602,7,-108.86,9,-103.86,2,46.1398,-65.8602,30,0.408,0,100,90,-108.86
10,56.9,18,3,-102.843,13,-116.843,11,-112.843,8,37.1566,-73.8434,20,0.4,0,100,90,-116.843
1,57,9,3,-100.578,6,-116.578,9,-110.578,1,39.4216,-73.5784,20,0.4,0,100,90,-116.578
2,57.1,10,2,-90.6964,13,-102.696,11,-100.696,8,49.3036,-59.6964,25,0.4,0,100,270,-102.696
3,57.2,11,2,-109.702,7,-125.702,9,-119.702,2,30.2976,-82.7024,30,0.392,0,100,270,-125.702
4,57.3,12,1,-91.3074,11,-105.307,11,-101.307,6,48.6926,-62.3074,20,0.4,0,100,270,-105.307
5,57.4,13,1,-96.6388,6,-108.639,9,-106.639,1,43.3612,-65.6388,25,0.4,0,100,270,-108.639
6,57.5,14,2,-90.9968,12,-103.997,11,-100.997,7,49.0032,-60.9968,30,0.4,0,100,90,-103.997
7,57.6,15,3,-97.8137,5,-111.814,7,-107.814,0,42.1863,-68.8137,20,0.4,0,100,90,-111.814
8,57.7,16,1,-104.014,8,-117.014,9,-114.014,3,35.9861,-74.0139,25,0.408,0,100,270,-117.014
9,57.8,17,1,-99.9245,9,-115.924,9,-109.924,4,40.0755,-72.9245,30,0.4,0,100,90,-115.924
10,57.9,18,3,-106.138,9,-119.138,9,-116.138,4,33.8622,-76.1378,20,0.4,0,100,90,-119.138
1,58,9,3,-111.398,10,-127.398,9,-121.398,5,28.6015,-84.3985,20,0.4,0,100,270,-127.398
2,58.1,10,2,-101.014,6,-113.014,9,-111.014,1,38.9861,-70.0139,25,0.4,0,100,270,-113.014
3,58.2,11,1,-96.3154,6,-109.315,9,-106.315,1,43.6846,-66.3154,30,0.392,0,100,270,-109.315
4,58.3,12,1,-61.0721,21,-75.0721,15,-71.0721,16,78.9279,-32.0721,20,0.408,0,100,270,-75.0721
5,58.4,13,1,-104.444,14,-117.444,11,-114.444,9,35.5565,-74.4435,25,0.4,0,100,270,-117.444
6,58.5,14,2,-94.1899,9,-107.19,9,-104.19,4,45.8101,-64.1899,30,0.4,0,100,90,-107.19
7,58.6,15,3,-103.734,11,-116.734,11,-113.734,6,36.2663,-73.7337,20,0.4,0,100,90,-116.734
8,58.7,16,1,-103.255,6,-115.255,9,-113.255,1,36.7449,-72.2551,25,0.4,0,100,270,-115.255
9,58.8,17,1,-114.396,8,-127.396,9,-124.396,3,25.604,-84.396,30,0.392,0,100,90,-127.396
10,58.9,18,3,-103.007,11,-118.007,11,-113.007,6,36.9934,-75.0066,20,0.4,0,100,270,-118.007
1,59,9,3,-106.578,6,-123.578,9,-116.578,1,33.4216,-80.5784,20,0.4,0,100,270,-123.578
2,59.1,10,2,-110.255,6,-124.255,9,-120.255,1,29.7449,-81.2551,25,0.368,0,100,270,-124.255
3,59.2,11,1,-90.191,11,-102.191,11,-100.191,6,49.809,-59.191,30,0.328,0,100,270,-102.191
4,59.3,12,1,-83.1442,14,-98.1442,11,-93.1442,9,56.8558,-55.1442,20,0.28,0,100,270,-98.1442
5,59.4,13,1,-105.634,5,-120.634,7,-115.634,0,34.3659,-77.6341,25,0.248,0,100,270,-120.634
6,59.5,14,2,-102.139,10,-118.139,9,-112.139,5,37.8605,-75.1395,30,0.208,0,100,90,-118.139
7,59.6,15,3,-103.72,12,-117.72,11,-113.72,7,36.28,-74.72,20,0.168,0,100,270,-117.72
8,59.7,16,1,-111.069,14,-126.069,11,-121.069,9,28.9311,-83.0689,25,0.12,0,100,90,-126.069
9,59.8,17,2,-95.0567,7,-109.057,9,-105.057,2,44.9433,-66.0567,30,0.072,0,100,90,-109.057
10,59.9,18,3,-98.0601,14,-111.06,11,-108.06,9,41.9399,-68.0601,20,0.048,0,100,270,-111.06
