uuid,sim,time_sec,ue_id,from_cell,to_cell,is_correct
c85c4dc1-97ab-40a4-8617-6e8c382c146a,sim011,22.3595,15,2,5,True
62e0b51c-5e36-4701-880b-cf7cd0f584e1,sim011,22.8588,18,8,2,True
24222aaf-e5e9-45f4-b46a-ba7fc8090fac,sim011,23.2548,16,7,8,True
f164d58c-3bcc-4312-a342-4662aaa72ca2,sim011,23.963,9,6,7,True
186a7db5-8522-49f6-8e88-860573655070,sim011,24.2085,19,6,7,True
bfc2d90a-af63-4a23-ae70-a747bfd0b128,sim011,24.41,1,6,5,True
c5892131-2c64-44b3-b4e7-3e424cbcbe23,sim011,24.5525,7,2,8,True
a6b7d430-0d37-4c3e-aca4-4c1945733243,sim011,24.8025,11,8,3,True
3cb7ad89-796c-4820-b86b-de420cae6c05,sim011,24.8105,17,8,7,True
d33a9d54-f848-4805-97d5-6202f5dbb206,sim011,24.907,4,7,3,True
d0f9e2e6-1f30-4dee-8344-072fdc30c7d7,sim011,24.9155,20,7,8,True
72cf7198-2e39-4fb4-af46-7a9ebf0cba77,sim011,24.9603,8,4,5,True
15093322-f284-4b72-ab61-ba562e9e60a8,sim011,25.2563,10,5,4,True
e9ff4512-7050-4a5f-9bd9-caa6d8dd59cc,sim011,25.4053,5,2,7,True
a3e4dc69-c002-44ed-ad55-18aa97792c4d,sim011,26.7058,6,3,8,True
27c17d6f-34ec-4113-b39b-683dbe5d8bba,sim011,26.7625,12,2,8,False
05d1e6fc-7d70-4623-a6c9-c4ed4c2e38ba,sim011,27.4583,15,5,6,True
0d7afb29-29b0-4e45-a1b3-3c262cbc7f57,sim011,27.5615,13,6,7,True
d43e8f34-c37e-43ea-baa9-971cf5b3b066,sim011,27.7563,14,4,5,True
6f56e3ea-9442-4698-add9-868719f065ed,sim011,27.912,18,2,7,True
9ca09897-f4ea-48d3-94a0-6575d761e303,sim011,29.0088,9,7,8,True
0845a98f-e75a-4414-9edb-847c14fe4a1b,sim011,29.3148,19,7,6,False
28e69f63-f242-422b-924d-e184f509e90b,sim011,29.64,3,2,4,True
88d97a5b-ce00-4d99-a600-b35ef8b747d0,sim011,29.855,11,3,5,True
de9303e6-68fa-45b9-b194-d28bf4a0c76b,sim011,29.9575,4,3,2,True
98d3f595-c955-4942-afc7-8845900aa598,sim011,30.1628,8,5,2,True
574e6d69-f922-4ab3-943b-1c8d421fa984,sim011,30.172,20,8,7,True
2e2150f3-f4e1-4063-9a76-eaa6b9a3e4b2,sim011,30.305,10,4,3,True
261602c3-3058-4816-9664-cecae24118ca,sim011,30.4565,5,7,2,True
96fd1d4d-8357-49f0-9863-eada02a82028,sim011,31.709,1,5,6,True
deb3b806-c0c5-4a38-85e0-7da62ebf5bb8,sim011,31.7548,12,8,2,True
e7fce923-adc7-480d-a2a8-ac2f07de6264,sim011,31.855,6,8,3,False
40d9271c-4e77-4fe5-b4aa-5508558e1f0d,sim011,32.504,15,6,7,True
c46fcc6b-9aa1-4f79-a0c4-ad9b9bdaaf49,sim011,32.7573,13,7,6,True
3bd14a13-bd4d-4bee-a4a4-35c30eb4d20e,sim011,32.9555,18,7,2,True
7401d21e-1f44-4c3f-af7e-6cbf8132f0a0,sim011,34.3063,19,6,7,True
abdd3c31-3cad-49ec-b6ef-d1ba0ed501e6,sim011,34.6585,3,4,2,True
78b7ff0e-6a8a-4e6f-ac4c-f80a0c5a045d,sim011,34.7045,7,8,3,True
f7a0ccf5-304a-4f99-a7a5-56af960cc49d,sim011,35.0573,4,2,5,True
7884be17-dd49-4835-b1d9-a1e62b9c44a7,sim011,35.1598,8,2,3,True
f0fe09c9-70d0-40d6-b1c8-d1934a978852,sim011,35.4028,10,3,8,True
8618314a-1514-4cd4-8fb2-1f5dfd2c9768,sim011,35.9575,11,5,6,True
5e5ba578-2ed9-4291-80c4-383a2d1ec25b,sim011,36.8548,6,3,8,True
317affc5-ab82-4851-8e31-ad3b6cae4ebc,sim011,36.9568,1,6,5,True
03267dda-ca7b-4f65-bef1-ab70f86ee6b6,sim011,37.1088,12,2,6,True
89246ff5-bebc-4244-8aaf-3eebfb0e6867,sim011,37.5133,14,5,2,True
952a0ff0-ba70-48e7-801a-77c9cd46fca5,sim011,37.5975,15,7,3,True
6415c238-a793-4e47-81e0-8f69a11ab0c4,sim011,37.7068,2,6,2,True
738abe95-17c3-4025-ab9c-14dd3441a7a7,sim011,37.8108,5,2,3,True
1278cbe5-001e-4a9c-8d0c-f8964cf9c345,sim011,38.4163,16,8,3,True
5e1a4b01-1efa-492c-a285-318d8e68ab62,sim011,39.7585,3,2,4,True
1bcf5fcf-dac5-4650-b30b-7ca2e517763b,sim011,39.9548,7,3,8,True
d7d5d495-1589-4409-8e41-ecc3439fc1bd,sim011,39.9635,13,6,7,True
235fd462-c764-4b4d-869d-3a24cc3d1055,sim011,40.0575,19,7,8,True
9201aa34-3b93-479b-a733-85e8ef12093c,sim011,40.259,8,3,6,True
e14731e3-ba3c-4465-a8db-9d2f59bc3554,sim011,44.7153,14,2,5,True
00892eb5-3450-4d04-a373-230e53ef563d,sim011,47.9508,12,6,8,True
76abca59-f89a-4408-99aa-3596607e6999,sim011,48.0098,15,3,4,True
fbda21ce-7269-4b72-bc05-db05f1ca5024,sim011,48.0413,3,4,5,True
f15f92a5-2e80-4b63-a836-d080bd89fbab,sim011,48.058,1,5,6,True
f5886c1d-faef-447e-9325-5fe5da94d682,sim011,48.0613,4,5,4,True
946dc49d-c8cf-4f8b-91ed-e09b0a489db8,sim011,48.072,8,6,5,True
76825891-f938-4a71-85ea-68153fe74d45,sim011,48.083,11,6,8,True
661b4736-e660-4ec1-be73-3e208fd72843,sim011,48.0923,6,8,6,True
b88b9629-20ed-462f-80f5-af4ea927b312,sim011,48.102,9,8,5,True
694839c4-3352-4a21-8876-9e680c9c2429,sim011,51.0105,18,2,6,True
32d21661-a49f-414a-ace1-bc6e079f08ab,sim011,51.1313,19,8,4,True
d64c4e5a-f4fd-40ab-a4a5-ab625c25e260,sim011,51.161,2,2,7,True
81b9d6e5-54ad-4156-a96f-829ef14851ce,sim011,51.162,5,3,4,True
78f996a1-86c0-4e5a-a532-2592f9825330,sim011,51.1708,16,3,2,True
2caa14cc-2467-443e-9389-cb828486cdf0,sim011,51.1805,17,7,2,True
472145f6-37bd-47ba-9b08-b45079ac151d,sim011,51.2148,10,8,6,True
cce65554-afca-4313-8ff8-596854ce3baf,sim011,51.5068,12,8,2,True
f05609c8-2e9d-473b-8230-cf41faaf8d19,sim011,52.2085,14,5,6,True
abbcf95e-f2fd-4050-b25d-41279f00eaa2,sim011,53.0633,4,4,5,True
cd10727d-52bf-420d-9b2f-e3ca3de50540,sim011,53.0645,15,4,6,True
0329f0b4-8b66-40ff-a4d6-f1ec7151f58e,sim011,53.163,3,5,4,True
a9e15d63-2c0e-4f63-b578-bb1f5e39c3cf,sim011,53.1645,8,5,4,True
578272c5-f8a4-4448-ae79-2059fa0db225,sim011,53.1695,9,5,6,True
045d0d1d-8b82-4361-b7df-157e1ad6403c,sim011,55.3653,6,6,5,True
ea92d718-181b-4fba-aa8f-2717e14f4f21,sim011,55.8565,7,8,3,True
5704afb8-97e8-48bb-83dc-802499d4d9f3,sim011,55.9565,13,7,6,True
8c26ac6e-7973-4e49-a2a0-749239013409,sim011,56.0553,19,4,2,True
ba66683f-58cb-4f8a-a373-2e8ec062ad6f,sim011,56.063,18,6,5,True
a41c6979-cac4-457e-86a5-eda557153051,sim011,56.1548,11,8,3,True
60df6300-80fb-4400-8833-d56b197180b3,sim011,56.2033,16,2,5,True
24d4bfc8-c4cc-4845-8b71-b3f60cf0c2eb,sim011,56.2128,17,2,7,True
8df24761-91db-4160-8ced-5acbc08fa77f,sim011,56.3143,10,6,7,True
eb4c5522-493f-40df-ac0b-400abed61e58,sim011,56.4083,2,7,2,True
7833cff8-2d8d-40b9-8149-7555049129f8,sim011,56.5595,12,2,7,True
ca1eff31-f3af-4cb0-911f-39140e562fa6,sim011,58.1185,15,6,7,True
45c4dc2e-5673-476a-81c8-58673c90678d,sim011,58.2538,3,4,2,True
a159dcdd-2fb2-46a0-8e5d-b0a24e5597ad,sim011,58.4095,9,6,7,True
17eacd65-93b4-4f22-aa51-0a5626c3eaeb,sim011,58.506,14,6,5,True
693d77c9-1afc-492a-a836-12ddeb11f159,sim011,58.5545,1,6,5,True
6fab19d2-cdf9-40fb-b120-9dc421dd175b,sim011,59.1133,8,4,5,True
f56a55ac-7718-4a8a-b9b2-829ae1841320,sim011,60.9118,7,3,8,True
494c9e63-e111-48b7-8618-2e7d2e68fc90,sim011,61.015,13,6,7,True
331873a9-8271-48c6-aeba-222f100a42a1,sim011,61.1093,19,2,3,True
6cda87f7-67b6-40c3-9361-bc46463eef4f,sim011,61.2113,11,3,8,True
ceae3c71-53ca-43c6-aca3-4125bebdbf1c,sim011,61.3568,10,7,3,True
06556caa-bde4-406b-90da-00926edd9ecc,sim011,61.5168,4,5,4,True
48246aa0-93b7-4d35-af3a-dd09684221b8,sim011,61.6188,12,7,2,True
3dce22e7-df52-4a3c-8624-4964ae91b540,sim011,61.9065,16,5,6,True
a49dd9cd-d009-452b-8b77-1054d2666519,sim011,63.1613,15,7,8,True
3a36d009-8a9c-447c-825e-9cecceb7c5b0,sim011,63.3075,18,5,6,True
9d47d3cd-3b76-4fcc-9227-093aa1e25fdb,sim011,63.4088,3,2,3,True
85e98aea-1133-423d-9ef8-2ff702b86b8e,sim011,63.4548,5,4,3,True
9c417a13-e687-4266-9037-55cb658ac2e1,sim011,66.148,2,2,5,True
7a558934-7d81-4b8f-9e9b-60f6490fee12,sim011,66.1488,9,7,8,True
4e7b5a09-d4a2-474a-ac19-cde321783366,sim011,66.507,10,3,4,True
3c0d4405-cd14-4a76-831b-170c563267ff,sim011,66.602,4,4,2,True
5062d1ae-8d6d-46d0-a7f8-3097223c17f3,sim011,66.658,7,8,3,True
ff320da8-f9b6-497f-b12f-0142817634d1,sim011,66.7113,12,2,6,True
93840dba-fd01-4d25-9110-6ba0d4fd6b11,sim011,66.9585,16,6,5,True
191ba24b-d331-4651-bb71-fdbfeefcb8e5,sim011,67.1678,11,8,7,True
d8b76527-390b-49ec-a228-96d373f15fe8,sim011,67.654,19,3,4,True
b4bad3a9-47b8-435f-8755-02237ff02330,sim011,67.963,8,5,6,True
3c71378f-d1d0-465b-bb22-58497c83fe9c,sim011,68.1603,14,5,6,True
0918e237-9a10-4094-89f4-1bea0f87f567,sim011,68.405,18,6,5,True
2a1661ed-348f-4160-9d13-6bde51654d2f,sim011,68.7098,3,3,2,True
a8a1d7ec-4432-48e9-82d2-cda97960b927,sim011,73.8628,6,5,2,True
e0735e9a-3764-4375-8464-7cdbcf0f03a0,sim011,77.3788,4,2,3,True
034c5535-8ffb-46fc-bad5-fb59db7efb97,sim011,77.39,10,4,3,True
ddb5fe15-13e9-4dba-9ad3-8518bfaecf96,sim011,77.3925,19,4,5,True
70770db2-229a-4b86-a5f9-546666f4d1f9,sim011,77.3968,2,5,6,True
1f4927c8-7302-4c9c-bd06-97a5f0e12833,sim011,77.3968,16,5,6,True
7348413e-dfb9-469a-9ca2-721c40cc2292,sim011,77.3995,18,5,2,True
3405a5bb-0461-45ae-8afe-d500b4f37670,sim011,77.5558,8,6,2,True
6bba7143-c213-42a8-9be8-c152e1e73052,sim011,77.5663,12,6,5,True
d6bd2d1b-20e9-4e60-9007-74151ae44223,sim011,77.573,14,6,5,True
c70e0d26-e396-4c09-a780-31fe0276a725,sim011,77.5825,11,7,8,True
68069ea3-e52c-4a48-a288-d207dd6702a3,sim011,77.6185,3,2,4,True
44b4e34c-a28f-4481-98c0-68af9918ea71,sim011,77.703,9,8,2,True
dbee8985-34a9-4fe5-87d9-9935409b5d51,sim011,77.7583,13,7,6,True
6bd3e6b0-b0cd-400a-a293-93bced6dc5c7,sim011,78.1538,15,8,2,True
d688bd8e-b399-4d51-b3ed-a9e60020a3e8,sim011,78.2095,5,3,4,True
b88cd85a-f7c0-42ec-b6f8-68daac0a7881,sim011,79.3573,1,5,4,True
8e19c5d4-6875-4382-ad85-d7f529ef1181,sim011,80.7545,6,2,6,True
7948baa4-6dfe-457c-9d45-a3441b46b3d3,sim011,81.0058,7,3,4,True
a7bb74e0-55c2-470f-b2fa-8c12377e5621,sim011,82.2548,17,7,8,True
9456bd61-1730-4691-bb7e-b96aa3fb4c4e,sim011,82.5095,10,3,8,True
701de1c9-e9bd-4f9a-9b17-8f71b973088d,sim011,82.71,2,6,5,True
643d6f60-0a2b-4047-a01d-a451103614db,sim011,82.8103,9,2,7,True
3bd4c9af-ea45-4930-b0bd-b9e6e7c1a8a2,sim011,82.8103,14,5,4,True
f75276cc-8ba4-4581-b210-1577d5ff1795,sim011,82.8103,8,2,5,True
8f324593-111c-4118-a965-7e3ed68c2944,sim011,82.8145,4,3,4,True
456073b8-4065-4219-9883-21c31e2f94b9,sim011,83.3048,15,2,5,True
9403ded7-6bc9-45b9-8fe6-31fb74c07f57,sim011,83.4118,13,6,7,True
a9cb7240-6d45-4156-8ac2-56cf11ea5fa9,sim011,85.4645,5,4,3,True
d4c7b88d-730e-4fcd-bd9c-91b1a10b9b35,sim011,85.8158,16,6,2,True
5c3f563f-605a-4e70-b500-376e09e0ab1f,sim011,86.7028,12,5,4,True
8c5af5e1-9576-478d-afa5-4cc7b9f94d31,sim011,87.3615,3,4,2,True
121e8b53-0c4a-47ba-a682-c4a9f7b482a5,sim011,87.5035,7,4,5,True
e635e313-7fe1-458a-aa93-8c205cd40aae,sim011,87.8693,19,5,7,True
ae16a379-49b0-44d0-96e6-8c727b950e05,sim011,87.8793,11,8,5,True
1f057bff-ad52-4b73-a66b-6dcbfba25125,sim011,87.8978,6,6,7,True
086f855f-00d8-4fe2-9a47-735425615ff6,sim011,87.904,14,4,5,True
24edc87b-690c-446c-9dee-645ce8ce3bf8,sim011,87.9065,8,5,6,True
222e994c-0b6d-4775-9e6c-5de8361fb75d,sim011,87.9148,9,7,6,True
eb4f1c00-a869-401f-b907-46424acf26e4,sim011,87.9655,17,8,7,True
940a8911-85a8-4f76-b0ad-a66b051ee497,sim011,88.002,4,4,5,True
39c5626c-ebe5-4cc2-81a1-a6b7ccf8c493,sim011,88.2593,8,6,7,True
66ef1d57-5876-4a07-9c3e-9cd8d53e744a,sim011,88.555,13,7,6,True
daa291e2-9cdf-4d26-9131-95d0870b5357,sim011,89.0545,2,5,6,True
f82eae5d-6c67-4052-a3c8-7d87a4c45832,sim011,90.8055,16,2,7,True
51bee572-f253-416c-a9c7-2c2760fa0337,sim011,90.8548,15,5,4,True
1d11899d-0503-488e-95f5-75aa4644aec2,sim011,91.308,1,4,2,True
38150db9-acf8-4b69-8903-88b849d10dc0,sim011,92.7265,10,8,3,True
bf3214b2-4583-42ca-8e49-a68f08df0b16,sim011,92.8578,3,2,4,True
9b47f85c-1c0f-4bbb-a2fe-46b1b5882031,sim011,92.867,11,5,6,True
05aab8bc-2f52-4c44-ab7d-32f21df2fcd9,sim011,92.875,19,7,6,True
a386389e-6772-47a3-a29a-a427b135f2ba,sim011,93.0025,9,6,5,True
f018acf2-4ab5-48fc-9220-e268ccb8209b,sim011,93.105,4,5,6,True
8624ca17-b6df-4dd2-a9cf-8ae14dcf9935,sim011,94.1093,2,6,5,True
f2f98c33-a2fc-4e64-858e-ca26acdc39bb,sim011,94.6613,5,3,8,True
f866159f-2100-4fd1-97b2-11ae2b0f1fc5,sim011,95.059,13,6,7,True
2f8306e2-fa43-4f7d-a7f4-f83ec70b8d6e,sim011,95.2588,8,7,2,True
76f0dc1a-2ec3-4f5f-af5e-4a123027b5fd,sim011,95.5058,7,5,6,True
4ac19b21-6dbb-45eb-b886-e20629a23cdb,sim011,95.757,12,4,5,True
96f26699-6f7f-4ca3-a25d-86361c507b66,sim011,96.4073,1,2,5,True
7b1eb0e2-7650-418b-87c4-b9cb2c241f8e,sim011,97.7125,14,5,6,True
dc3bb81b-dbf5-4898-a0bd-9ca51156cea4,sim011,97.8555,10,3,5,True
5cfdb039-aefe-45ab-aba6-9e98afcf3500,sim011,97.9533,19,6,7,True
4cef1cc1-2c23-4133-b9f9-26d0c801d5ad,sim011,98.0583,9,5,4,True
65e8ea6e-e488-4686-9150-ed93a5c240ad,sim011,98.205,4,6,7,True
12e7f7f6-e6fe-4879-a619-795cafc5841c,sim011,98.7588,16,7,6,True
f5c233e7-d99b-46f9-880c-d386bfb6ac23,sim011,99.0083,20,7,6,True
9b2af184-a811-4b77-8b4b-727ab148630f,sim011,101.52,8,2,8,True
1ed300af-0e78-4d6a-925b-3581a81db282,sim011,101.526,15,4,2,True
30f0cdf4-019f-4816-b3da-870f7fd3c0f5,sim011,101.606,2,5,2,True
23e040db-1bca-42ba-9d68-3028bcd11088,sim011,101.617,12,5,4,True
79491758-aa14-427a-981e-74cfe9f29fac,sim011,101.655,11,6,2,True
3a190a26-3f84-4526-a1b5-016a7ec3ddd5,sim011,101.758,5,8,3,True
50e4c3e1-171b-439c-812e-ac2a9109d465,sim011,102.259,7,6,5,True
023d11c5-50bb-4532-a2a2-4405c914d399,sim011,102.76,14,6,5,True
e45aefb0-779e-45a3-b83c-d438c0082874,sim011,103.019,10,5,2,True
cf4f2833-44dc-4b63-93df-c05c975d1992,sim011,104.565,20,6,7,True
f95affd5-f4ff-460d-bb0f-9f967b93d3a4,sim011,105.266,4,7,6,True
0f356f44-b236-495e-8ad4-81200bb5ff3b,sim011,105.359,13,7,6,True
efcec6ff-624f-4f32-97d8-500e357affde,sim011,105.454,17,7,6,False
c00e235e-0b49-44a0-9d26-9d2913fd1ae8,sim011,105.462,19,7,8,False
d345d968-99d8-4a32-bb1c-4ecf14c59c94,sim011,105.66,18,2,8,True
e5016c49-3527-4319-a2ec-da2969f8c6c6,sim011,106.203,16,6,5,True
f7c66b12-4fdb-4d8c-9a4d-712785b91e49,sim011,106.455,15,2,7,True
3dda9abc-e0b1-4f10-a3c6-70c1705d8d3e,sim011,106.464,8,8,5,True
1215e2e4-b82b-4457-a2d4-52f2eac3e423,sim011,106.603,11,2,3,True
7fabf071-2de8-4763-8141-d76ba3b4d4aa,sim011,106.613,12,4,2,True
578ed8e1-eca5-4c78-8353-5cca5efca6f4,sim011,108.067,10,2,3,True
423e97ec-f9c7-4a22-840d-12c88b8ad7db,sim011,109.861,7,5,4,True
bcf27b0d-0d33-4c2c-961c-0acd897e14a7,sim011,110.341,4,6,5,True
df0adc68-c871-4581-b8cc-b519de53ac57,sim011,110.452,17,6,7,True
686a6897-b9a5-47ba-bc35-489eb1ee7298,sim011,110.462,19,8,7,True
0fb173c0-6df3-419c-8dab-4d2cd137d97c,sim011,110.702,18,8,7,True
890cbc1b-dbad-424c-b406-a913be837f23,sim011,111.16,1,5,4,True
82a833e4-2666-4bc6-818b-6da0e6ed29b9,sim011,111.305,16,5,4,True
091ca23f-b93a-45d0-bdc7-fc48607ebec9,sim011,111.555,8,5,3,True
c3c14a69-3178-4c39-8fa1-6f42feaf406a,sim011,111.556,15,7,4,True
0a5f1db8-b644-48c8-919e-9db1cfe98ad4,sim011,111.657,11,3,2,True
816520ca-447e-429d-a7f1-774aee42d2c4,sim011,111.758,12,2,7,True
d93a3628-4feb-4cfd-960c-24c76c9b6ea6,sim011,112.356,14,5,6,True
97715a78-53d8-4b55-82e2-a6196433d8ec,sim011,113.114,10,3,4,True
bb01c5cb-b25c-4ea6-8796-ced92e7f204b,sim011,114.055,9,4,2,True
3e84112e-4aca-4c17-b037-cc92c845c96c,sim011,114.712,5,3,4,True
fd80b4de-1da6-4e37-8db2-3bec40a976a3,sim011,114.914,7,4,2,True
e64d1d5f-3287-445c-bf5c-577d41014e05,sim011,115.415,4,5,6,True
b5eff21c-6152-4e75-bc5f-69b79731bc1c,sim011,116.514,19,7,8,True
ddcd5c7c-76cc-402d-be0b-19f8c7508a60,sim011,116.567,16,4,5,True
26b31174-c7cf-4f33-93a8-e4c8248dbcf8,sim011,116.621,8,3,5,True
a1a66f96-6b2c-4bca-8743-3af12dc4393d,sim011,117.576,2,2,6,True
bc0c5831-3020-4b1a-a3c7-a2468cf75ba9,sim011,117.938,11,2,4,True
6acad97b-f690-4ee3-8ec9-aae5038573fd,sim011,117.941,15,4,5,True
9145ecfb-9548-4bcc-a9a3-a77dfe874874,sim011,118.157,10,4,8,True
36d75068-271d-42ee-8e96-3fec9057b22c,sim011,118.259,3,4,5,True
52cb286a-e4d3-4d1f-975f-2ccc86ddeae2,sim011,118.305,1,4,3,True
ea961d71-4cc4-46ab-9761-b033af3bcb42,sim011,118.315,17,7,6,True
803cc5c0-f15e-4edc-afdc-b727b7127590,sim011,119.015,9,2,8,True
5ae7c011-8c57-4519-8888-6a5165a1e1b0,sim011,119.363,12,7,2,True
8c3fac74-f457-48f0-bf1a-8d775bfc7b01,sim011,119.535,13,6,7,True
f2b76baf-9924-4e21-9c57-6a5ba5751b6c,sim011,119.538,18,7,2,True
e1a8d316-1542-42c5-8f0d-97abd02ef6d3,sim011,119.661,20,7,6,True
8a3609ba-1a06-42f4-a2e6-293d1e1f84f6,sim011,119.956,7,2,3,True
