uuid,sim,time_sec,ue_id,from_cell,to_cell,is_correct
1efb8e72-8346-43f9-90ef-913b87c2245f,sim006,17.682,12,2,3,True
e7125dc1-8ed7-4855-bed2-4e1c7c4f8821,sim006,17.6843,16,8,7,True
0e566d0f-5a55-400c-b93c-be7adcfd5519,sim006,17.6878,1,5,6,True
ed2a621e-c5b2-4d49-a734-dfaeac2b0dc6,sim006,17.905,5,3,2,True
c5e9acd6-4e9e-4ee5-92c2-e3d21086cf5c,sim006,18.282,9,7,6,True
32b1f489-2f61-4187-89f4-6558235af1da,sim006,18.5328,14,5,4,True
385bfc2f-733a-4b17-a564-c5d0c7175f5e,sim006,18.5373,19,5,6,True
4f1b1df6-7ec1-4bf6-be30-20fa1f597a63,sim006,19.0073,18,7,8,True
1683b101-7684-451f-bb34-6063917becad,sim006,19.1325,11,4,8,True
a6d7c498-0130-441a-909c-f95658efdea0,sim006,19.6875,7,7,2,True
2666a1ba-dc40-4b88-a4a6-f557d1ee196b,sim006,20.211,10,6,4,True
60bdd608-42a6-4ba4-8ed3-1dca1c8f54e3,sim006,20.5853,17,8,7,True
19669402-af9f-4d5f-a87f-5031287b9889,sim006,20.8815,6,8,3,True
ea664dab-b01d-424b-a8cc-4b2ef8b90f26,sim006,22.0315,18,8,2,True
d4a51a29-334d-4ca4-8d67-38b05e7a7f29,sim006,22.3815,8,2,4,True
96fb83e6-1a74-4427-85c4-921fe3f1ca48,sim006,22.386,15,2,5,True
67e092d7-9611-4993-9c02-5f937df1aa4e,sim006,22.482,11,8,3,True
232ad5a5-10ca-4281-a661-1311a89a4427,sim006,22.7558,12,3,2,True
8561b831-eb6f-4571-bca2-b28bd907177b,sim006,22.757,1,6,5,True
a103b446-46cf-466e-8f17-c1babec0c522,sim006,22.7605,16,7,8,True
930aca09-9b70-47d4-8da2-da4f68218e0e,sim006,23.357,9,6,7,True
114c061a-2179-407f-847b-60d1bc97131b,sim006,23.6088,19,6,7,True
a6e3dbc2-15e2-4c21-9d39-1e635709996e,sim006,23.7308,20,7,8,True
c66121f6-aff2-45a3-a41b-86c3bd7ae926,sim006,23.8828,4,8,3,True
03cf5b12-2af6-4db6-912a-bff37bfda789,sim006,24.231,13,6,7,True
dd413563-dc26-4804-aa8d-55f701c59312,sim006,24.832,7,2,8,True
b50a19ee-dd98-4c28-84e7-5f2e9181cb3c,sim006,25.332,14,4,5,True
e60764f9-dd62-44db-a8f1-8c76d386bcf0,sim006,25.4325,5,2,7,True
a19fc4b1-3951-43d4-adcd-72a75585853c,sim006,26.195,6,3,8,True
d44fee99-3228-450b-bd86-0cf83c58c6a4,sim006,26.2333,10,4,3,True
d45c1ad3-7a44-4f7a-879c-ec13091ea9f1,sim006,27.1345,18,2,7,True
9dc92544-f952-4d40-9c18-9e2b3e3a287d,sim006,27.4945,8,4,5,True
2d0bc7ab-9b80-4852-974b-078423bc780f,sim006,27.5025,15,5,6,True
ef45161f-5a41-4779-96e7-72b0f93e8a04,sim006,27.6875,11,3,2,True
950534d4-39a8-4e51-b6a5-149e157b71e7,sim006,27.8838,12,2,8,True
a89f9d0c-ff6d-4d10-8b42-ff039f3a8afa,sim006,28.4623,9,7,8,True
46d20d21-41d4-49b3-b3f3-d4a4a041006a,sim006,28.8068,20,8,7,True
60b66bde-a812-4209-a911-ac66bbf2d172,sim006,28.931,4,3,2,True
b21e5f51-7fe3-4b34-8ec8-1531452bbf3d,sim006,29.2363,19,7,6,True
2c538682-052f-400c-839f-e1a7982c7cd8,sim006,29.9373,3,2,4,True
63ceba7f-9266-45be-bac2-1bf16bc026b8,sim006,30.6573,5,7,2,True
fc902732-ad32-4268-8933-0f1684808fa1,sim006,30.732,13,7,6,True
4451715c-e1d5-4934-9d6c-3044cdb42c2d,sim006,31.2315,6,8,2,True
f68fd2f7-edc7-4329-a9f2-2151c8bb2b60,sim006,31.6335,10,3,8,True
fd876783-d8f4-4f92-81a5-c066a23be067,sim006,31.6828,1,5,6,True
9a929005-977a-4e9e-ab28-2c0821d6b734,sim006,32.384,18,7,2,True
ee3b2451-b93e-4722-85b5-62ab546ed183,sim006,32.585,8,5,3,True
e51330bd-91a9-433e-aacb-13ba9d1fa778,sim006,32.585,15,6,7,True
5877c9b9-da54-4d53-939d-adf377287481,sim006,32.681,11,2,5,True
3bc6d927-f01e-4e29-bbe9-d39f60ed5b90,sim006,32.9368,12,8,2,True
36e1b381-4a20-48b4-82c8-3d5778f222ea,sim006,33.638,16,8,3,True
9fe6c06b-d4c0-41c1-837d-6d84ebcd94ab,sim006,34.042,4,2,5,True
a1dcfdf5-d89e-4f64-9af1-7a133e85fb53,sim006,34.285,19,6,7,True
82a412be-0a0b-4da4-8873-e0521645a6fb,sim006,35.0085,3,4,2,True
ed986907-f11a-48de-8ce4-a95f54dbba45,sim006,35.581,7,8,3,True
fe70ac79-c047-4b1a-8886-79a208d0f968,sim006,36.359,6,2,8,True
af7f4a56-9ae5-4266-8aae-b9a073a0cab5,sim006,36.4833,13,6,7,True
9338b842-e777-46ed-abb7-f926a942a729,sim006,36.8853,10,8,2,True
d126940c-5143-4e07-9b67-7a858533a039,sim006,37.0345,5,2,3,True
9af44af5-ac1a-41d3-98a0-3bfad8e4e9e1,sim006,37.681,8,3,2,True
5ba75eb4-c031-4e18-97e3-c2911e325255,sim006,37.6913,15,7,3,True
95d58ee2-da24-4a91-bd9a-2964415ab5d4,sim006,37.732,2,6,2,True
198f14b8-8382-4870-a662-f4d3adca16f2,sim006,37.9308,12,2,6,True
a9b6b202-03b1-4757-a7c2-407f43d75c35,sim006,38.7885,14,5,2,True
a5d38d7c-4a64-4d58-a770-d55a41faec3e,sim006,38.797,1,6,5,True
20c7ba7f-e436-49c7-97af-3aec4fcf5f98,sim006,39.8338,4,5,4,True
df8595a1-1e2d-44ed-aa29-cf3351442636,sim006,40.0355,19,7,8,True
694d4ad4-5396-477a-9946-be66d7cae0d5,sim006,40.5048,7,3,8,False
c02c8442-6c5f-4654-bfec-98fdb3280a8a,sim006,41.0343,3,2,4,True
a899308d-e039-463b-aab4-8769fce06e48,sim006,41.3813,9,8,2,True
97502fa9-d901-4991-b2a5-9c95ad402791,sim006,41.856,10,2,7,True
1236f703-75af-4b7e-9bd5-15e032dd7089,sim006,42.707,8,2,6,True
12c73cba-61de-4060-8187-c87026e6d875,sim006,42.7868,15,3,4,True
e99f1600-3f21-40da-a5fe-7f33162bac66,sim006,42.954,12,6,2,True
d590988e-ae5a-404d-96f7-5948a02f1e22,sim006,42.9828,6,8,7,True
0384be40-b853-4949-836b-228b8a7fdb05,sim006,43.1828,13,7,6,True
8344e596-2ae2-43fa-97be-b2ead89937ce,sim006,43.8083,14,2,5,True
2a85745a-a099-4940-9b33-94e9d67692b5,sim006,43.8828,11,5,2,True
60a2edd7-e847-4fda-b43f-867b814b7b56,sim006,45.0353,19,8,3,True
30c0cbd9-2368-42ed-9f8a-f369f4350fde,sim006,45.5323,17,7,2,True
393722be-f114-4c92-8028-ed822cb36f9a,sim006,46.0828,3,4,2,True
1d2177be-69ee-4264-b6c0-480485700570,sim006,46.3558,9,2,5,True
206c715d-3ad5-42dc-908c-7b151b61025b,sim006,46.532,4,4,3,True
c0be9f1a-3802-42d1-8084-bfa207a09794,sim006,46.8563,10,7,6,True
22630eb2-2330-47a8-aaf6-c6f8e4308d1d,sim006,47.7108,8,6,5,True
ef45f1df-fb73-435b-9fdc-692306e5d309,sim006,47.7323,18,2,6,True
792c6e92-8540-4374-9979-4f52f763c08e,sim006,47.7828,1,5,6,True
64a12af7-1dab-4a15-b3a4-692b36f48deb,sim006,48.0558,12,2,8,True
cb160bda-be09-4ecf-89fc-43d419cdb6f3,sim006,48.0573,6,7,6,True
afc18183-ee90-4209-b3b6-7dd91e45c352,sim006,48.3078,13,6,7,True
939c29b5-4ec8-43d8-8501-0c7aff4982dc,sim006,48.8355,5,3,4,True
c64ecc8e-59a7-4085-bc09-21a9f3ca99c9,sim006,48.9063,11,2,8,True
c4adefde-db3b-46df-802b-64affa55d1bf,sim006,49.3368,15,4,5,True
9f80405f-085d-4447-aa17-ee2b9d107990,sim006,49.9358,2,2,8,True
9c5d9cb0-d853-40fe-a8eb-c14f88d09053,sim006,50.1365,19,3,4,True
524d0247-0484-4d62-b062-3b66b6e7a028,sim006,50.506,17,2,8,True
99e738e0-4702-434e-a0ef-aab1bd32c167,sim006,50.5828,16,3,2,True
d860d277-aea0-4616-ba7e-9657b76e7dfc,sim006,51.2315,3,2,4,True
40c6edeb-e2af-4286-9e48-369968464164,sim006,51.4833,9,5,6,True
921622da-b570-40fe-828e-687583774a1e,sim006,51.5825,4,3,4,True
c5d40255-bd9d-4821-bcbe-8d4463777dbb,sim006,52.4875,14,5,6,True
405a3b60-2ef1-4001-8d9b-16291b6c7c12,sim006,52.806,8,5,4,True
b8f6a305-cd9c-4532-b7e8-86f8a223ec3a,sim006,53.187,12,8,7,True
c35f874f-a4fc-48e2-9477-a238345e70b2,sim006,53.682,6,6,5,True
9b32ac85-ea1d-4432-8c94-459a2004741f,sim006,53.6868,10,6,7,True
57ae8795-3a03-4801-8d74-40968ce8b911,sim006,54.3855,15,5,6,True
cdc21156-8201-4acf-8c72-922fcd782730,sim006,54.3935,11,8,3,True
c11061a2-db66-41f7-8fc0-d917b3bdd3d2,sim006,54.6925,18,6,5,True
adb24fb1-7882-4990-9855-661577c4de7e,sim006,54.9873,2,8,7,True
d6d021a3-c528-4319-8173-a30010b7ca9c,sim006,55.2355,19,4,2,True
cee3e5c3-146b-425a-8756-2f9c65a75f3f,sim006,55.434,7,8,3,True
474fc3e2-4a64-4c60-9d20-5754587264dc,sim006,55.6048,16,2,5,True
71d9bc53-76c5-4cf2-adaa-ba5c13f733b1,sim006,55.6055,17,8,7,True
ccf4539f-4072-432b-96f2-da04b7d365f1,sim006,56.368,3,4,2,True
d25514e4-ba72-49f9-94e3-2e367ab7c677,sim006,56.5945,4,4,5,True
db78fb1f-e4c8-45cf-94fb-0f847f8884ee,sim006,57.2465,13,7,6,True
25fd7ffb-3a10-48d5-883d-f232368e90ef,sim006,58.246,12,7,8,True
be16379c-afff-4792-b786-70d86b2bf282,sim006,58.5428,1,6,5,True
2cebe96d-f506-4c35-9adb-7042fed58376,sim006,58.6308,10,7,8,True
986e8444-806d-48b9-b6c6-db620a3300aa,sim006,58.6388,9,6,7,True
704f915c-0ae9-4c4d-97c7-b04752f4efb1,sim006,58.683,14,6,5,True
a4df8f84-c01b-42b4-88f7-b4eb2d948667,sim006,59.2958,8,4,5,True
b3e2e6ac-4ff9-4d3a-a223-a61fb386d6a1,sim006,59.4843,15,6,7,True
