uuid,sim,time_sec,ue_id,from_cell,to_cell,is_correct
647d586a-3764-4f3e-8a2a-40bc770d0bc5,sim006,1.98677,10,4,3,True
7727e5dd-2224-4995-8d38-e37cfb4b0b8f,sim006,2.28377,8,5,6,True
4c8ac7bc-a5db-41a1-a6e8-fa3ea5619464,sim006,2.38802,15,6,7,True
bdfcc1b4-c24a-49f7-b67c-dffabfbeda52,sim006,2.73227,6,3,8,True
01779cd5-502e-479c-8b65-f1dc763fc309,sim006,2.74077,11,5,6,True
24f6dff1-4b88-44c3-a844-94be27b4317b,sim006,2.78277,3,2,5,True
976e6f2d-6f42-4402-b872-12e28a7a5391,sim006,2.88827,5,3,4,True
c2b7e68d-c572-48ea-9bed-b22e54e30e54,sim006,2.93277,9,4,2,True
4b3f2da2-7064-4835-8cf1-30465ed3cc86,sim006,3.03477,7,4,2,True
bb1cc2e9-9a80-4eca-bcdf-5607646e0c00,sim006,4.14577,1,5,6,True
2794b855-5c5e-47b3-a45b-8803b09b7dc0,sim006,4.23302,3,5,6,True
a4743a62-a010-48a5-a81e-3f8ac54bee5b,sim006,4.28952,2,2,7,True
11d1ec81-7fb8-418f-814c-8e63a9b9b1d8,sim006,4.43627,16,6,7,True
ad7542ce-0c58-4165-ad40-bf1440062737,sim006,4.63477,4,3,4,True
539606e2-860b-4963-b94a-b4dd0efc6b07,sim006,4.78927,17,7,8,True
2ba64f54-2f28-4973-b1ed-04298bef13e6,sim006,5.03777,14,6,5,True
d35b04a6-a5d4-497b-ba3b-2d016ae45653,sim006,5.68477,13,5,6,True
9f17b2c2-9ffa-48a9-b39a-75fcaea156bd,sim006,6.43902,18,7,2,True
70ea8934-bc34-4241-b068-43adb8ed8675,sim006,6.68277,12,5,4,True
9763e056-fb07-4af8-8045-df7031e48ab0,sim006,7.03152,19,7,6,True
bbc3e73b-d4ac-43f4-9870-a58606a0b13b,sim006,7.38627,15,7,8,True
3da0d4e3-0f7e-44a5-975e-6f2569ed5769,sim006,7.73377,11,6,5,False
3eaab6fe-ac47-4fba-bc4c-6043f3684bcd,sim006,7.88477,5,4,2,True
98920410-7741-4a8b-9c6d-cf60915274ce,sim006,7.98677,9,2,6,True
bbb6adab-b53a-497c-a04d-4b5ce6a2d2a6,sim006,8.10977,7,2,8,True
271520da-5dd9-43ff-8cf9-8a2fa0919333,sim006,8.68252,6,8,7,True
62b2044b-5b86-44af-a792-15c3d162cc79,sim006,8.93277,8,6,5,True
0fac4828-3efb-4b7e-bd42-ff750f044da7,sim006,9.18302,1,6,5,True
3e53d9f8-89d4-4bb2-9bfe-08f36ee26868,sim006,9.58227,4,4,3,False
cfd2f4b2-8bdf-49fb-b01c-e4bae59970c3,sim006,9.63527,2,7,2,True
4b71ea3a-80f1-4075-914f-cf33b8e9731b,sim006,9.83152,17,8,7,True
a2e3c3e3-53eb-4209-b42c-361a0cb53c24,sim006,9.98127,3,6,5,True
da3ff2d9-11f2-4fb5-9b35-646231a21607,sim006,10.1333,10,3,8,True
47d94035-304c-4383-8d76-da0cc91acb92,sim006,12.0075,19,6,5,True
7adf72e7-8871-42a5-acce-c94e72abb24c,sim006,12.6315,16,7,8,True
8b508b8d-7f33-4825-b1f3-2aa606e41aa7,sim006,12.635,12,4,2,True
3a31329d-6f62-4fe7-a0cd-541ad432c721,sim006,12.8555,5,2,3,True
15674d0c-7c45-40e1-8fe9-c4413dcfbae1,sim006,12.9808,9,6,7,True
6a49f7d1-a20d-47db-828f-b8ad52b1c6a0,sim006,13.7103,6,7,8,True
5815b711-3c57-4298-801e-5555a890c234,sim006,13.9415,18,2,7,True
0daab4ef-a1df-4c0e-a352-e7258de705e2,sim006,13.9548,8,5,6,True
c9e3d669-c401-4b2d-af7c-e3d4f2d30ab6,sim006,14.1313,11,5,4,True
0ad4352f-8198-4cb9-b38c-11b12a4684bf,sim006,14.3325,7,8,7,True
4387d74b-7ec3-4986-8e99-9aa5140c1f5b,sim006,14.6833,2,2,6,True
80115d72-5a08-42c9-a29e-ac05a2f4fde1,sim006,14.688,4,3,8,True
264d7c8b-0b2e-445a-a57a-92e74270cc3c,sim006,15.1608,10,8,6,True
29ba0035-5aca-44e2-afa0-40d5089f6846,sim006,15.5425,17,7,8,True
e6a0fb40-b1f0-4601-9338-bff8e7cc28af,sim006,17.31,15,8,2,True
d874f55f-6e8c-44e1-b646-54207466df92,sim006,17.347,3,5,2,True
f962f350-b4f5-4044-b3b4-842e3773ea7b,sim006,17.3828,8,6,2,True
ee65cc60-e5b2-49d3-8eb9-df76db7fef3c,sim006,17.6328,20,8,7,True
