ho_number,sim_time_sec,ue_id,from_cell,to_cell,event,executed_ok,trigger_type,serving_SINR_dB,target_SINR_dB,f_gamma_Eq5,serving_NUEs,target_NUEs,PRBs_per_UE_serving,PRBs_per_UE_target,TOTAL_PRB,f_PRB_Eq6,RRU_PrbUsedDl_serving_pct,RRU_PrbUsedDl_target_pct,PRB_source,RSRP_serving_dBm,RSRP_target_dBm,RSRPpilot_serving,RSRPpilot_target,Omega_gamma_Eq2,Omega_PRB_Eq3,fWF_Eq1,delta_HOM_Eq8,delta_HOM_case,Algo1_threshold,Algo1_HO_decision,NCL_target_load_pct,NCL_gate_result,serving_cell_load_pct,load_balance_result,load_diff_ues,latency_sec,ho_success,data_source
686,1777176827,4,2,6,COMPLETED,1,SINR,23.0000,21.0000,-0.0667,7,3,4.00,9.33,28,0.1905,0.0,0.0,NUE_fallback,-7.0000,-9.0000,0.7981,1.1750,0.2798,0.2124,-0.4534,-4.5342,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-3.7361,HO_APPROVED__RSRPpilot_T_wins,15.0,NCL_PASSED__load_below_50pct,35.0,LOAD_REDUCED__good_LB,4,11.00,1,REAL_from_getTargetCellID
687,1777176828,8,2,4,COMMAND_SENT,0,SINR,23.0000,9.0000,-0.4667,6,1,4.67,28.00,28,0.8333,0.0,0.0,NUE_fallback,-7.0000,-21.0000,0.9311,0.2224,0.4153,0.0472,-0.6371,-6.3711,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-5.4400,HO_APPROVED__RSRPpilot_T_wins,0.0,NCL_PASSED__load_below_50pct,30.0,LOAD_REDUCED__good_LB,5,0.00,0,REAL_from_getTargetCellID
688,1777176841,8,2,4,COMPLETED,1,SINR,23.0000,9.0000,-0.4667,6,1,4.67,28.00,28,0.8333,0.0,0.0,NUE_fallback,-7.0000,-21.0000,0.9311,0.2224,0.4153,0.0472,-0.6371,-6.3711,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-5.4400,HO_APPROVED__RSRPpilot_T_wins,0.0,NCL_PASSED__load_below_50pct,30.0,LOAD_REDUCED__good_LB,5,13.00,1,REAL_from_getTargetCellID
689,1777176842,6,6,2,COMMAND_SENT,0,SINR,8.0000,22.0000,0.4667,4,5,7.00,5.60,28,-0.0500,0.0,0.0,NUE_fallback,-22.0000,-8.0000,0.0442,0.8875,0.1524,0.3000,-0.4460,-4.4597,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-4.4156,HO_APPROVED__RSRPpilot_T_wins,25.0,NCL_PASSED__load_below_50pct,20.0,LOAD_INCREASED__SINR_driven,-1,0.00,0,REAL_from_getTargetCellID
690,1777176855,6,6,2,COMPLETED,1,SINR,8.0000,22.0000,0.4667,4,5,7.00,5.60,28,-0.0500,0.0,0.0,NUE_fallback,-22.0000,-8.0000,0.0442,0.8875,0.1524,0.3000,-0.4460,-4.4597,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-4.4156,HO_APPROVED__RSRPpilot_T_wins,25.0,NCL_PASSED__load_below_50pct,20.0,LOAD_INCREASED__SINR_driven,-1,13.00,1,REAL_from_getTargetCellID
691,1777176856,4,6,2,COMMAND_SENT,0,SINR,9.0000,23.0000,0.4667,3,6,9.33,4.67,28,-0.1667,0.0,0.0,NUE_fallback,-21.0000,-7.0000,0.0741,0.9311,0.1467,0.3209,-0.4833,-4.8327,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-4.7586,HO_APPROVED__RSRPpilot_T_wins,30.0,NCL_PASSED__load_below_50pct,15.0,LOAD_INCREASED__SINR_driven,-3,0.00,0,REAL_from_getTargetCellID
692,1777176868,4,6,2,COMPLETED,1,SINR,9.0000,23.0000,0.4667,3,6,9.33,4.67,28,-0.1667,0.0,0.0,NUE_fallback,-21.0000,-7.0000,0.0741,0.9311,0.1467,0.3209,-0.4833,-4.8327,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-4.7586,HO_APPROVED__RSRPpilot_T_wins,30.0,NCL_PASSED__load_below_50pct,15.0,LOAD_INCREASED__SINR_driven,-3,12.00,1,REAL_from_getTargetCellID
693,1777176868,5,2,3,COMMAND_SENT,0,SINR,17.0000,13.0000,-0.1333,7,4,4.00,7.00,28,0.1071,0.0,0.0,NUE_fallback,-13.0000,-17.0000,0.2005,0.1397,0.2907,0.2290,-0.4336,-4.3357,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-4.1352,HO_APPROVED__RSRPpilot_T_wins,20.0,NCL_PASSED__load_below_50pct,35.0,LOAD_REDUCED__good_LB,3,0.00,0,REAL_from_getTargetCellID
694,1777176882,5,2,3,COMPLETED,1,SINR,17.0000,13.0000,-0.1333,7,4,4.00,7.00,28,0.1071,0.0,0.0,NUE_fallback,-13.0000,-17.0000,0.2005,0.1397,0.2907,0.2290,-0.4336,-4.3357,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-4.1352,HO_APPROVED__RSRPpilot_T_wins,20.0,NCL_PASSED__load_below_50pct,35.0,LOAD_REDUCED__good_LB,3,14.00,1,REAL_from_getTargetCellID
695,1777176882,8,4,2,COMMAND_SENT,0,SINR,9.0000,23.0000,0.4667,1,6,28.00,4.67,28,-0.8333,0.0,0.0,NUE_fallback,-21.0000,-7.0000,0.2224,0.9311,0.1251,0.4299,-0.6995,-6.9951,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-6.7727,HO_APPROVED__RSRPpilot_T_wins,30.0,NCL_PASSED__load_below_50pct,5.0,LOAD_INCREASED__SINR_driven,-5,0.00,0,REAL_from_getTargetCellID
696,1777176896,8,4,2,COMPLETED,1,SINR,9.0000,23.0000,0.4667,1,6,28.00,4.67,28,-0.8333,0.0,0.0,NUE_fallback,-21.0000,-7.0000,0.2224,0.9311,0.1251,0.4299,-0.6995,-6.9951,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-6.7727,HO_APPROVED__RSRPpilot_T_wins,30.0,NCL_PASSED__load_below_50pct,5.0,LOAD_INCREASED__SINR_driven,-5,14.00,1,REAL_from_getTargetCellID
697,1777176896,13,3,8,COMMAND_SENT,0,SINR,13.0000,10.0000,-0.1000,5,1,5.60,28.00,28,0.8000,0.0,0.0,NUE_fallback,-17.0000,-20.0000,0.1117,0.2800,0.4214,0.0766,-0.1366,-1.3663,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-1.2546,HO_APPROVED__RSRPpilot_T_wins,0.0,NCL_PASSED__load_below_50pct,25.0,LOAD_REDUCED__good_LB,4,0.00,0,REAL_from_getTargetCellID
698,1777176909,13,3,8,COMPLETED,1,SINR,13.0000,10.0000,-0.1000,5,1,5.60,28.00,28,0.8000,0.0,0.0,NUE_fallback,-17.0000,-20.0000,0.1117,0.2800,0.4214,0.0766,-0.1366,-1.3663,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-1.2546,HO_APPROVED__RSRPpilot_T_wins,0.0,NCL_PASSED__load_below_50pct,25.0,LOAD_REDUCED__good_LB,4,13.00,1,REAL_from_getTargetCellID
699,1777176910,5,3,2,COMMAND_SENT,0,SINR,13.0000,17.0000,0.1333,4,7,7.00,4.00,28,-0.1071,0.0,0.0,NUE_fallback,-17.0000,-13.0000,0.1397,0.2005,0.2253,0.2878,-0.4259,-4.2585,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-4.1189,HO_APPROVED__RSRPpilot_T_wins,35.0,NCL_PASSED__load_below_50pct,20.0,LOAD_INCREASED__SINR_driven,-3,0.00,0,REAL_from_getTargetCellID
700,1777176923,5,3,2,COMPLETED,1,SINR,13.0000,17.0000,0.1333,4,7,7.00,4.00,28,-0.1071,0.0,0.0,NUE_fallback,-17.0000,-13.0000,0.1397,0.2005,0.2253,0.2878,-0.4259,-4.2585,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-4.1189,HO_APPROVED__RSRPpilot_T_wins,35.0,NCL_PASSED__load_below_50pct,20.0,LOAD_INCREASED__SINR_driven,-3,13.00,1,REAL_from_getTargetCellID
701,1777176932,8,2,4,COMMAND_SENT,0,SINR,23.0000,9.0000,-0.4667,8,1,3.50,28.00,28,0.8750,0.0,0.0,NUE_fallback,-7.0000,-21.0000,0.6983,0.2224,0.4203,0.0358,-0.6532,-6.5318,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-5.8334,HO_APPROVED__RSRPpilot_T_wins,0.0,NCL_PASSED__load_below_50pct,40.0,LOAD_REDUCED__good_LB,7,0.00,0,REAL_from_getTargetCellID
702,1777176937,8,2,4,COMPLETED,1,SINR,23.0000,9.0000,-0.4667,8,1,3.50,28.00,28,0.8750,0.0,0.0,NUE_fallback,-7.0000,-21.0000,0.6983,0.2224,0.4203,0.0358,-0.6532,-6.5318,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-5.8334,HO_APPROVED__RSRPpilot_T_wins,0.0,NCL_PASSED__load_below_50pct,40.0,LOAD_REDUCED__good_LB,7,5.00,1,REAL_from_getTargetCellID
703,1777176942,6,2,6,COMMAND_SENT,0,SINR,22.0000,19.0000,-0.1000,7,2,4.00,14.00,28,0.3571,0.0,0.0,NUE_fallback,-8.0000,-11.0000,0.6340,1.1121,0.3006,0.1757,-0.4475,-4.4752,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-3.8412,HO_APPROVED__RSRPpilot_T_wins,10.0,NCL_PASSED__load_below_50pct,35.0,LOAD_REDUCED__good_LB,5,0.00,0,REAL_from_getTargetCellID
704,1777176950,6,2,6,COMPLETED,1,SINR,22.0000,19.0000,-0.1000,7,2,4.00,14.00,28,0.3571,0.0,0.0,NUE_fallback,-8.0000,-11.0000,0.6340,1.1121,0.3006,0.1757,-0.4475,-4.4752,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-3.8412,HO_APPROVED__RSRPpilot_T_wins,10.0,NCL_PASSED__load_below_50pct,35.0,LOAD_REDUCED__good_LB,5,8.00,1,REAL_from_getTargetCellID
705,1777176950,13,8,3,COMMAND_SENT,0,SINR,10.0000,13.0000,0.1000,1,3,28.00,9.33,28,-0.6667,0.0,0.0,NUE_fallback,-20.0000,-17.0000,0.2800,0.1862,0.2321,0.4299,-0.3683,-3.6826,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-3.4026,HO_APPROVED__RSRPpilot_T_wins,15.0,NCL_PASSED__load_below_50pct,5.0,LOAD_INCREASED__SINR_driven,-2,0.00,0,REAL_from_getTargetCellID
706,1777176964,13,8,3,COMPLETED,1,SINR,10.0000,13.0000,0.1000,1,3,28.00,9.33,28,-0.6667,0.0,0.0,NUE_fallback,-20.0000,-17.0000,0.2800,0.1862,0.2321,0.4299,-0.3683,-3.6826,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-3.4026,HO_APPROVED__RSRPpilot_T_wins,15.0,NCL_PASSED__load_below_50pct,5.0,LOAD_INCREASED__SINR_driven,-2,14.00,1,REAL_from_getTargetCellID
707,1777176964,8,4,2,COMMAND_SENT,0,SINR,9.0000,23.0000,0.4667,1,6,28.00,4.67,28,-0.8333,0.0,0.0,NUE_fallback,-21.0000,-7.0000,0.2224,0.9311,0.1251,0.4299,-0.6995,-6.9951,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-6.7727,HO_APPROVED__RSRPpilot_T_wins,30.0,NCL_PASSED__load_below_50pct,5.0,LOAD_INCREASED__SINR_driven,-5,0.00,0,REAL_from_getTargetCellID
708,1777176978,8,4,2,COMPLETED,1,SINR,9.0000,23.0000,0.4667,1,6,28.00,4.67,28,-0.8333,0.0,0.0,NUE_fallback,-21.0000,-7.0000,0.2224,0.9311,0.1251,0.4299,-0.6995,-6.9951,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-6.7727,HO_APPROVED__RSRPpilot_T_wins,30.0,NCL_PASSED__load_below_50pct,5.0,LOAD_INCREASED__SINR_driven,-5,14.00,1,REAL_from_getTargetCellID
709,1777176980,5,2,4,COMMAND_SENT,0,SINR,17.0000,18.0000,0.0333,7,1,4.00,28.00,28,0.8571,0.0,0.0,NUE_fallback,-13.0000,-12.0000,0.2005,1.7667,0.3241,0.0479,-0.4964,-4.9637,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-4.7633,HO_APPROVED__RSRPpilot_T_wins,0.0,NCL_PASSED__load_below_50pct,35.0,LOAD_REDUCED__good_LB,6,0.00,0,REAL_from_getTargetCellID
710,1777176991,5,2,4,COMPLETED,1,SINR,17.0000,18.0000,0.0333,7,1,4.00,28.00,28,0.8571,0.0,0.0,NUE_fallback,-13.0000,-12.0000,0.2005,1.7667,0.3241,0.0479,-0.4964,-4.9637,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-4.7633,HO_APPROVED__RSRPpilot_T_wins,0.0,NCL_PASSED__load_below_50pct,35.0,LOAD_REDUCED__good_LB,6,11.00,1,REAL_from_getTargetCellID
711,1777176992,13,3,8,COMMAND_SENT,0,SINR,13.0000,9.0000,-0.1333,4,1,7.00,28.00,28,0.7500,0.0,0.0,NUE_fallback,-17.0000,-21.0000,0.1397,0.2224,0.4207,0.0928,-0.1375,-1.3746,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-1.2349,HO_APPROVED__RSRPpilot_T_wins,0.0,NCL_PASSED__load_below_50pct,20.0,LOAD_REDUCED__good_LB,3,0.00,0,REAL_from_getTargetCellID
712,1777177005,13,3,8,COMPLETED,1,SINR,13.0000,9.0000,-0.1333,4,1,7.00,28.00,28,0.7500,0.0,0.0,NUE_fallback,-17.0000,-21.0000,0.1397,0.2224,0.4207,0.0928,-0.1375,-1.3746,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-1.2349,HO_APPROVED__RSRPpilot_T_wins,0.0,NCL_PASSED__load_below_50pct,20.0,LOAD_REDUCED__good_LB,3,13.00,1,REAL_from_getTargetCellID
713,1777177006,6,6,2,COMMAND_SENT,0,SINR,8.0000,22.0000,0.4667,3,6,9.33,4.67,28,-0.1667,0.0,0.0,NUE_fallback,-22.0000,-8.0000,0.0589,0.7396,0.1475,0.3226,-0.4708,-4.7083,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-4.6494,HO_APPROVED__RSRPpilot_T_wins,30.0,NCL_PASSED__load_below_50pct,15.0,LOAD_INCREASED__SINR_driven,-3,0.00,0,REAL_from_getTargetCellID
714,1777177019,6,6,2,COMPLETED,1,SINR,8.0000,22.0000,0.4667,3,6,9.33,4.67,28,-0.1667,0.0,0.0,NUE_fallback,-22.0000,-8.0000,0.0589,0.7396,0.1475,0.3226,-0.4708,-4.7083,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-4.6494,HO_APPROVED__RSRPpilot_T_wins,30.0,NCL_PASSED__load_below_50pct,15.0,LOAD_INCREASED__SINR_driven,-3,13.00,1,REAL_from_getTargetCellID
715,1777177020,8,2,4,COMMAND_SENT,0,SINR,23.0000,9.0000,-0.4667,7,1,4.00,28.00,28,0.8571,0.0,0.0,NUE_fallback,-7.0000,-21.0000,0.7981,0.2224,0.4182,0.0407,-0.6461,-6.4612,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-5.6631,HO_APPROVED__RSRPpilot_T_wins,5.0,NCL_PASSED__load_below_50pct,35.0,LOAD_REDUCED__good_LB,6,0.00,0,REAL_from_getTargetCellID
716,1777177032,8,2,4,COMPLETED,1,SINR,23.0000,9.0000,-0.4667,7,1,4.00,28.00,28,0.8571,0.0,0.0,NUE_fallback,-7.0000,-21.0000,0.7981,0.2224,0.4182,0.0407,-0.6461,-6.4612,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-5.6631,HO_APPROVED__RSRPpilot_T_wins,5.0,NCL_PASSED__load_below_50pct,35.0,LOAD_REDUCED__good_LB,6,12.00,1,REAL_from_getTargetCellID
717,1777177032,5,4,2,COMMAND_SENT,0,SINR,7.0000,17.0000,0.3333,2,6,14.00,4.67,28,-0.3333,0.0,0.0,NUE_fallback,-23.0000,-13.0000,0.0702,0.2339,0.1721,0.3443,-0.4796,-4.7956,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-4.7254,HO_APPROVED__RSRPpilot_T_wins,30.0,NCL_PASSED__load_below_50pct,10.0,LOAD_INCREASED__SINR_driven,-4,0.00,0,REAL_from_getTargetCellID
718,1777177046,5,4,2,COMPLETED,1,SINR,7.0000,17.0000,0.3333,2,6,14.00,4.67,28,-0.3333,0.0,0.0,NUE_fallback,-23.0000,-13.0000,0.0702,0.2339,0.1721,0.3443,-0.4796,-4.7956,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-4.7254,HO_APPROVED__RSRPpilot_T_wins,30.0,NCL_PASSED__load_below_50pct,10.0,LOAD_INCREASED__SINR_driven,-4,14.00,1,REAL_from_getTargetCellID
719,1777177048,8,4,2,COMMAND_SENT,0,SINR,9.0000,37.0000,0.9333,1,7,28.00,4.00,28,-0.8571,0.0,0.0,NUE_fallback,-21.0000,7.0000,0.2224,20.0475,0.0174,0.4859,-0.8462,-8.4618,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-8.2394,HO_APPROVED__RSRPpilot_T_wins,35.0,NCL_PASSED__load_below_50pct,5.0,LOAD_INCREASED__SINR_driven,-6,0.00,0,REAL_from_getTargetCellID
720,1777177059,8,4,2,COMPLETED,1,SINR,9.0000,37.0000,0.9333,1,7,28.00,4.00,28,-0.8571,0.0,0.0,NUE_fallback,-21.0000,7.0000,0.2224,20.0475,0.0174,0.4859,-0.8462,-8.4618,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-8.2394,HO_APPROVED__RSRPpilot_T_wins,35.0,NCL_PASSED__load_below_50pct,5.0,LOAD_INCREASED__SINR_driven,-6,11.00,1,REAL_from_getTargetCellID
721,1777177060,15,5,6,COMMAND_SENT,0,SINR,20.0000,18.0000,-0.0667,4,2,7.00,14.00,28,0.2500,0.0,0.0,NUE_fallback,-10.0000,-12.0000,0.7000,0.8833,0.3015,0.2120,-0.3183,-3.1828,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-2.4828,HO_APPROVED__RSRPpilot_T_wins,10.0,NCL_PASSED__load_below_50pct,20.0,LOAD_REDUCED__good_LB,2,0.00,0,REAL_from_getTargetCellID
722,1777177073,15,5,6,COMPLETED,1,SINR,20.0000,18.0000,-0.0667,4,2,7.00,14.00,28,0.2500,0.0,0.0,NUE_fallback,-10.0000,-12.0000,0.7000,0.8833,0.3015,0.2120,-0.3183,-3.1828,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-2.4828,HO_APPROVED__RSRPpilot_T_wins,10.0,NCL_PASSED__load_below_50pct,20.0,LOAD_REDUCED__good_LB,2,13.00,1,REAL_from_getTargetCellID
723,1777177074,5,2,3,COMMAND_SENT,0,SINR,17.0000,13.0000,-0.1333,8,3,3.50,9.33,28,0.2083,0.0,0.0,NUE_fallback,-13.0000,-17.0000,0.1754,0.1862,0.2984,0.2084,-0.4269,-4.2688,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-4.0934,HO_APPROVED__RSRPpilot_T_wins,15.0,NCL_PASSED__load_below_50pct,40.0,LOAD_REDUCED__good_LB,5,0.00,0,REAL_from_getTargetCellID
724,1777177087,5,2,3,COMPLETED,1,SINR,17.0000,13.0000,-0.1333,8,3,3.50,9.33,28,0.2083,0.0,0.0,NUE_fallback,-13.0000,-17.0000,0.1754,0.1862,0.2984,0.2084,-0.4269,-4.2688,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-4.0934,HO_APPROVED__RSRPpilot_T_wins,15.0,NCL_PASSED__load_below_50pct,40.0,LOAD_REDUCED__good_LB,5,13.00,1,REAL_from_getTargetCellID
725,1777177088,13,8,3,COMMAND_SENT,0,SINR,9.0000,13.0000,0.1333,1,4,28.00,7.00,28,-0.7500,0.0,0.0,NUE_fallback,-21.0000,-17.0000,0.2224,0.1397,0.2207,0.4456,-0.4084,-4.0835,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-3.8611,HO_APPROVED__RSRPpilot_T_wins,20.0,NCL_PASSED__load_below_50pct,5.0,LOAD_INCREASED__SINR_driven,-3,0.00,0,REAL_from_getTargetCellID
726,1777177101,13,8,3,COMPLETED,1,SINR,9.0000,13.0000,0.1333,1,4,28.00,7.00,28,-0.7500,0.0,0.0,NUE_fallback,-21.0000,-17.0000,0.2224,0.1397,0.2207,0.4456,-0.4084,-4.0835,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-3.8611,HO_APPROVED__RSRPpilot_T_wins,20.0,NCL_PASSED__load_below_50pct,5.0,LOAD_INCREASED__SINR_driven,-3,13.00,1,REAL_from_getTargetCellID
727,1777177102,15,6,5,COMMAND_SENT,0,SINR,7.0000,20.0000,0.4333,3,3,9.33,9.33,28,0.0000,0.0,0.0,NUE_fallback,-23.0000,-10.0000,0.0468,0.9333,0.1723,0.3041,-0.3032,-3.0320,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-2.9852,HO_APPROVED__RSRPpilot_T_wins,15.0,NCL_PASSED__load_below_50pct,15.0,EQUAL_LOAD__neutral,0,0.00,0,REAL_from_getTargetCellID
728,1777177115,15,6,5,COMPLETED,1,SINR,7.0000,20.0000,0.4333,3,3,9.33,9.33,28,0.0000,0.0,0.0,NUE_fallback,-23.0000,-10.0000,0.0468,0.9333,0.1723,0.3041,-0.3032,-3.0320,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-2.9852,HO_APPROVED__RSRPpilot_T_wins,15.0,NCL_PASSED__load_below_50pct,15.0,EQUAL_LOAD__neutral,0,13.00,1,REAL_from_getTargetCellID
729,1777177120,4,2,7,COMMAND_SENT,0,SINR,23.0000,16.0000,-0.2333,7,2,4.00,14.00,28,0.3571,0.0,0.0,NUE_fallback,-7.0000,-14.0000,0.7981,0.5574,0.3235,0.1686,-0.4905,-4.9048,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-4.1067,HO_APPROVED__RSRPpilot_T_wins,10.0,NCL_PASSED__load_below_50pct,35.0,LOAD_REDUCED__good_LB,5,0.00,0,REAL_from_getTargetCellID
730,1777177128,4,2,7,COMPLETED,1,SINR,23.0000,16.0000,-0.2333,7,2,4.00,14.00,28,0.3571,0.0,0.0,NUE_fallback,-7.0000,-14.0000,0.7981,0.5574,0.3235,0.1686,-0.4905,-4.9048,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-4.1067,HO_APPROVED__RSRPpilot_T_wins,10.0,NCL_PASSED__load_below_50pct,35.0,LOAD_REDUCED__good_LB,5,8.00,1,REAL_from_getTargetCellID
731,1777177128,8,2,4,COMMAND_SENT,0,SINR,23.0000,9.0000,-0.4667,6,1,4.67,28.00,28,0.8333,0.0,0.0,NUE_fallback,-7.0000,-21.0000,0.9311,0.2224,0.4153,0.0472,-0.6371,-6.3711,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-5.4400,HO_APPROVED__RSRPpilot_T_wins,0.0,NCL_PASSED__load_below_50pct,30.0,LOAD_REDUCED__good_LB,5,0.00,0,REAL_from_getTargetCellID
732,1777177142,8,2,4,COMPLETED,1,SINR,23.0000,9.0000,-0.4667,6,1,4.67,28.00,28,0.8333,0.0,0.0,NUE_fallback,-7.0000,-21.0000,0.9311,0.2224,0.4153,0.0472,-0.6371,-6.3711,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-5.4400,HO_APPROVED__RSRPpilot_T_wins,0.0,NCL_PASSED__load_below_50pct,30.0,LOAD_REDUCED__good_LB,5,14.00,1,REAL_from_getTargetCellID
733,1777177144,13,3,2,COMMAND_SENT,0,SINR,13.0000,15.0000,0.0667,5,5,5.60,5.60,28,0.0000,0.0,0.0,NUE_fallback,-17.0000,-15.0000,0.1117,0.1771,0.2877,0.3083,-0.1062,-1.0619,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-0.9501,HO_APPROVED__RSRPpilot_T_wins,25.0,NCL_PASSED__load_below_50pct,25.0,EQUAL_LOAD__neutral,0,0.00,0,REAL_from_getTargetCellID
734,1777177157,13,3,2,COMPLETED,1,SINR,13.0000,15.0000,0.0667,5,5,5.60,5.60,28,0.0000,0.0,0.0,NUE_fallback,-17.0000,-15.0000,0.1117,0.1771,0.2877,0.3083,-0.1062,-1.0619,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-0.9501,HO_APPROVED__RSRPpilot_T_wins,25.0,NCL_PASSED__load_below_50pct,25.0,EQUAL_LOAD__neutral,0,13.00,1,REAL_from_getTargetCellID
735,1777177158,4,7,2,COMMAND_SENT,0,SINR,5.0000,23.0000,0.6000,3,6,9.33,4.67,28,-0.1667,0.0,0.0,NUE_fallback,-25.0000,-7.0000,0.0295,0.9311,0.1142,0.3331,-0.5042,-5.0421,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-5.0125,HO_APPROVED__RSRPpilot_T_wins,30.0,NCL_PASSED__load_below_50pct,15.0,LOAD_INCREASED__SINR_driven,-3,0.00,0,REAL_from_getTargetCellID
736,1777177171,4,7,2,COMPLETED,1,SINR,5.0000,23.0000,0.6000,3,6,9.33,4.67,28,-0.1667,0.0,0.0,NUE_fallback,-25.0000,-7.0000,0.0295,0.9311,0.1142,0.3331,-0.5042,-5.0421,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-5.0125,HO_APPROVED__RSRPpilot_T_wins,30.0,NCL_PASSED__load_below_50pct,15.0,LOAD_INCREASED__SINR_driven,-3,13.00,1,REAL_from_getTargetCellID
737,1777177172,5,3,2,COMMAND_SENT,0,SINR,13.0000,17.0000,0.1333,4,7,7.00,4.00,28,-0.1071,0.0,0.0,NUE_fallback,-17.0000,-13.0000,0.1397,0.2005,0.2253,0.2878,-0.4259,-4.2585,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-4.1189,HO_APPROVED__RSRPpilot_T_wins,35.0,NCL_PASSED__load_below_50pct,20.0,LOAD_INCREASED__SINR_driven,-3,0.00,0,REAL_from_getTargetCellID
738,1777177184,5,3,2,COMPLETED,1,SINR,13.0000,17.0000,0.1333,4,7,7.00,4.00,28,-0.1071,0.0,0.0,NUE_fallback,-17.0000,-13.0000,0.1397,0.2005,0.2253,0.2878,-0.4259,-4.2585,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-4.1189,HO_APPROVED__RSRPpilot_T_wins,35.0,NCL_PASSED__load_below_50pct,20.0,LOAD_INCREASED__SINR_driven,-3,12.00,1,REAL_from_getTargetCellID
739,1777177184,8,4,2,COMMAND_SENT,0,SINR,9.0000,23.0000,0.4667,1,8,28.00,3.50,28,-0.8750,0.0,0.0,NUE_fallback,-21.0000,-7.0000,0.2224,0.6983,0.1238,0.4354,-0.7190,-7.1895,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-6.9671,HO_APPROVED__RSRPpilot_T_wins,40.0,NCL_PASSED__load_below_50pct,5.0,LOAD_INCREASED__SINR_driven,-7,0.00,0,REAL_from_getTargetCellID
740,1777177198,8,4,2,COMPLETED,1,SINR,9.0000,23.0000,0.4667,1,8,28.00,3.50,28,-0.8750,0.0,0.0,NUE_fallback,-21.0000,-7.0000,0.2224,0.6983,0.1238,0.4354,-0.7190,-7.1895,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-6.9671,HO_APPROVED__RSRPpilot_T_wins,40.0,NCL_PASSED__load_below_50pct,5.0,LOAD_INCREASED__SINR_driven,-7,14.00,1,REAL_from_getTargetCellID
741,1777177198,13,2,3,COMMAND_SENT,0,SINR,16.0000,13.0000,-0.1000,9,3,3.11,9.33,28,0.2222,0.0,0.0,NUE_fallback,-14.0000,-17.0000,0.1239,0.1862,0.3450,0.2440,-0.1078,-1.0784,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-0.9546,HO_APPROVED__RSRPpilot_T_wins,15.0,NCL_PASSED__load_below_50pct,45.0,LOAD_REDUCED__good_LB,6,0.00,0,REAL_from_getTargetCellID
