ho_number,sim_time_sec,ue_id,from_cell,to_cell,event,executed_ok,trigger_type,serving_SINR_dB,target_SINR_dB,f_gamma_Eq5,serving_NUEs,target_NUEs,PRBs_per_UE_serving,PRBs_per_UE_target,TOTAL_PRB,f_PRB_Eq6,RRU_PrbUsedDl_serving_pct,RRU_PrbUsedDl_target_pct,PRB_source,RSRP_serving_dBm,RSRP_target_dBm,RSRPpilot_serving,RSRPpilot_target,Omega_gamma_Eq2,Omega_PRB_Eq3,fWF_Eq1,delta_HOM_Eq8,delta_HOM_case,Algo1_threshold,Algo1_HO_decision,NCL_target_load_pct,NCL_gate_result,serving_cell_load_pct,load_balance_result,load_diff_ues,latency_sec,ho_success,data_source
228,1777173589,7,2,8,COMPLETED,1,SINR,23.0000,20.0000,-0.1000,7,2,4.00,14.00,28,0.3571,0.0,0.0,NUE_fallback,-7.0000,-10.0000,0.7981,1.4000,0.3027,0.1769,-0.4312,-4.3120,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-3.5139,HO_APPROVED__RSRPpilot_T_wins,10.0,NCL_PASSED__load_below_50pct,35.0,LOAD_REDUCED__good_LB,5,11.00,1,REAL_from_getTargetCellID
229,1777173590,14,8,7,COMMAND_SENT,0,SINR,8.0000,9.0000,0.0333,3,1,9.33,28.00,28,0.6667,0.0,0.0,NUE_fallback,-22.0000,-21.0000,0.0589,0.2224,0.4339,0.1496,0.1442,1.4424,Case1_both_same_side_gth__DHOM=HOM_x_fWF,1.5013,HO_BLOCKED__serving_still_preferred,5.0,NCL_PASSED__load_below_50pct,15.0,LOAD_REDUCED__good_LB,2,0.00,0,REAL_from_getTargetCellID
230,1777173603,14,8,7,COMPLETED,1,SINR,8.0000,9.0000,0.0333,3,1,9.33,28.00,28,0.6667,0.0,0.0,NUE_fallback,-22.0000,-21.0000,0.0589,0.2224,0.4339,0.1496,0.1442,1.4424,Case1_both_same_side_gth__DHOM=HOM_x_fWF,1.5013,HO_BLOCKED__serving_still_preferred,5.0,NCL_PASSED__load_below_50pct,15.0,LOAD_REDUCED__good_LB,2,13.00,1,REAL_from_getTargetCellID
231,1777173604,19,3,4,COMMAND_SENT,0,SINR,8.0000,6.0000,-0.0667,4,1,7.00,28.00,28,0.7500,0.0,0.0,NUE_fallback,-22.0000,-24.0000,0.0442,0.1115,0.4305,0.1009,-0.0284,-0.2843,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-0.2401,HO_APPROVED__RSRPpilot_T_wins,0.0,NCL_PASSED__load_below_50pct,20.0,LOAD_REDUCED__good_LB,3,0.00,0,REAL_from_getTargetCellID
232,1777173617,19,3,4,COMPLETED,1,SINR,8.0000,6.0000,-0.0667,4,1,7.00,28.00,28,0.7500,0.0,0.0,NUE_fallback,-22.0000,-24.0000,0.0442,0.1115,0.4305,0.1009,-0.0284,-0.2843,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-0.2401,HO_APPROVED__RSRPpilot_T_wins,0.0,NCL_PASSED__load_below_50pct,20.0,LOAD_REDUCED__good_LB,3,13.00,1,REAL_from_getTargetCellID
233,1777173618,5,3,2,COMMAND_SENT,0,SINR,22.0000,33.0000,0.3667,3,6,9.33,4.67,28,-0.1667,0.0,0.0,NUE_fallback,-8.0000,3.0000,1.4792,9.3112,0.1724,0.3176,-0.4349,-4.3489,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-2.8696,HO_APPROVED__RSRPpilot_T_wins,30.0,NCL_PASSED__load_below_50pct,15.0,LOAD_INCREASED__SINR_driven,-3,0.00,0,REAL_from_getTargetCellID
234,1777173631,5,3,2,COMPLETED,1,SINR,22.0000,33.0000,0.3667,3,6,9.33,4.67,28,-0.1667,0.0,0.0,NUE_fallback,-8.0000,3.0000,1.4792,9.3112,0.1724,0.3176,-0.4349,-4.3489,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-2.8696,HO_APPROVED__RSRPpilot_T_wins,30.0,NCL_PASSED__load_below_50pct,15.0,LOAD_INCREASED__SINR_driven,-3,13.00,1,REAL_from_getTargetCellID
235,1777173632,13,7,2,COMMAND_SENT,0,SINR,12.0000,17.0000,0.1667,2,7,14.00,4.00,28,-0.3571,0.0,0.0,NUE_fallback,-18.0000,-13.0000,0.2219,0.2005,0.2380,0.3877,-0.2149,-2.1494,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-1.9275,HO_APPROVED__RSRPpilot_T_wins,35.0,NCL_PASSED__load_below_50pct,10.0,LOAD_INCREASED__SINR_driven,-5,0.00,0,REAL_from_getTargetCellID
236,1777173645,13,7,2,COMPLETED,1,SINR,12.0000,17.0000,0.1667,2,7,14.00,4.00,28,-0.3571,0.0,0.0,NUE_fallback,-18.0000,-13.0000,0.2219,0.2005,0.2380,0.3877,-0.2149,-2.1494,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-1.9275,HO_APPROVED__RSRPpilot_T_wins,35.0,NCL_PASSED__load_below_50pct,10.0,LOAD_INCREASED__SINR_driven,-5,13.00,1,REAL_from_getTargetCellID
237,1777173648,3,2,6,COMMAND_SENT,0,SINR,26.0000,16.0000,-0.3333,8,2,3.50,14.00,28,0.3750,0.0,0.0,NUE_fallback,-4.0000,-14.0000,1.3934,0.5574,0.3469,0.1626,-0.4890,-4.8898,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-3.4964,HO_APPROVED__RSRPpilot_T_wins,10.0,NCL_PASSED__load_below_50pct,40.0,LOAD_REDUCED__good_LB,6,0.00,0,REAL_from_getTargetCellID
238,1777173659,3,2,6,COMPLETED,1,SINR,26.0000,16.0000,-0.3333,8,2,3.50,14.00,28,0.3750,0.0,0.0,NUE_fallback,-4.0000,-14.0000,1.3934,0.5574,0.3469,0.1626,-0.4890,-4.8898,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-3.4964,HO_APPROVED__RSRPpilot_T_wins,10.0,NCL_PASSED__load_below_50pct,40.0,LOAD_REDUCED__good_LB,6,11.00,1,REAL_from_getTargetCellID
239,1777173660,8,2,7,COMMAND_SENT,0,SINR,24.0000,11.0000,-0.4333,7,1,4.00,28.00,28,0.8571,0.0,0.0,NUE_fallback,-6.0000,-19.0000,1.0048,0.3525,0.4126,0.0411,-0.6341,-6.3409,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-5.3362,HO_APPROVED__RSRPpilot_T_wins,5.0,NCL_PASSED__load_below_50pct,35.0,LOAD_REDUCED__good_LB,6,0.00,0,REAL_from_getTargetCellID
240,1777173673,8,2,7,COMPLETED,1,SINR,24.0000,11.0000,-0.4333,7,1,4.00,28.00,28,0.8571,0.0,0.0,NUE_fallback,-6.0000,-19.0000,1.0048,0.3525,0.4126,0.0411,-0.6341,-6.3409,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-5.3362,HO_APPROVED__RSRPpilot_T_wins,5.0,NCL_PASSED__load_below_50pct,35.0,LOAD_REDUCED__good_LB,6,13.00,1,REAL_from_getTargetCellID
241,1777173674,7,8,2,COMMAND_SENT,0,SINR,8.0000,37.0000,0.9667,2,6,14.00,4.67,28,-0.3333,0.0,0.0,NUE_fallback,-22.0000,7.0000,0.0883,23.3887,0.0102,0.4092,-0.6442,-6.4420,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-6.3536,HO_APPROVED__RSRPpilot_T_wins,30.0,NCL_PASSED__load_below_50pct,10.0,LOAD_INCREASED__SINR_driven,-4,0.00,0,REAL_from_getTargetCellID
242,1777173687,7,8,2,COMPLETED,1,SINR,8.0000,37.0000,0.9667,2,6,14.00,4.67,28,-0.3333,0.0,0.0,NUE_fallback,-22.0000,7.0000,0.0883,23.3887,0.0102,0.4092,-0.6442,-6.4420,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-6.3536,HO_APPROVED__RSRPpilot_T_wins,30.0,NCL_PASSED__load_below_50pct,10.0,LOAD_INCREASED__SINR_driven,-4,13.00,1,REAL_from_getTargetCellID
243,1777173688,19,4,3,COMMAND_SENT,0,SINR,5.0000,8.0000,0.1000,1,2,28.00,14.00,28,-0.5000,0.0,0.0,NUE_fallback,-25.0000,-22.0000,0.0885,0.0883,0.2527,0.4212,-0.2378,-2.3781,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-2.2895,HO_APPROVED__RSRPpilot_T_wins,10.0,NCL_PASSED__load_below_50pct,5.0,LOAD_INCREASED__SINR_driven,-1,0.00,0,REAL_from_getTargetCellID
244,1777173701,19,4,3,COMPLETED,1,SINR,5.0000,8.0000,0.1000,1,2,28.00,14.00,28,-0.5000,0.0,0.0,NUE_fallback,-25.0000,-22.0000,0.0885,0.0883,0.2527,0.4212,-0.2378,-2.3781,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-2.2895,HO_APPROVED__RSRPpilot_T_wins,10.0,NCL_PASSED__load_below_50pct,5.0,LOAD_INCREASED__SINR_driven,-1,13.00,1,REAL_from_getTargetCellID
245,1777173702,3,6,2,COMMAND_SENT,0,SINR,5.0000,40.0000,1.0000,3,7,9.33,4.00,28,-0.1905,0.0,0.0,NUE_fallback,-25.0000,10.0000,0.0295,40.0000,0.0032,0.3858,-0.6112,-6.1123,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-6.0828,HO_APPROVED__RSRPpilot_T_wins,35.0,NCL_PASSED__load_below_50pct,15.0,LOAD_INCREASED__SINR_driven,-4,0.00,0,REAL_from_getTargetCellID
246,1777173715,3,6,2,COMPLETED,1,SINR,5.0000,40.0000,1.0000,3,7,9.33,4.00,28,-0.1905,0.0,0.0,NUE_fallback,-25.0000,10.0000,0.0295,40.0000,0.0032,0.3858,-0.6112,-6.1123,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-6.0828,HO_APPROVED__RSRPpilot_T_wins,35.0,NCL_PASSED__load_below_50pct,15.0,LOAD_INCREASED__SINR_driven,-4,13.00,1,REAL_from_getTargetCellID
247,1777173716,13,2,4,COMMAND_SENT,0,SINR,18.0000,9.0000,-0.3000,8,1,3.50,28.00,28,0.8750,0.0,0.0,NUE_fallback,-12.0000,-21.0000,0.2208,0.2224,0.4753,0.0457,-0.2513,-2.5126,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-2.2918,HO_APPROVED__RSRPpilot_T_wins,0.0,NCL_PASSED__load_below_50pct,40.0,LOAD_REDUCED__good_LB,7,0.00,0,REAL_from_getTargetCellID
248,1777173729,13,2,4,COMPLETED,1,SINR,18.0000,9.0000,-0.3000,8,1,3.50,28.00,28,0.8750,0.0,0.0,NUE_fallback,-12.0000,-21.0000,0.2208,0.2224,0.4753,0.0457,-0.2513,-2.5126,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-2.2918,HO_APPROVED__RSRPpilot_T_wins,0.0,NCL_PASSED__load_below_50pct,40.0,LOAD_REDUCED__good_LB,7,13.00,1,REAL_from_getTargetCellID
249,1777173732,19,3,4,COMMAND_SENT,0,SINR,8.0000,5.0000,-0.1000,3,1,9.33,28.00,28,0.6667,0.0,0.0,NUE_fallback,-22.0000,-25.0000,0.0589,0.0885,0.4240,0.1285,-0.0288,-0.2875,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-0.2287,HO_APPROVED__RSRPpilot_T_wins,5.0,NCL_PASSED__load_below_50pct,15.0,LOAD_REDUCED__good_LB,2,0.00,0,REAL_from_getTargetCellID
250,1777173744,19,3,4,COMPLETED,1,SINR,8.0000,5.0000,-0.1000,3,1,9.33,28.00,28,0.6667,0.0,0.0,NUE_fallback,-22.0000,-25.0000,0.0589,0.0885,0.4240,0.1285,-0.0288,-0.2875,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-0.2287,HO_APPROVED__RSRPpilot_T_wins,5.0,NCL_PASSED__load_below_50pct,15.0,LOAD_REDUCED__good_LB,2,12.00,1,REAL_from_getTargetCellID
251,1777173746,14,7,8,COMMAND_SENT,0,SINR,7.0000,8.0000,0.0333,2,1,14.00,28.00,28,0.5000,0.0,0.0,NUE_fallback,-23.0000,-22.0000,0.0702,0.1767,0.4037,0.2088,0.1458,1.4580,Case1_both_same_side_gth__DHOM=HOM_x_fWF,1.5282,HO_BLOCKED__serving_still_preferred,5.0,NCL_PASSED__load_below_50pct,10.0,LOAD_REDUCED__good_LB,1,0.00,0,REAL_from_getTargetCellID
252,1777173759,14,7,8,COMPLETED,1,SINR,7.0000,8.0000,0.0333,2,1,14.00,28.00,28,0.5000,0.0,0.0,NUE_fallback,-23.0000,-22.0000,0.0702,0.1767,0.4037,0.2088,0.1458,1.4580,Case1_both_same_side_gth__DHOM=HOM_x_fWF,1.5282,HO_BLOCKED__serving_still_preferred,5.0,NCL_PASSED__load_below_50pct,10.0,LOAD_REDUCED__good_LB,1,13.00,1,REAL_from_getTargetCellID
253,1777173760,5,2,3,COMMAND_SENT,0,SINR,20.0000,11.0000,-0.3000,7,2,4.00,14.00,28,0.3571,0.0,0.0,NUE_fallback,-10.0000,-19.0000,0.4000,0.1762,0.3407,0.1685,-0.4705,-4.7054,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-4.3054,HO_APPROVED__RSRPpilot_T_wins,10.0,NCL_PASSED__load_below_50pct,35.0,LOAD_REDUCED__good_LB,5,0.00,0,REAL_from_getTargetCellID
254,1777173773,5,2,3,COMPLETED,1,SINR,20.0000,11.0000,-0.3000,7,2,4.00,14.00,28,0.3571,0.0,0.0,NUE_fallback,-10.0000,-19.0000,0.4000,0.1762,0.3407,0.1685,-0.4705,-4.7054,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-4.3054,HO_APPROVED__RSRPpilot_T_wins,10.0,NCL_PASSED__load_below_50pct,35.0,LOAD_REDUCED__good_LB,5,13.00,1,REAL_from_getTargetCellID
255,1777173776,6,2,5,COMMAND_SENT,0,SINR,24.0000,20.0000,-0.1333,6,4,4.67,7.00,28,0.0833,0.0,0.0,NUE_fallback,-6.0000,-10.0000,1.1722,0.7000,0.2857,0.2311,-0.4619,-4.6185,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-3.4463,HO_APPROVED__RSRPpilot_T_wins,20.0,NCL_PASSED__load_below_50pct,30.0,LOAD_REDUCED__good_LB,2,0.00,0,REAL_from_getTargetCellID
256,1777173787,6,2,5,COMPLETED,1,SINR,24.0000,20.0000,-0.1333,6,4,4.67,7.00,28,0.0833,0.0,0.0,NUE_fallback,-6.0000,-10.0000,1.1722,0.7000,0.2857,0.2311,-0.4619,-4.6185,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-3.4463,HO_APPROVED__RSRPpilot_T_wins,20.0,NCL_PASSED__load_below_50pct,30.0,LOAD_REDUCED__good_LB,2,11.00,1,REAL_from_getTargetCellID
257,1777173788,13,4,2,COMMAND_SENT,0,SINR,0.0000,19.0000,0.6333,2,5,14.00,5.60,28,-0.3000,0.0,0.0,NUE_fallback,-30.0000,-11.0000,0.0140,0.4448,0.1232,0.4367,-0.1896,-1.8960,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-1.8820,HO_APPROVED__RSRPpilot_T_wins,25.0,NCL_PASSED__load_below_50pct,10.0,LOAD_INCREASED__SINR_driven,-3,0.00,0,REAL_from_getTargetCellID
258,1777173801,13,4,2,COMPLETED,1,SINR,0.0000,19.0000,0.6333,2,5,14.00,5.60,28,-0.3000,0.0,0.0,NUE_fallback,-30.0000,-11.0000,0.0140,0.4448,0.1232,0.4367,-0.1896,-1.8960,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-1.8820,HO_APPROVED__RSRPpilot_T_wins,25.0,NCL_PASSED__load_below_50pct,10.0,LOAD_INCREASED__SINR_driven,-3,13.00,1,REAL_from_getTargetCellID
259,1777173802,5,3,2,COMMAND_SENT,0,SINR,11.0000,20.0000,0.3000,3,6,9.33,4.67,28,-0.1667,0.0,0.0,NUE_fallback,-19.0000,-10.0000,0.1175,0.4667,0.1872,0.3120,-0.4331,-4.3308,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-4.2133,HO_APPROVED__RSRPpilot_T_wins,30.0,NCL_PASSED__load_below_50pct,15.0,LOAD_INCREASED__SINR_driven,-3,0.00,0,REAL_from_getTargetCellID
260,1777173816,5,3,2,COMPLETED,1,SINR,11.0000,20.0000,0.3000,3,6,9.33,4.67,28,-0.1667,0.0,0.0,NUE_fallback,-19.0000,-10.0000,0.1175,0.4667,0.1872,0.3120,-0.4331,-4.3308,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-4.2133,HO_APPROVED__RSRPpilot_T_wins,30.0,NCL_PASSED__load_below_50pct,15.0,LOAD_INCREASED__SINR_driven,-3,14.00,1,REAL_from_getTargetCellID
261,1777173818,19,4,3,COMMAND_SENT,0,SINR,4.0000,8.0000,0.1333,1,2,28.00,14.00,28,-0.5000,0.0,0.0,NUE_fallback,-26.0000,-22.0000,0.0703,0.0883,0.2457,0.4252,-0.2328,-2.3281,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-2.2578,HO_APPROVED__RSRPpilot_T_wins,10.0,NCL_PASSED__load_below_50pct,5.0,LOAD_INCREASED__SINR_driven,-1,0.00,0,REAL_from_getTargetCellID
262,1777173830,19,4,3,COMPLETED,1,SINR,4.0000,8.0000,0.1333,1,2,28.00,14.00,28,-0.5000,0.0,0.0,NUE_fallback,-26.0000,-22.0000,0.0703,0.0883,0.2457,0.4252,-0.2328,-2.3281,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-2.2578,HO_APPROVED__RSRPpilot_T_wins,10.0,NCL_PASSED__load_below_50pct,5.0,LOAD_INCREASED__SINR_driven,-1,12.00,1,REAL_from_getTargetCellID
263,1777173832,8,7,2,COMMAND_SENT,0,SINR,0.0000,24.0000,0.8000,1,7,28.00,4.00,28,-0.8571,0.0,0.0,NUE_fallback,-30.0000,-6.0000,0.0280,1.0048,0.0506,0.4696,-0.7929,-7.9293,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-7.9013,HO_APPROVED__RSRPpilot_T_wins,35.0,NCL_PASSED__load_below_50pct,5.0,LOAD_INCREASED__SINR_driven,-6,0.00,0,REAL_from_getTargetCellID
264,1777173845,8,7,2,COMPLETED,1,SINR,0.0000,24.0000,0.8000,1,7,28.00,4.00,28,-0.8571,0.0,0.0,NUE_fallback,-30.0000,-6.0000,0.0280,1.0048,0.0506,0.4696,-0.7929,-7.9293,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-7.9013,HO_APPROVED__RSRPpilot_T_wins,35.0,NCL_PASSED__load_below_50pct,5.0,LOAD_INCREASED__SINR_driven,-6,13.00,1,REAL_from_getTargetCellID
265,1777173846,6,5,2,COMMAND_SENT,0,SINR,9.0000,23.0000,0.4667,5,8,5.60,3.50,28,-0.0750,0.0,0.0,NUE_fallback,-21.0000,-7.0000,0.0445,0.6983,0.1513,0.3050,-0.4508,-4.5079,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-4.4634,HO_APPROVED__RSRPpilot_T_wins,40.0,NCL_PASSED__load_below_50pct,25.0,LOAD_INCREASED__SINR_driven,-3,0.00,0,REAL_from_getTargetCellID
266,1777173859,6,5,2,COMPLETED,1,SINR,9.0000,23.0000,0.4667,5,8,5.60,3.50,28,-0.0750,0.0,0.0,NUE_fallback,-21.0000,-7.0000,0.0445,0.6983,0.1513,0.3050,-0.4508,-4.5079,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-4.4634,HO_APPROVED__RSRPpilot_T_wins,40.0,NCL_PASSED__load_below_50pct,25.0,LOAD_INCREASED__SINR_driven,-3,13.00,1,REAL_from_getTargetCellID
267,1777173860,19,3,4,COMMAND_SENT,0,SINR,8.0000,15.0000,0.2333,3,1,9.33,28.00,28,0.6667,0.0,0.0,NUE_fallback,-22.0000,-15.0000,0.0589,0.8854,0.3391,0.1474,0.0948,0.9478,Case1_both_same_side_gth__DHOM=HOM_x_fWF,1.0067,HO_BLOCKED__serving_still_preferred,0.0,NCL_PASSED__load_below_50pct,15.0,LOAD_REDUCED__good_LB,2,0.00,0,REAL_from_getTargetCellID
268,1777173874,19,3,4,COMPLETED,1,SINR,8.0000,15.0000,0.2333,3,1,9.33,28.00,28,0.6667,0.0,0.0,NUE_fallback,-22.0000,-15.0000,0.0589,0.8854,0.3391,0.1474,0.0948,0.9478,Case1_both_same_side_gth__DHOM=HOM_x_fWF,1.0067,HO_BLOCKED__serving_still_preferred,0.0,NCL_PASSED__load_below_50pct,15.0,LOAD_REDUCED__good_LB,2,14.00,1,REAL_from_getTargetCellID
269,1777173876,15,5,6,COMMAND_SENT,0,SINR,21.0000,20.0000,-0.0333,4,2,7.00,14.00,28,0.2500,0.0,0.0,NUE_fallback,-9.0000,-10.0000,0.8812,1.4000,0.2948,0.2140,-0.3108,-3.1085,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-2.2272,HO_APPROVED__RSRPpilot_T_wins,10.0,NCL_PASSED__load_below_50pct,20.0,LOAD_REDUCED__good_LB,2,0.00,0,REAL_from_getTargetCellID
270,1777173888,15,5,6,COMPLETED,1,SINR,21.0000,20.0000,-0.0333,4,2,7.00,14.00,28,0.2500,0.0,0.0,NUE_fallback,-9.0000,-10.0000,0.8812,1.4000,0.2948,0.2140,-0.3108,-3.1085,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-2.2272,HO_APPROVED__RSRPpilot_T_wins,10.0,NCL_PASSED__load_below_50pct,20.0,LOAD_REDUCED__good_LB,2,12.00,1,REAL_from_getTargetCellID
271,1777173890,14,8,7,COMMAND_SENT,0,SINR,7.0000,6.0000,-0.0333,2,1,14.00,28.00,28,0.5000,0.0,0.0,NUE_fallback,-23.0000,-24.0000,0.0702,0.1115,0.4198,0.2032,0.1148,1.1476,Case1_both_same_side_gth__DHOM=HOM_x_fWF,1.2178,HO_BLOCKED__serving_still_preferred,0.0,NCL_PASSED__load_below_50pct,10.0,LOAD_REDUCED__good_LB,1,0.00,0,REAL_from_getTargetCellID
272,1777173903,14,8,7,COMPLETED,1,SINR,7.0000,6.0000,-0.0333,2,1,14.00,28.00,28,0.5000,0.0,0.0,NUE_fallback,-23.0000,-24.0000,0.0702,0.1115,0.4198,0.2032,0.1148,1.1476,Case1_both_same_side_gth__DHOM=HOM_x_fWF,1.2178,HO_BLOCKED__serving_still_preferred,0.0,NCL_PASSED__load_below_50pct,10.0,LOAD_REDUCED__good_LB,1,13.00,1,REAL_from_getTargetCellID
273,1777173904,3,2,4,COMMAND_SENT,0,SINR,27.0000,11.0000,-0.5333,9,1,3.11,28.00,28,0.8889,0.0,0.0,NUE_fallback,-3.0000,-19.0000,1.5592,0.3525,0.4344,0.0315,-0.6766,-6.7664,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-5.2072,HO_APPROVED__RSRPpilot_T_wins,5.0,NCL_PASSED__load_below_50pct,45.0,LOAD_REDUCED__good_LB,8,0.00,0,REAL_from_getTargetCellID
274,1777173917,3,2,4,COMPLETED,1,SINR,27.0000,11.0000,-0.5333,9,1,3.11,28.00,28,0.8889,0.0,0.0,NUE_fallback,-3.0000,-19.0000,1.5592,0.3525,0.4344,0.0315,-0.6766,-6.7664,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-5.2072,HO_APPROVED__RSRPpilot_T_wins,5.0,NCL_PASSED__load_below_50pct,45.0,LOAD_REDUCED__good_LB,8,13.00,1,REAL_from_getTargetCellID
275,1777173918,5,2,3,COMMAND_SENT,0,SINR,20.0000,11.0000,-0.3000,8,2,3.50,14.00,28,0.3750,0.0,0.0,NUE_fallback,-10.0000,-19.0000,0.3500,0.1762,0.3423,0.1646,-0.4715,-4.7150,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-4.3650,HO_APPROVED__RSRPpilot_T_wins,10.0,NCL_PASSED__load_below_50pct,40.0,LOAD_REDUCED__good_LB,6,0.00,0,REAL_from_getTargetCellID
276,1777173931,5,2,3,COMPLETED,1,SINR,20.0000,11.0000,-0.3000,8,2,3.50,14.00,28,0.3750,0.0,0.0,NUE_fallback,-10.0000,-19.0000,0.3500,0.1762,0.3423,0.1646,-0.4715,-4.7150,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-4.3650,HO_APPROVED__RSRPpilot_T_wins,10.0,NCL_PASSED__load_below_50pct,40.0,LOAD_REDUCED__good_LB,6,13.00,1,REAL_from_getTargetCellID
277,1777173932,13,2,7,COMMAND_SENT,0,SINR,19.0000,11.0000,-0.2667,7,1,4.00,28.00,28,0.8571,0.0,0.0,NUE_fallback,-11.0000,-19.0000,0.3177,0.3525,0.4657,0.0525,-0.2287,-2.2868,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-1.9691,HO_APPROVED__RSRPpilot_T_wins,5.0,NCL_PASSED__load_below_50pct,35.0,LOAD_REDUCED__good_LB,6,0.00,0,REAL_from_getTargetCellID
278,1777173945,13,2,7,COMPLETED,1,SINR,19.0000,11.0000,-0.2667,7,1,4.00,28.00,28,0.8571,0.0,0.0,NUE_fallback,-11.0000,-19.0000,0.3177,0.3525,0.4657,0.0525,-0.2287,-2.2868,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-1.9691,HO_APPROVED__RSRPpilot_T_wins,5.0,NCL_PASSED__load_below_50pct,35.0,LOAD_REDUCED__good_LB,6,13.00,1,REAL_from_getTargetCellID
279,1777173946,19,4,3,COMMAND_SENT,0,SINR,4.0000,8.0000,0.1333,2,3,14.00,9.33,28,-0.1667,0.0,0.0,NUE_fallback,-26.0000,-22.0000,0.0352,0.0589,0.2713,0.3652,-0.0832,-0.8318,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-0.7967,HO_APPROVED__RSRPpilot_T_wins,15.0,NCL_PASSED__load_below_50pct,10.0,LOAD_INCREASED__SINR_driven,-1,0.00,0,REAL_from_getTargetCellID
280,1777173960,19,4,3,COMPLETED,1,SINR,4.0000,8.0000,0.1333,2,3,14.00,9.33,28,-0.1667,0.0,0.0,NUE_fallback,-26.0000,-22.0000,0.0352,0.0589,0.2713,0.3652,-0.0832,-0.8318,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-0.7967,HO_APPROVED__RSRPpilot_T_wins,15.0,NCL_PASSED__load_below_50pct,10.0,LOAD_INCREASED__SINR_driven,-1,14.00,1,REAL_from_getTargetCellID
281,1777173962,5,3,2,COMMAND_SENT,0,SINR,22.0000,33.0000,0.3667,4,6,7.00,4.67,28,-0.0833,0.0,0.0,NUE_fallback,-8.0000,3.0000,1.1094,9.3112,0.1764,0.3018,-0.4160,-4.1596,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-3.0502,HO_APPROVED__RSRPpilot_T_wins,30.0,NCL_PASSED__load_below_50pct,20.0,LOAD_INCREASED__SINR_driven,-2,0.00,0,REAL_from_getTargetCellID
282,1777173974,5,3,2,COMPLETED,1,SINR,22.0000,33.0000,0.3667,4,6,7.00,4.67,28,-0.0833,0.0,0.0,NUE_fallback,-8.0000,3.0000,1.1094,9.3112,0.1764,0.3018,-0.4160,-4.1596,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-3.0502,HO_APPROVED__RSRPpilot_T_wins,30.0,NCL_PASSED__load_below_50pct,20.0,LOAD_INCREASED__SINR_driven,-2,12.00,1,REAL_from_getTargetCellID
283,1777173976,3,4,2,COMMAND_SENT,0,SINR,1.0000,41.0000,1.0000,1,7,28.00,4.00,28,-0.8571,0.0,0.0,NUE_fallback,-29.0000,11.0000,0.0352,50.3570,0.0027,0.4949,-0.8664,-8.6641,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-8.6289,HO_APPROVED__RSRPpilot_T_wins,35.0,NCL_PASSED__load_below_50pct,5.0,LOAD_INCREASED__SINR_driven,-6,0.00,0,REAL_from_getTargetCellID
