SessionID,ElapsedTime,Node,CellID,Level,SNR,Qual,CQI,SecondCell_RSRP,SecondCell_SNR,NRxLev1,NQual1,Speed,DL_bitrate,UL_bitrate,BANDWIDTH,Bearing,RSRQ
5,12.4,13,4,-120,5,-134,7,-130,0,20,-91,125,0.408,0,100,90,-134
6,12.5,14,4,-113.012,6,-126.012,9,-123.012,1,26.9875,-83.0125,130,0.272,0,100,90,-126.012
7,12.6,15,4,-119.434,14,-135.434,11,-129.434,9,20.5665,-92.4335,120,0.4,0,100,270,-135.434
8,12.7,16,5,-117.421,13,-130.421,11,-127.421,8,22.5791,-87.4209,125,0.272,0,100,270,-130.421
10,12.7072,9,5,-999,-999,-999,0,0,0,0,0,0,0,0,100,0,0,SECONDARY_CHANGE
9,12.8,17,6,-100.86,11,-113.86,11,-110.86,6,39.1398,-70.8602,130,0.4,0,100,270,-113.86
10,12.9,18,5,-97.8434,5,-111.843,7,-107.843,0,42.1566,-68.8434,120,0.192,0,100,270,-111.843
8,12.9072,7,4,-999,-999,-999,0,0,0,0,0,0,0,0,100,0,0,SECONDARY_CHANGE
4,12.9072,3,5,-999,-999,-999,0,0,0,0,0,0,0,0,100,0,0,SECONDARY_CHANGE
1,13,9,4,-120,11,-134,11,-130,6,20,-91,120,0.28,0,100,90,-134
2,13.1,10,5,-88.6539,17,-100.654,13,-98.6539,12,51.3461,-57.6539,125,0.216,0,100,90,-100.654
1,13.1072,0,5,-999,-999,-999,0,0,0,0,0,0,0,0,100,0,0,SECONDARY_CHANGE
2,13.1072,1,6,-999,-999,-999,0,0,0,0,0,0,0,0,100,0,0,SECONDARY_CHANGE
3,13.2,11,6,-114.616,14,-126.616,11,-124.616,9,25.3839,-83.6161,130,0.4,0,100,270,-126.616
4,13.3,12,5,-98.1866,7,-115.187,9,-108.187,2,41.8134,-72.1866,120,0.256,0,100,90,-115.187
5,13.4,13,4,-110.44,14,-126.44,11,-120.44,9,29.5597,-83.4403,125,0.4,0,100,90,-126.44
6,13.5,14,4,-88.6877,10,-102.688,9,-98.6877,5,51.3123,-59.6877,130,0.4,0,100,90,-102.688
7,13.6,15,4,-120,11,-137,11,-130,6,20,-94,120,0.4,0,100,90,-137
8,13.7,16,4,-108.191,7,-121.191,9,-118.191,2,31.8094,-78.1906,125,0.352,0,100,90,-121.191
9,13.8,17,6,-120,14,-133,11,-130,9,20,-90,130,0.36,0,100,270,-133
