time_sec,ue_id,from_cell,to_cell,event,executed_ok
38.7953,1,6,5,START,0
38.797,1,6,5,SUCCESS,1
39.832,4,5,4,START,0
39.8338,4,5,4,SUCCESS,1
40.0338,19,7,8,START,0
40.0355,19,7,8,SUCCESS,1
40.503,7,3,8,START,0
40.5048,7,3,8,SUCCESS,1
41.0325,3,2,4,START,0
41.0343,3,2,4,SUCCESS,1
41.3796,9,8,2,START,0
41.3813,9,8,2,SUCCESS,1
41.8542,10,2,7,START,0
41.856,10,2,7,SUCCESS,1
42.7052,8,2,6,START,0
42.707,8,2,6,SUCCESS,1
42.785,15,3,4,START,0
42.7868,15,3,4,SUCCESS,1
42.9524,12,6,2,START,0
42.954,12,6,2,SUCCESS,1
42.981,6,8,7,START,0
42.9828,6,8,7,SUCCESS,1
43.181,13,7,6,START,0
43.1828,13,7,6,SUCCESS,1
43.8065,14,2,5,START,0
43.8083,14,2,5,SUCCESS,1
43.881,11,5,2,START,0
43.8828,11,5,2,SUCCESS,1
45.0335,19,8,3,START,0
45.0353,19,8,3,SUCCESS,1
45.5305,17,7,2,START,0
45.5323,17,7,2,SUCCESS,1
46.081,3,4,2,START,0
46.0828,3,4,2,SUCCESS,1
46.354,9,2,5,START,0
46.3558,9,2,5,SUCCESS,1
46.5302,4,4,3,START,0
46.532,4,4,3,SUCCESS,1
46.8545,10,7,6,START,0
46.8563,10,7,6,SUCCESS,1
47.709,8,6,5,START,0
47.7108,8,6,5,SUCCESS,1
47.7305,18,2,6,START,0
47.7323,18,2,6,SUCCESS,1
47.781,1,5,6,START,0
47.7828,1,5,6,SUCCESS,1
48.054,12,2,8,START,0
48.0555,6,7,6,START,0
48.0558,12,2,8,SUCCESS,1
48.0573,6,7,6,SUCCESS,1
48.306,13,6,7,START,0
48.3078,13,6,7,SUCCESS,1
48.8338,5,3,4,START,0
48.8355,5,3,4,SUCCESS,1
48.9045,11,2,8,START,0
48.9063,11,2,8,SUCCESS,1
49.335,15,4,5,START,0
49.3368,15,4,5,SUCCESS,1
49.9342,2,2,8,START,0
49.9358,2,2,8,SUCCESS,1
50.1347,19,3,4,START,0
50.1365,19,3,4,SUCCESS,1
50.5042,17,2,8,START,0
50.506,17,2,8,SUCCESS,1
50.581,16,3,2,START,0
50.5828,16,3,2,SUCCESS,1
51.2298,3,2,4,START,0
51.2315,3,2,4,SUCCESS,1
51.4815,9,5,6,START,0
51.4833,9,5,6,SUCCESS,1
51.5807,4,3,4,START,0
51.5825,4,3,4,SUCCESS,1
52.4858,14,5,6,START,0
52.4875,14,5,6,SUCCESS,1
52.8043,8,5,4,START,0
52.806,8,5,4,SUCCESS,1
53.1852,12,8,7,START,0
53.187,12,8,7,SUCCESS,1
53.6804,6,6,5,START,0
53.682,6,6,5,SUCCESS,1
53.685,10,6,7,START,0
53.6868,10,6,7,SUCCESS,1
54.3837,15,5,6,START,0
54.3855,15,5,6,SUCCESS,1
54.3918,11,8,3,START,0
54.3935,11,8,3,SUCCESS,1
54.6908,18,6,5,START,0
54.6925,18,6,5,SUCCESS,1
54.9855,2,8,7,START,0
54.9873,2,8,7,SUCCESS,1
55.2337,19,4,2,START,0
55.2355,19,4,2,SUCCESS,1
55.4322,7,8,3,START,0
55.434,7,8,3,SUCCESS,1
55.603,16,2,5,START,0
55.6037,17,8,7,START,0
55.6048,16,2,5,SUCCESS,1
55.6055,17,8,7,SUCCESS,1
56.3663,3,4,2,START,0
56.368,3,4,2,SUCCESS,1
56.5928,4,4,5,START,0
56.5945,4,4,5,SUCCESS,1
57.2448,13,7,6,START,0
57.2465,13,7,6,SUCCESS,1
58.2442,12,7,8,START,0
58.246,12,7,8,SUCCESS,1
58.541,1,6,5,START,0
58.5428,1,6,5,SUCCESS,1
58.629,10,7,8,START,0
58.6308,10,7,8,SUCCESS,1
58.637,9,6,7,START,0
58.6388,9,6,7,SUCCESS,1
58.6814,14,6,5,START,0
58.683,14,6,5,SUCCESS,1
59.294,8,4,5,START,0
59.2958,8,4,5,SUCCESS,1
59.4825,15,6,7,START,0
59.4843,15,6,7,SUCCESS,1
