Time,IMSI,Level,Qual,SNR,CQI,SecondCell_RSRP,SecondCell_SNR,NRxLev1,NQual1,Speed,DL_bitrate,UL_bitrate,BANDWIDTH,serving_cell,best_neigh_cell
0.55,1,-62.958,0,37.042,15,-93.7556,6.24436,-93.7556,0,55,0,0,20,5,4
0.55,8,-66.1338,0,33.8662,15,-92.3552,7.64479,-92.3552,0,130,22528,25376,20,5,6
0.55,11,-49.9953,0,50.0047,15,-96.3389,3.66105,-96.3389,0,90,0,0,20,5,6
0.55,12,-54.3314,0,45.6686,15,-92.7658,7.23419,-92.7658,0,45,0,0,20,5,2
0.55,13,-56.6354,0,43.3646,15,-95.7075,4.2925,-95.7075,0,22,0,0,20,5,6
0.55,14,-43.9316,0,56.0684,15,-94.8782,5.12179,-94.8782,0,35,0,0,20,6,5
0.55,15,-87.9675,0,12.0325,8.19657,-98.1723,1.82773,-98.1723,0,120,0,0,20,6,7
0.55,16,-75.5971,0,24.4029,13.8195,-90.7491,9.25091,-90.7491,0,60,0,0,20,6,5
0.55,17,-79.9541,0,20.0459,11.8391,-85.2975,14.7025,-85.2975,0,20,0,0,20,7,2
0.55,18,-75.7326,0,24.2674,13.7579,-86.3096,13.6904,-86.3096,0,15,0,0,20,7,6
0.55,19,-53.6255,0,46.3745,15,-93.0199,6.98007,-93.0199,0,105,0,0,20,7,6
0.55,20,-76.7049,0,23.2951,13.316,-90.9285,9.07149,-90.9285,0,25,0,0,20,8,3
0.6,2,-50.6952,0,49.3048,15,-93.3545,6.64553,-93.3545,0,30,112640,111264,20,2,8
0.6,3,-66.2163,0,33.7837,15,-90.3193,9.68067,-90.3193,0,18,0,0,20,2,5
0.6,4,-81.4945,0,18.5055,11.1389,-98.0354,1.9646,-98.0354,0,110,88064,85888,20,3,8
0.6,5,-74.834,0,25.166,14.1664,-90.9676,9.03242,-90.9676,0,38,0,0,20,3,4
0.6,6,-38.0896,0,61.9104,15,-95.6261,4.37386,-95.6261,0,65,61440,62464,20,3,8
0.6,7,-75.7636,0,24.2364,13.7438,-79.0804,20.9196,-79.0804,0,60,0,0,20,4,3
0.6,9,-71.2432,0,28.7568,15,-93.0366,6.96341,-93.0366,0,75,0,0,20,4,3
0.6,10,-72.9308,0,27.0692,15,-92.4388,7.56122,-92.4388,0,135,10240,13664,20,4,3
0.6,1,-61.9093,0,38.0907,15,-93.8398,6.1602,-93.8398,0,55,0,0,20,5,4
0.6,8,-66.7607,0,33.2393,15,-92.5758,7.42422,-92.5758,0,130,36864,37088,20,5,6
0.6,11,-48.9026,0,51.0974,15,-96.1624,3.83763,-96.1624,0,90,0,0,20,5,6
0.6,12,-54.1905,0,45.8095,15,-92.8452,7.15476,-92.8452,0,45,0,0,20,5,2
0.6,13,-56.6857,0,43.3143,15,-95.6554,4.34463,-95.6554,0,22,0,0,20,5,6
0.6,14,-44.3151,0,55.6849,15,-94.7878,5.21222,-94.7878,0,35,0,0,20,6,5
0.6,15,-88.4248,0,11.5752,7.98874,-98.3784,1.62164,-98.3784,0,120,0,0,20,6,7
0.6,16,-75.1647,0,24.8353,14.016,-90.9387,9.06128,-90.9387,0,60,0,0,20,6,5
0.6,17,-79.9211,0,20.0789,11.854,-85.2419,14.7581,-85.2419,0,20,0,0,20,7,2
0.6,18,-75.7616,0,24.2384,13.7447,-86.2793,13.7207,-86.2793,0,15,0,0,20,7,6
0.6,19,-53.9398,0,46.0602,15,-93.1439,6.85615,-93.1439,0,105,0,0,20,7,6
0.6,20,-76.7085,0,23.2915,13.3143,-90.9759,9.02411,-90.9759,0,25,0,0,20,8,3
0.65,2,-50.9496,0,49.0504,15,-93.2923,6.70769,-93.2923,0,30,124928,122976,20,2,8
0.65,3,-79.2751,0,20.7249,12.1477,-90.305,9.69501,-90.305,0,18,0,0,20,2,5
0.65,4,-81.5974,0,18.4026,11.0921,-97.7281,2.27187,-97.7281,0,110,100352,97600,20,3,5
0.65,5,-75.1884,0,24.8116,14.0053,-90.8378,9.16218,-90.8378,0,38,0,0,20,3,4
0.65,6,-37.2542,0,62.7458,15,-95.4631,4.53686,-95.4631,0,65,73728,74176,20,3,8
0.65,7,-75.7137,0,24.2863,13.7665,-90.5362,9.46377,-90.5362,0,60,0,0,20,4,3
0.65,9,-56.6233,0,43.3767,15,-92.9901,7.00986,-92.9901,0,75,0,0,20,4,3
0.65,10,-74.3516,0,25.6484,14.3856,-92.1316,7.8684,-92.1316,0,135,22528,25376,20,4,3
0.65,1,-60.8116,0,39.1884,15,-93.5924,6.40757,-93.5924,0,55,0,0,20,5,3
0.65,8,-80.2163,0,19.7837,11.7199,-92.8002,7.19977,-92.8002,0,130,49152,48800,20,5,6
0.65,11,-47.7012,0,52.2988,15,-95.9848,4.01521,-95.9848,0,90,0,0,20,5,6
0.65,12,-54.08,0,45.92,15,-92.925,7.07496,-92.925,0,45,0,0,20,5,2
0.65,13,-56.7415,0,43.2585,15,-95.6031,4.39691,-95.6031,0,22,0,0,20,5,6
0.65,14,-44.7367,0,55.2633,15,-94.6968,5.30315,-94.6968,0,35,0,0,20,6,5
0.65,15,-88.8705,0,11.1295,7.78612,-98.5831,1.41692,-98.5831,0,120,0,0,20,6,7
0.65,16,-74.7291,0,25.2709,14.214,-91.1264,8.87356,-91.1264,0,60,0,0,20,6,5
0.65,17,-79.8894,0,20.1106,11.8685,-89.7063,10.2937,-89.7063,0,20,0,0,20,7,8
0.65,18,-75.7917,0,24.2083,13.7311,-90.8763,9.12371,-90.8763,0,15,0,0,20,7,8
0.65,19,-54.4158,0,45.5842,15,-93.272,6.72803,-93.272,0,105,0,0,20,7,6
0.65,20,-63.437,0,36.563,15,-91.0234,8.97655,-91.0234,0,25,0,0,20,8,3
0.7,2,-51.2025,0,48.7975,15,-93.2302,6.76984,-93.2302,0,30,139264,134688,20,2,8
0.7,3,-79.382,0,20.618,12.0991,-90.2909,9.70912,-90.2909,0,18,0,0,20,2,5
0.7,4,-81.7296,0,18.2704,11.032,-97.713,2.28699,-97.713,0,110,112640,111264,20,3,5
0.7,5,-75.5352,0,24.4648,13.8476,-90.7069,9.29306,-90.7069,0,38,0,0,20,3,4
0.7,6,-37.5282,0,62.4718,15,-95.2984,4.70159,-95.2984,0,65,88064,85888,20,3,8
0.7,7,-75.6835,0,24.3165,13.7802,-90.5548,9.44516,-90.5548,0,60,0,0,20,4,3
0.7,9,-56.0362,0,43.9638,15,-92.9467,7.05331,-92.9467,0,75,0,0,20,4,3
0.7,10,-75.6519,0,24.3481,13.7946,-91.8239,8.17609,-91.8239,0,135,36864,37088,20,4,3
0.7,1,-59.6666,0,40.3334,15,-93.5978,6.40221,-93.5978,0,55,0,0,20,5,3
0.7,8,-80.7933,0,19.2067,11.4576,-93.028,6.97196,-93.028,0,130,61440,62464,20,5,6
0.7,11,-46.387,0,53.613,15,-95.8063,4.19373,-95.8063,0,90,0,0,20,5,6
0.7,12,-54.001,0,45.999,15,-93.0052,6.99481,-93.0052,0,45,10240,13664,20,5,2
0.7,13,-56.8027,0,43.1973,15,-95.5506,4.44935,-95.5506,0,22,0,0,20,5,6
0.7,14,-45.1841,0,54.8159,15,-94.6054,5.3946,-94.6054,0,35,0,0,20,6,5
0.7,15,-89.3053,0,10.6947,7.58849,-98.7864,1.2136,-98.7864,0,120,0,0,20,6,7
0.7,16,-74.2912,0,25.7088,14.4131,-91.3123,8.68773,-91.3123,0,60,0,0,20,6,5
0.7,17,-79.8587,0,20.1413,11.8824,-89.6766,10.3234,-89.6766,0,20,0,0,20,7,8
0.7,18,-75.8229,0,24.1771,13.7169,-90.8863,9.1137,-90.8863,0,15,0,0,20,7,8
0.7,19,-55.0279,0,44.9721,15,-93.404,6.59597,-93.404,0,105,0,0,20,7,6
0.7,20,-63.448,0,36.552,15,-91.0712,8.92883,-91.0712,0,25,0,0,20,8,3
0.75,2,-65.4135,0,34.5865,15,-93.166,6.834,-93.166,0,30,151552,146400,20,2,8
0.75,3,-79.4919,0,20.5081,12.0491,-89.5121,10.4879,-89.5121,0,18,0,0,20,2,8
0.75,4,-81.895,0,18.105,10.9568,-98.654,1.346,-98.654,0,110,124928,122976,20,3,8
0.75,5,-62.4972,0,37.5028,15,-90.5707,9.42934,-90.5707,0,38,0,0,20,3,4
0.75,6,-38.7941,0,61.2059,15,-95.1265,4.87348,-95.1265,0,65,100352,97600,20,3,8
0.75,7,-75.6731,0,24.3269,13.7849,-90.577,9.42299,-90.577,0,60,0,0,20,4,3
0.75,9,-69.6814,0,30.3186,15,-92.905,7.09496,-92.905,0,75,0,0,20,4,3
0.75,10,-76.8876,0,23.1124,13.2329,-91.5062,8.49377,-91.5062,0,135,49152,48800,20,4,3
0.75,1,-47.3137,0,52.6863,15,-83.1352,16.8648,-83.1352,0,55,0,0,20,5,4
0.75,8,-68.7382,0,31.2618,15,-93.2662,6.73377,-93.2662,0,130,73728,74176,20,5,6
0.75,11,-44.9303,0,55.0697,15,-95.621,4.379,-95.621,0,90,0,0,20,5,6
0.75,12,-53.9535,0,46.0465,15,-93.0883,6.91173,-93.0883,0,45,22528,25376,20,5,2
0.75,13,-70.9209,0,29.0791,15,-95.4963,4.50366,-95.4963,0,22,0,39040,20,5,6
0.75,14,-45.6621,0,54.3379,15,-94.5104,5.48955,-94.5104,0,35,0,0,20,6,5
0.75,15,-78.1995,0,21.8005,12.6366,-98.9948,1.00523,-98.9948,0,120,0,0,20,6,7
0.75,16,-60.1768,0,39.8232,15,-91.5021,8.49786,-91.5021,0,60,0,0,20,6,5
0.75,17,-79.8283,0,20.1717,11.8962,-89.6461,10.3539,-89.6461,0,20,0,0,20,7,8
0.75,18,-75.8562,0,24.1438,13.7017,-81.0899,18.9101,-81.0899,0,15,0,0,20,7,2
0.75,19,-69.951,0,30.049,15,-93.5442,6.45576,-93.5442,0,105,0,0,20,7,6
0.75,20,-76.7379,0,23.2621,13.3009,-91.0032,8.99681,-91.0032,0,25,0,0,20,8,4
0.8,2,-65.8314,0,34.1686,15,-93.1039,6.89615,-93.1039,0,30,163840,160064,20,2,8
0.8,3,-79.598,0,20.402,12.0009,-89.5338,10.4662,-89.5338,0,18,0,0,20,2,8
0.8,4,-82.0815,0,17.9185,10.872,-98.8541,1.14589,-98.8541,0,110,139264,134688,20,3,8
0.8,5,-62.874,0,37.126,15,-90.4375,9.56252,-90.4375,0,38,0,0,20,3,4
0.8,6,-40.4106,0,59.5894,15,-94.9582,5.04184,-94.9582,0,65,112640,111264,20,3,8
0.8,7,-75.6834,0,24.3166,13.7803,-90.6013,9.39869,-90.6013,0,60,0,0,20,4,3
0.8,9,-69.2349,0,30.7651,15,-92.8678,7.13217,-92.8678,0,75,0,0,20,4,3
0.8,10,-77.9967,0,22.0033,12.7288,-91.199,8.80103,-91.199,0,135,61440,62464,20,4,3
0.8,1,-46.5893,0,53.4107,15,-83.2333,16.7667,-83.2333,0,55,0,0,20,5,4
0.8,8,-69.3974,0,30.6026,15,-93.4994,6.50056,-93.4994,0,130,88064,85888,20,5,6
0.8,11,-43.4987,0,56.5013,15,-95.4406,4.55938,-95.4406,0,90,0,0,20,5,6
0.8,12,-53.941,0,46.059,15,-93.0492,6.95079,-93.0492,0,45,36864,37088,20,5,6
0.8,13,-70.9842,0,29.0158,15,-95.4436,4.55642,-95.4436,0,22,0,78080,20,5,6
0.8,14,-46.1325,0,53.8675,15,-94.4179,5.58207,-94.4179,0,35,10240,13664,20,6,5
0.8,15,-78.6684,0,21.3316,12.4235,-99.1951,0.80486,-99.1951,0,120,0,0,20,6,7
0.8,16,-59.6795,0,40.3205,15,-91.6842,8.31579,-91.6842,0,60,0,0,20,6,5
0.8,17,-79.8001,0,20.1999,11.909,-89.6169,10.3831,-89.6169,0,20,0,0,20,7,8
0.8,18,-75.8896,0,24.1104,13.6865,-81.0406,18.9594,-81.0406,0,15,0,0,20,7,2
0.8,19,-70.6584,0,29.3416,15,-93.6836,6.3164,-93.6836,0,105,0,0,20,7,6
0.8,20,-76.7537,0,23.2463,13.2938,-90.9978,9.00217,-90.9978,0,25,0,0,20,8,4
0.85,2,-66.2447,0,33.7553,15,-93.0417,6.95828,-93.0417,0,30,176128,171776,20,2,8
0.85,3,-79.7037,0,20.2963,11.9529,-89.5556,10.4444,-89.5556,0,18,0,0,20,2,8
0.85,4,-82.292,0,17.708,10.7764,-99.0523,0.947691,-99.0523,0,110,151552,146400,20,3,8
0.85,5,-63.2432,0,36.7568,15,-90.3031,9.69687,-90.3031,0,38,0,0,20,3,4
0.85,6,-42.0419,0,57.9581,15,-94.788,5.21204,-94.788,0,65,124928,122976,20,3,8
0.85,7,-62.3021,0,37.6979,15,-90.6284,9.37161,-90.6284,0,60,0,0,20,4,3
0.85,9,-54.5102,0,45.4898,15,-84.6194,15.3806,-84.6194,0,75,0,0,20,4,2
0.85,10,-79.0309,0,20.9691,12.2587,-90.8928,9.10723,-90.8928,0,135,73728,74176,20,4,3
0.85,1,-45.8597,0,54.1403,15,-94.2724,5.72763,-94.2724,0,55,0,0,20,5,4
0.85,8,-82.5542,0,17.4458,10.6572,-93.7347,6.26534,-93.7347,0,130,100352,97600,20,5,6
0.85,11,-42.2436,0,57.7564,15,-95.2594,4.74061,-95.2594,0,90,0,0,20,5,6
0.85,12,-53.9617,0,46.0383,15,-92.9752,7.02482,-92.9752,0,45,49152,48800,20,5,6
0.85,13,-71.0518,0,28.9482,15,-95.3907,4.60935,-95.3907,0,22,0,117120,20,5,6
0.85,14,-46.6039,0,53.3961,15,-94.3249,5.67512,-94.3249,0,35,22528,25376,20,6,5
0.85,15,-90.5608,0,9.43916,7.0178,-93.3468,6.65321,-93.3468,0,120,0,39040,20,6,5
0.85,16,-59.1843,0,40.8157,15,-80.6034,19.3966,-80.6034,0,60,0,0,20,6,5
0.85,17,-79.7731,0,20.2269,11.9213,-89.5879,10.4121,-89.5879,0,20,0,0,20,7,8
0.85,18,-75.9241,0,24.0759,13.6709,-90.9176,9.08238,-90.9176,0,15,0,0,20,7,8
0.85,19,-57.4293,0,42.5707,15,-93.8262,6.17379,-93.8262,0,105,0,0,20,7,6
0.85,20,-63.5019,0,36.4981,15,-91.2169,8.7831,-91.2169,0,25,0,0,20,8,3
0.9,2,-66.6532,0,33.3468,15,-92.9796,7.02041,-92.9796,0,30,190464,183488,20,2,8
0.9,3,-79.809,0,20.191,11.905,-89.5774,10.4226,-89.5774,0,18,0,0,20,2,8
0.9,4,-82.5244,0,17.4756,10.6707,-99.0409,0.959086,-99.0409,0,110,163840,160064,20,3,4
0.9,5,-63.6052,0,36.3948,15,-90.1676,9.83241,-90.1676,0,38,0,0,20,3,4
0.9,6,-43.5527,0,56.4473,15,-94.6159,5.38412,-94.6159,0,65,139264,134688,20,3,8
0.9,7,-62.3585,0,37.6415,15,-90.6582,9.34181,-90.6582,0,60,0,0,20,4,3
0.9,9,-54.1257,0,45.8743,15,-84.4108,15.5892,-84.4108,0,75,0,0,20,4,2
0.9,10,-79.9998,0,20.0002,11.8183,-90.5883,9.4117,-90.5883,0,135,88064,85888,20,4,3
0.9,1,-45.1454,0,54.8546,15,-94.3599,5.64008,-94.3599,0,55,0,0,20,5,4
0.9,8,-83.1281,0,16.8719,10.3963,-93.9715,6.0285,-93.9715,0,130,112640,111264,20,5,6
0.9,11,-41.5131,0,58.4869,15,-95.0773,4.92266,-95.0773,0,90,0,0,20,5,6
0.9,12,-54.0152,0,45.9848,15,-92.9016,7.09838,-92.9016,0,45,61440,62464,20,5,6
0.9,13,-71.1237,0,28.8763,15,-95.3376,4.66244,-95.3376,0,22,0,156160,20,5,6
0.9,14,-47.0716,0,52.9284,15,-94.2313,5.76871,-94.2313,0,35,36864,37088,20,6,5
0.9,15,-90.9555,0,9.04447,6.8384,-93.5107,6.48931,-93.5107,0,120,0,78080,20,6,5
0.9,16,-58.6933,0,41.3067,15,-80.8057,19.1943,-80.8057,0,60,10240,13664,20,6,5
0.9,17,-79.7472,0,20.2528,11.9331,-89.5592,10.4408,-89.5592,0,20,0,0,20,7,8
0.9,18,-75.9596,0,24.0404,13.6547,-90.9283,9.07173,-90.9283,0,15,0,0,20,7,8
0.9,19,-58.3179,0,41.6821,15,-93.9718,6.02817,-93.9718,0,105,0,0,20,7,6
0.9,20,-63.5265,0,36.4735,15,-91.2139,8.78605,-91.2139,0,25,0,0,20,8,2
0.95,2,-67.0693,0,32.9307,15,-92.9155,7.08451,-92.9155,0,30,202752,195200,20,2,8
0.95,3,-67.0655,0,32.9345,15,-90.2138,9.78615,-90.2138,0,18,0,0,20,2,6
0.95,4,-82.785,0,17.215,10.5523,-98.9556,1.04436,-98.9556,0,110,176128,171776,20,3,4
0.95,5,-63.9714,0,36.0286,15,-81.8369,18.1631,-81.8369,0,38,0,0,20,3,2
0.95,6,-44.9562,0,55.0438,15,-94.4362,5.56378,-94.4362,0,65,151552,146400,20,3,8
0.95,7,-75.835,0,24.165,13.7114,-90.6918,9.30821,-90.6918,0,60,0,0,20,4,3
0.95,9,-53.8087,0,46.1913,15,-84.1929,15.8071,-84.1929,0,75,0,0,20,4,2
0.95,10,-80.9396,0,19.0604,11.3911,-90.2766,9.72342,-90.2766,0,135,100352,97600,20,4,3
0.95,1,-44.4573,0,55.5427,15,-94.4508,5.54922,-94.4508,0,55,0,0,20,5,4
0.95,8,-83.7131,0,16.2869,10.1304,-94.2173,5.78271,-94.2173,0,130,124928,122976,20,5,6
0.95,11,-41.6411,0,58.3589,15,-85.4454,14.5546,-85.4454,0,90,0,0,20,5,4
0.95,12,-68.4791,0,31.5209,15,-92.8262,7.17381,-92.8262,0,45,73728,74176,20,5,6
0.95,13,-57.1902,0,42.8098,15,-95.2826,4.71741,-95.2826,0,22,0,195200,20,5,6
0.95,14,-58.8335,0,41.1665,15,-94.1341,5.86589,-94.1341,0,35,49152,48800,20,6,5
0.95,15,-90.4265,0,9.5735,7.07886,-99.2109,0.78908,-99.2109,0,120.993,0,117120,20,6,7
0.95,16,-72.0878,0,27.9122,15,-81.4659,18.5341,-81.4659,0,60,22528,25376,20,6,2
0.95,17,-79.7218,0,20.2782,11.9446,-89.5298,10.4702,-89.5298,0,20,0,39040,20,7,8
0.95,18,-62.6237,0,37.3763,15,-90.9394,9.06058,-90.9394,0,15,0,0,20,7,8
0.95,19,-73.0219,0,26.9781,15,-94.1251,5.87491,-94.1251,0,105,0,0,20,7,6
0.95,20,-63.5554,0,36.4446,15,-91.1508,8.84919,-91.1508,0,25,0,0,20,8,2
1,2,-67.4667,0,32.5333,15,-92.8534,7.14659,-92.8534,0,30,215040,208864,20,2,8
1,3,-67.1839,0,32.8161,15,-90.1506,9.8494,-90.1506,0,18,0,0,20,2,6
1,4,-83.0553,0,16.9447,10.4294,-98.8754,1.12458,-98.8754,0,110,190464,183488,20,3,4
1,5,-64.3194,0,35.6806,15,-81.8172,18.1828,-81.8172,0,38,0,0,20,3,2
1,6,-46.1737,0,53.8263,15,-94.2602,5.73982,-94.2602,0,65,163840,160064,20,3,8
1,7,-75.9234,0,24.0766,13.6712,-90.727,9.27295,-90.727,0,60,0,0,20,4,3
1,9,-53.5882,0,46.4118,15,-83.9795,16.0205,-83.9795,0,75,0,0,20,4,2
1,10,-81.7982,0,18.2018,11.0008,-89.9779,10.0221,-89.9779,0,135,112640,111264,20,4,3
1,1,-43.8829,0,56.1171,15,-94.5392,5.46076,-94.5392,0,55,0,0,20,5,4
1,8,-84.2713,0,15.7287,9.87667,-94.4563,5.54365,-94.4563,0,130,139264,134688,20,5,6
1,11,-42.5576,0,57.4424,15,-85.4038,14.5962,-85.4038,0,90,0,0,20,5,4
1,12,-68.5834,0,31.4166,15,-92.7536,7.24636,-92.7536,0,45,88064,85888,20,5,6
1,13,-57.2811,0,42.7189,15,-95.2292,4.77083,-95.2292,0,22,0,234240,20,5,6
1,14,-59.5922,0,40.4078,15,-94.0394,5.9606,-94.0394,0,35,61440,62464,20,6,5
1,15,-90.1533,0,9.84672,7.20305,-98.9687,1.03127,-98.9687,0,120.993,0,156160,20,6,7
1,16,-71.6692,0,28.3308,15,-81.4457,18.5543,-81.4457,0,60,36864,37088,20,6,2
1,17,-79.6985,0,20.3015,11.9552,-89.5016,10.4984,-89.5016,0,20,0,78080,20,7,8
1,18,-62.6663,0,37.3337,15,-90.9504,9.04962,-90.9504,0,15,10240,13664,20,7,8
1,19,-73.8236,0,26.1764,15,-94.2762,5.72381,-94.2762,0,105,0,0,20,7,6
1,20,-63.5866,0,36.4134,15,-91.0896,8.91039,-91.0896,0,25,0,0,20,8,2
1.05,2,-67.8584,0,32.1416,15,-92.7914,7.20864,-92.7914,0,30,227328,220576,20,2,8
1.05,3,-80.1259,0,19.8741,11.761,-90.0871,9.91289,-90.0871,0,18,0,0,20,2,6
1.05,4,-83.3412,0,16.6588,10.2994,-98.7976,1.20236,-98.7976,0,110,202752,195200,20,3,4
1.05,5,-77.7951,0,22.2049,12.8204,-89.7491,10.2509,-89.7491,0,38,0,0,20,3,4
1.05,6,-47.269,0,52.731,15,-94.0821,5.91788,-94.0821,0,65,176128,171776,20,3,8
1.05,7,-76.0299,0,23.9701,13.6228,-90.7649,9.23506,-90.7649,0,60,0,0,20,4,3
1.05,9,-67.9103,0,32.0897,15,-92.7292,7.27081,-92.7292,0,75,0,0,20,4,3
1.05,10,-70.1182,0,29.8818,15,-89.6834,10.3166,-89.6834,0,135,124928,122976,20,4,3
1.05,1,-43.4517,0,56.5483,15,-94.6281,5.37189,-94.6281,0,55,0,0,20,5,4
1.05,8,-72.6212,0,27.3788,15,-94.696,5.30399,-94.696,0,130,151552,146400,20,5,6
1.05,11,-43.8909,0,56.1091,15,-94.5209,5.47914,-94.5209,0,90,0,0,20,5,6
1.05,12,-68.7142,0,31.2858,15,-92.6816,7.31838,-92.6816,0,45,100352,97600,20,5,6
1.05,13,-71.3666,0,28.6334,15,-95.1756,4.82441,-95.1756,0,22,0,273280,20,5,6
1.05,14,-48.4392,0,51.5608,15,-93.9441,6.05586,-93.9441,0,35,73728,74176,20,6,5
1.05,15,-89.8827,0,10.1173,7.32604,-98.7227,1.27734,-98.7227,0,120.993,0,195200,20,6,7
1.05,16,-57.2579,0,42.7421,15,-92.5736,7.42645,-92.5736,0,60,49152,48800,20,6,5
1.05,17,-79.6764,0,20.3236,11.9653,-77.8942,22.1058,-77.8942,0,20,0,117120,20,7,8
1.05,18,-76.0736,0,23.9264,13.6029,-90.9615,9.03851,-90.9615,0,15,22528,25376,20,7,8
1.05,19,-61.0627,0,38.9373,15,-94.4297,5.57034,-94.4297,0,105,0,39040,20,7,6
1.05,20,-63.6212,0,36.3788,15,-79.656,20.344,-79.656,0,25,0,0,20,8,2
1.1,2,-68.2443,0,31.7557,15,-92.7293,7.27066,-92.7293,0,30,241664,232288,20,2,8
1.1,3,-80.2296,0,19.7704,11.7138,-90.0234,9.97664,-90.0234,0,18,0,0,20,2,6
1.1,4,-83.6406,0,16.3594,10.1634,-98.7224,1.27762,-98.7224,0,110,215040,208864,20,3,4
1.1,5,-78.0909,0,21.9091,12.686,-89.6086,10.3914,-89.6086,0,38,0,0,20,3,4
1.1,6,-48.2601,0,51.7399,15,-93.902,6.098,-93.902,0,65,190464,183488,20,3,8
1.1,7,-76.1537,0,23.8463,13.5665,-90.8054,9.19459,-90.8054,0,60,0,0,20,4,3
1.1,9,-67.8821,0,32.1179,15,-92.7115,7.28845,-92.7115,0,75,0,0,20,4,3
1.1,10,-70.9931,0,29.0069,15,-89.3941,10.6059,-89.3941,0,135,139264,134688,20,4,3
1.1,1,-43.2138,0,56.7862,15,-94.7036,5.29636,-94.7036,0,55,0,0,20,5,2
1.1,8,-73.2316,0,26.7684,15,-94.936,5.06398,-94.936,0,130,163840,160064,20,5,6
1.1,11,-45.3303,0,54.6697,15,-94.3361,5.66395,-94.3361,0,90,0,0,20,5,6
1.1,12,-68.8702,0,31.1298,15,-92.6101,7.38986,-92.6101,0,45,112640,111264,20,5,6
1.1,13,-71.4545,0,28.5455,15,-95.1218,4.87816,-95.1218,0,22,0,312320,20,5,6
1.1,14,-48.8684,0,51.1316,15,-93.8483,6.15169,-93.8483,0,35,88064,85888,20,6,5
1.1,15,-89.6154,0,10.3846,7.44754,-98.4726,1.52743,-98.4726,0,120.993,0,234240,20,6,7
1.1,16,-56.8132,0,43.1868,15,-92.5786,7.42135,-92.5786,0,60,61440,62464,20,6,2
1.1,17,-79.6556,0,20.3444,11.9747,-77.8628,22.1372,-77.8628,0,20,0,156160,20,7,8
1.1,18,-76.1132,0,23.8868,13.5849,-90.9728,9.02724,-90.9728,0,15,36864,37088,20,7,8
