uuid,sim,time_sec,ue_id,from_cell,to_cell,is_correct
30cb3dfc-39ca-420e-abf5-9a6619c8c84c,sim015,105.157,11,7,3,True
8e2982b0-eb7a-4a9d-90d8-085818e81546,sim015,105.264,4,7,6,True
92cc1da7-e861-4f8a-bad0-6c5802db5b89,sim015,106.063,16,6,5,True
6e7737bc-13d0-48fc-ae29-34dddb1a3d9f,sim015,106.214,10,5,3,True
0089f06d-458e-4750-8062-f85f6f05bf55,sim015,106.566,15,2,7,True
a2dbc460-e6ba-4598-8953-859b80800d46,sim015,106.763,8,5,2,True
dcea699e-5ee3-45cb-81fd-e49f4fd8b720,sim015,106.815,13,7,6,True
7c9a7df5-39e7-41e7-be22-af02977e3440,sim015,107.557,17,2,7,True
07309a9a-a114-440b-9f97-551f6a2df73b,sim015,107.663,17,7,6,True
adc3e58d-418a-4a7c-bb79-8df3c17c3be4,sim015,108.069,19,8,7,True
7d025bbc-c908-40f8-9177-c7f19abd4e0f,sim015,108.515,12,3,2,True
619dc3f1-0638-43aa-90f2-941624031b01,sim015,109.216,6,2,7,True
f533f0a9-0859-4914-9f05-2b6d919ea856,sim015,109.954,5,8,3,True
1a846b81-9f80-44bb-b078-82dc3eaa279c,sim015,110.206,11,3,7,True
ad7a384a-8ac2-4d24-a3b5-0a0a61e84cdf,sim015,110.218,7,5,4,True
3ce1793a-3675-45e8-bafd-e20d7fba5bbb,sim015,110.305,4,6,5,True
a4877b4e-fa19-42b8-acbb-9bdde8d36d36,sim015,110.364,11,7,2,True
